Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,target
13,1,33,0,704,54,55,46,2,0,1,2,1583,1
4,0,33,0,135,12,21,17,2,0,1,2,549,1
5,0,33,2,531,35,21,21,3,0,0,3,523,0
7,0,30,3,1345,107,35,37,4,0,0,4,869,0
4,0,33,0,258,17,30,19,3,0,1,3,499,1
4,0,33,3,186,14,25,17,4,0,0,4,197,0
29,0,28,5,1752,236,21,90,1,0,0,1,2043,0
10,0,31,5,1359,126,275,48,1,1,0,1,2534,0
6,0,33,2,984,92,23,43,2,0,0,2,1405,0
7,1,32,0,530,54,59,35,2,0,1,2,1566,1
10,0,33,2,826,63,193,38,1,0,0,1,2260,0
8,0,24,3,441,46,211,26,1,1,0,1,2276,0
8,0,23,2,505,49,51,83,3,0,0,3,987,0
15,0,24,0,281,35,31,22,2,0,1,2,958,0
4,0,23,0,314,20,42,18,3,0,1,3,712,0
14,0,22,2,414,42,40,28,1,0,0,1,1392,0
6,0,22,2,901,71,29,38,2,0,0,2,1421,0
6,0,15,2,539,36,49,29,1,0,0,1,1560,0
20,0,14,3,1303,151,106,57,1,1,0,1,1961,0
16,0,12,2,1477,181,94,55,4,0,0,4,1473,0
12,0,13,5,839,55,52,34,2,0,0,2,1603,0
6,0,6,3,1063,50,230,25,2,0,0,2,2325,0
7,1,6,3,488,29,21,22,2,0,0,2,903,1
4,0,35,0,891,61,0,2,1,0,0,1,926,0
0,0,36,0,0,0,0,0,1,0,1,1,0,0
6,0,34,0,421,50,297,9,1,0,0,1,2515,0
6,0,35,0,866,56,0,20,0,0,0,0,1095,0
0,0,35,0,407,48,0,18,0,0,0,0,473,0
7,0,35,0,779,72,11,13,2,0,0,2,935,0
0,0,35,0,399,29,249,3,2,0,0,2,2318,0
9,0,34,0,1397,111,121,28,2,0,0,2,2016,0
3,0,35,0,1581,159,0,29,2,0,0,2,1748,0
3,0,35,0,917,73,0,10,2,0,0,2,840,0
2,0,35,0,1079,85,0,15,1,0,0,1,1296,0
5,0,35,0,367,44,0,2,2,0,1,2,276,0
21,0,35,1,1627,203,33,17,2,0,0,2,1866,0
0,0,35,0,590,17,365,7,2,0,0,2,2581,0
5,0,34,0,1641,172,127,15,1,0,0,1,2363,0
0,0,34,0,1132,76,162,11,2,0,0,2,2102,0
0,0,34,0,31,4,0,1,1,0,1,1,29,0
0,0,35,0,11,4,0,1,1,0,1,1,5,0
0,0,34,0,0,0,0,0,1,0,1,1,0,1
0,0,34,0,1292,117,318,28,1,0,0,1,2582,0
3,0,34,0,1528,144,0,32,2,0,0,2,1705,0
4,0,34,0,1162,65,87,22,1,0,0,1,1818,0
19,0,30,0,46,37,0,2,1,0,1,1,50,1
17,0,33,6,1486,83,0,27,3,0,0,3,1315,0
9,1,33,0,1074,88,5,9,1,0,0,1,1381,1
0,0,31,0,525,12,0,4,2,0,0,2,400,0
5,0,32,0,563,31,0,1,2,0,1,2,442,1
5,0,33,0,373,34,13,16,2,0,1,2,592,1
0,0,33,0,0,0,0,0,2,0,1,2,0,1
0,0,33,0,217,15,0,3,2,0,0,2,154,0
0,0,30,0,1173,87,0,7,3,0,0,3,820,0
0,0,33,0,0,0,0,0,3,0,1,3,0,1
0,0,33,0,0,0,0,0,4,0,0,4,0,0
21,0,28,1,1683,216,0,65,1,0,0,1,1844,0
2,0,31,1,1202,106,238,18,1,1,0,1,2431,0
0,0,33,0,765,72,0,13,1,0,0,1,723,0
0,0,32,0,216,34,17,5,2,0,1,2,540,0
2,0,33,0,508,43,151,8,1,0,0,1,1955,0
0,0,24,0,132,26,169,1,1,1,0,1,1969,0
0,0,23,0,194,29,9,53,3,0,0,3,175,0
7,0,24,0,10,15,0,3,1,0,1,1,6,0
0,0,23,0,0,0,0,0,3,0,1,3,0,0
6,0,22,0,109,22,0,2,1,0,0,1,101,0
0,0,22,0,631,51,0,8,2,0,0,2,504,0
0,0,15,0,226,16,7,6,1,0,0,1,361,0
12,0,14,0,1119,131,64,27,0,1,0,0,1825,0
8,0,12,0,1390,161,52,25,3,0,0,3,1595,0
4,0,13,1,527,35,10,4,2,0,0,2,665,0
0,0,6,0,894,30,191,23,2,0,0,2,2144,0
0,1,6,0,172,9,0,3,2,0,0,2,121,1
8,0,36,1,1007,77,37,21,2,0,0,2,1572,0
0,0,37,0,62,11,39,8,2,0,1,2,933,0
10,0,35,1,612,66,343,28,2,0,0,2,2535,0
10,0,36,1,983,72,33,39,0,0,0,0,1692,0
3,0,36,1,594,64,34,37,1,0,0,1,1409,0
11,0,36,2,909,88,64,32,2,0,0,2,1687,0
4,0,36,1,585,45,290,22,3,0,0,3,2042,0
13,0,35,3,1455,127,173,47,2,0,0,2,2293,0
7,0,36,1,1605,175,32,48,2,0,0,2,1830,0
7,0,36,2,1025,89,34,29,2,0,0,2,1557,0
6,0,36,1,1148,101,39,16,2,0,0,2,1676,0
9,1,36,0,552,60,40,21,2,0,1,2,1358,0
25,0,36,4,1666,219,86,36,2,0,0,2,2186,0
4,0,36,2,785,33,403,12,3,0,0,3,2408,0
9,0,35,1,1694,188,179,34,1,0,0,1,2483,0
3,0,35,2,1245,92,215,30,2,0,0,2,2322,0
0,0,35,0,198,20,32,15,1,0,1,1,1030,0
2,0,36,0,159,20,45,12,2,0,1,2,1151,0
0,0,35,0,12,6,32,4,1,0,1,1,763,1
3,0,35,1,1362,133,358,47,2,0,0,2,2592,0
7,0,35,2,1558,160,43,51,3,0,0,3,1675,0
8,0,35,2,1280,81,137,41,1,0,0,1,2161,0
23,1,31,0,218,53,48,21,2,0,1,2,1264,1
21,0,34,9,1514,99,33,46,4,0,0,4,1131,0
13,0,34,2,1135,104,58,28,2,0,0,2,1728,0
1,0,32,1,725,28,32,18,2,0,0,2,1313,0
9,1,33,0,761,47,41,20,2,0,1,2,1482,1
9,0,34,0,561,50,66,35,3,0,1,3,1218,1
0,0,34,0,26,8,32,6,2,0,1,2,696,1
1,0,34,1,404,31,32,10,3,0,0,3,629,0
3,0,31,2,1290,103,46,26,4,0,0,4,937,0
0,0,34,0,138,13,41,8,3,0,1,3,602,1
0,0,34,2,66,10,36,6,4,0,0,4,244,0
25,0,29,4,1733,232,32,84,1,1,0,1,2082,0
6,0,32,4,1312,122,285,37,2,1,0,2,2471,0
2,0,34,1,902,88,34,32,2,0,0,2,1490,0
3,0,33,0,403,50,70,24,3,0,1,3,1188,0
6,0,34,1,711,59,204,27,1,0,0,1,2284,0
4,0,25,2,316,42,222,15,2,1,0,2,2182,0
4,0,24,1,378,45,62,72,4,0,0,4,585,0
11,0,25,0,155,31,42,11,2,0,1,2,1099,0
0,0,24,0,187,16,53,7,3,0,1,3,818,0
10,0,23,1,292,38,51,17,1,0,0,1,1488,0
2,0,23,1,817,67,40,27,2,0,0,2,1493,0
2,0,16,1,410,32,60,18,2,0,0,2,1541,0
16,0,15,2,1228,147,116,46,1,1,0,1,1996,0
12,0,13,1,1440,177,105,44,4,0,0,4,1492,0
8,0,14,4,730,51,63,23,2,1,0,2,1639,0
2,0,7,2,1011,46,236,14,2,0,0,2,2334,0
3,0,7,2,356,25,32,11,2,0,0,2,1050,1
8,0,34,0,973,65,0,13,1,0,0,1,1059,0
0,0,35,0,0,0,0,0,1,0,1,1,0,0
10,0,33,0,549,54,293,20,1,0,0,1,2504,0
10,0,34,0,945,60,0,31,0,0,0,0,1222,0
3,0,34,0,534,52,0,29,0,0,0,0,645,0
11,0,34,0,875,76,0,24,1,0,0,1,899,0
4,0,34,0,526,33,239,14,2,0,0,2,2307,0
13,0,33,1,1436,115,112,39,2,0,0,2,1977,0
7,0,34,0,1597,163,0,40,2,0,0,2,1763,0
7,0,34,0,996,77,0,21,2,0,0,2,966,0
6,0,34,0,1120,89,0,8,1,0,0,1,1397,0
9,0,34,0,493,48,0,13,2,0,1,2,383,0
25,0,34,2,1650,207,22,28,2,0,0,2,1836,0
4,0,34,0,733,21,361,4,2,0,0,2,2571,0
9,0,33,0,1675,176,117,26,1,0,0,1,2351,0
3,0,33,0,1206,80,151,22,2,0,0,2,2070,0
0,0,33,0,143,8,0,7,1,0,1,1,116,0
2,0,34,0,100,8,0,4,1,0,1,1,88,0
0,1,33,0,0,0,0,0,1,0,1,1,0,1
3,0,33,0,1346,121,308,39,1,0,0,1,2570,0
7,0,33,0,1549,148,0,43,2,0,0,2,1724,0
8,0,33,0,1243,69,76,33,1,0,0,1,1805,0
23,0,29,0,163,41,0,13,1,0,1,1,139,1
21,0,32,7,1505,87,0,38,3,1,0,3,1372,0
13,1,32,0,1112,92,0,20,1,0,0,1,1376,1
1,0,30,0,661,16,0,10,2,0,0,2,520,0
9,1,31,0,707,35,0,12,1,0,1,1,659,1
9,0,32,0,501,38,2,27,2,0,1,2,433,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
1,0,32,0,344,19,0,2,2,0,0,2,254,0
3,0,29,0,1253,91,0,18,3,0,0,3,906,0
0,0,32,0,80,1,0,3,3,0,1,3,33,1
0,0,32,0,0,0,0,0,3,0,0,3,0,0
25,0,27,2,1720,220,0,76,1,0,0,1,1875,0
6,0,30,2,1284,110,232,29,1,1,0,1,2417,0
2,0,32,0,867,76,0,24,1,0,0,1,877,0
3,0,31,0,343,38,6,16,2,0,1,2,387,0
6,0,32,0,643,47,140,19,1,0,0,1,1915,0
4,0,23,0,251,30,158,7,1,1,0,1,1937,0
4,0,22,0,322,33,0,64,3,0,0,3,126,0
11,0,23,0,98,19,0,3,1,0,1,1,90,0
0,0,22,0,131,4,0,1,3,0,1,3,51,0
10,0,21,0,230,26,0,9,1,0,0,1,195,0
2,0,21,0,762,55,0,19,2,0,0,2,636,0
2,0,14,0,351,20,0,10,1,0,0,1,303,0
16,0,13,0,1188,135,53,38,0,1,0,0,1807,0
12,0,11,0,1421,165,41,36,3,0,0,3,1565,0
8,0,12,2,667,39,0,15,2,0,0,2,529,0
2,0,5,0,978,34,180,6,2,0,0,2,2110,0
3,1,5,0,301,13,0,3,1,0,0,1,247,1
10,0,35,0,1014,72,14,20,2,0,0,2,1288,0
2,0,36,0,78,6,16,7,1,0,1,1,431,0
12,0,34,0,635,61,322,27,2,0,0,2,2506,0
12,0,35,0,994,67,10,38,0,0,0,0,1498,0
5,0,35,0,617,59,11,36,0,0,0,0,1110,0
13,0,35,1,925,83,41,31,2,0,0,2,1562,0
6,0,35,0,608,40,277,21,2,0,0,2,2370,0
15,0,34,2,1461,122,150,46,2,0,0,2,2216,0
9,0,35,0,1608,170,9,47,2,0,0,2,1792,0
9,0,35,1,1036,84,11,28,2,0,0,2,1258,0
8,0,35,0,1159,96,16,15,2,0,0,2,1534,0
11,1,35,0,572,55,17,20,2,0,1,2,889,0
27,0,35,3,1672,214,63,35,2,0,0,2,2069,0
6,0,35,1,805,28,390,11,2,0,0,2,2641,0
11,0,34,0,1701,183,156,33,1,0,0,1,2436,0
5,0,34,1,1257,87,192,29,2,0,0,2,2275,0
2,0,34,0,216,15,9,14,1,0,1,1,394,0
4,0,35,0,175,15,22,11,2,0,1,2,625,0
2,0,34,0,18,1,9,3,1,0,1,1,184,1
5,0,34,0,1367,128,345,46,1,0,0,1,2645,0
9,0,34,1,1561,155,20,50,3,0,0,3,1600,0
10,0,34,1,1292,76,116,40,1,0,0,1,2025,0
25,1,30,0,238,48,25,20,1,0,1,1,880,1
23,0,33,8,1517,94,10,45,4,0,0,4,947,0
15,0,33,1,1145,99,35,27,1,0,0,1,1702,1
3,0,31,0,743,23,9,17,2,0,0,2,832,0
11,1,32,0,780,42,18,19,2,0,1,2,1094,1
11,1,33,0,581,45,43,34,2,0,1,2,1425,1
2,0,33,0,41,3,9,5,2,0,1,2,183,1
3,0,33,0,423,26,9,9,2,0,0,2,533,0
5,0,30,1,1300,98,23,25,4,0,0,4,706,0
2,0,33,0,156,8,18,7,3,0,1,3,268,1
2,0,33,1,84,5,13,5,4,0,0,4,93,0
27,0,28,3,1737,227,9,83,1,0,0,1,1943,0
8,0,31,3,1324,117,264,36,1,1,0,1,2509,0
4,0,33,0,916,83,11,31,1,0,0,1,1231,0
5,0,32,0,422,45,47,23,2,0,1,2,1391,0
8,0,33,0,731,54,181,26,1,0,0,1,2190,0
6,1,24,1,331,37,199,14,1,1,0,1,2206,1
6,0,23,0,398,40,39,71,3,0,0,3,719,0
13,0,24,0,173,26,19,10,1,0,1,1,638,0
2,0,23,0,207,11,30,6,3,0,1,3,466,0
12,0,22,0,311,33,28,16,1,0,0,1,1042,0
4,0,22,0,834,62,17,26,2,0,0,2,1119,0
4,0,15,0,431,27,37,17,1,0,0,1,1337,0
18,0,14,1,1238,142,94,45,1,1,0,1,1872,0
14,0,12,0,1446,172,82,43,3,0,0,3,1704,0
10,0,13,3,747,46,40,22,2,0,0,2,1462,0
4,0,6,1,1018,41,221,13,2,0,0,2,2295,0
5,0,6,1,375,20,9,10,2,0,0,2,488,1
6,0,35,0,961,70,0,14,2,0,0,2,911,0
0,0,36,0,13,4,0,1,1,0,1,1,9,0
8,0,34,0,529,59,306,21,2,0,0,2,2469,0
8,0,35,0,932,65,0,32,0,0,0,0,1207,0
1,0,35,0,513,57,0,30,0,0,0,0,622,0
9,0,35,1,862,81,23,25,2,0,0,2,1274,0
2,0,35,0,506,38,260,15,2,0,0,2,2340,0
11,0,34,2,1429,120,132,40,2,0,0,2,2105,0
5,0,35,0,1594,168,0,41,2,0,0,2,1761,0
5,0,35,1,986,82,0,22,2,0,0,2,949,0
4,0,35,0,1113,94,0,9,2,0,0,2,1249,0
7,0,35,0,474,53,0,14,2,0,1,2,371,0
23,0,35,3,1645,212,45,29,2,0,0,2,1945,0
2,0,35,1,714,26,374,5,2,0,0,2,2604,0
7,0,34,0,1669,181,138,27,1,0,0,1,2390,0
1,0,34,1,1194,85,174,23,2,0,0,2,2189,0
0,0,34,0,124,13,0,8,1,0,1,1,109,0
0,0,35,0,83,13,4,5,2,0,1,2,129,0
0,0,34,0,0,0,0,0,1,0,1,1,0,1
1,0,34,0,1339,126,329,40,1,0,0,1,2609,0
5,0,34,1,1546,153,2,44,3,0,0,3,1484,0
6,0,34,1,1231,74,99,34,1,0,0,1,1894,0
21,0,30,0,144,46,7,14,1,0,1,1,282,1
19,0,33,8,1502,92,0,39,4,1,0,4,807,0
11,0,33,1,1106,97,17,21,1,0,0,1,1581,1
0,0,31,0,636,21,0,11,2,0,0,2,502,0
7,1,32,0,683,40,0,13,2,0,1,2,547,1
7,0,33,0,485,43,25,28,2,0,1,2,1001,1
0,0,33,0,0,0,0,0,2,0,1,2,0,1
0,0,33,0,326,24,0,3,2,0,0,2,239,0
1,0,30,1,1241,96,5,19,4,0,0,4,509,0
0,0,33,0,63,6,0,1,3,0,1,3,25,1
0,0,33,1,0,0,0,0,4,0,0,4,0,0
23,0,28,3,1715,225,0,77,1,0,0,1,1871,0
4,0,31,3,1270,115,247,30,1,1,0,1,2466,0
0,0,33,0,855,81,0,25,1,0,0,1,857,0
1,0,32,0,325,43,29,17,2,0,1,2,951,0
4,0,33,0,619,52,163,20,1,0,0,1,2058,0
2,0,24,1,235,35,181,8,1,1,0,1,2076,0
2,0,23,0,303,38,21,65,3,0,0,3,389,0
9,0,24,0,79,24,1,4,1,0,1,1,98,0
0,0,23,0,113,9,12,1,3,0,1,3,173,0
8,0,22,0,211,31,10,10,1,0,0,1,415,0
0,0,22,0,745,60,0,20,2,0,0,2,617,0
0,0,15,0,331,25,19,11,1,0,0,1,803,0
14,0,14,1,1175,140,76,39,1,1,0,1,1800,0
10,0,12,0,1414,170,64,37,3,0,0,3,1654,0
6,0,13,3,641,44,22,16,2,0,0,2,1071,0
0,0,6,1,965,39,203,7,2,0,0,2,2219,0
1,0,6,1,279,18,0,4,2,0,0,2,204,1
6,0,30,0,991,65,0,16,1,0,0,1,1085,0
0,0,31,0,40,4,0,3,1,0,1,1,40,0
8,0,29,0,579,54,307,23,1,0,0,1,2539,0
8,0,30,0,964,60,0,34,0,0,0,0,1254,0
1,0,30,0,564,52,0,32,0,0,0,0,678,0
9,0,30,0,892,76,24,27,1,0,0,1,1453,0
2,0,30,0,555,33,261,17,2,0,0,2,2343,0
11,0,29,1,1445,115,133,42,2,0,0,2,2120,0
5,0,30,0,1601,163,0,43,2,0,0,2,1766,0
5,0,30,0,1012,77,0,24,2,0,0,2,995,0
4,0,30,0,1134,89,0,11,1,0,0,1,1414,0
7,1,30,0,524,48,0,16,2,0,1,2,408,0
23,0,30,2,1657,207,46,31,2,0,0,2,1960,0
2,0,30,0,757,21,375,7,2,0,0,2,2611,0
7,0,29,0,1684,176,139,29,1,0,0,1,2396,0
1,0,29,0,1226,80,175,25,2,0,0,2,2201,0
0,0,29,0,168,8,0,10,1,0,1,1,140,0
0,0,30,0,131,8,5,7,1,0,1,1,213,0
0,0,29,0,0,0,0,0,1,0,1,1,0,1
1,0,29,0,1355,121,330,42,1,0,0,1,2615,0
5,0,29,0,1554,148,3,46,2,0,0,2,1729,0
6,0,29,0,1261,69,100,36,1,0,0,1,1906,0
21,1,25,0,190,41,8,16,1,0,1,1,354,1
19,0,28,7,1509,87,0,41,3,0,0,3,1388,0
11,0,28,0,1122,92,18,23,1,0,0,1,1602,1
0,0,26,0,695,16,0,13,2,0,0,2,555,0
7,1,27,0,734,35,1,15,1,0,1,1,708,1
7,1,28,0,531,38,26,30,2,0,1,2,1071,1
0,1,28,0,0,0,0,0,1,0,1,1,0,1
0,0,28,0,373,19,0,5,2,0,0,2,277,0
1,0,25,0,1272,91,6,21,3,0,0,3,1011,0
0,0,28,0,110,1,1,3,3,0,1,3,54,1
0,0,28,0,44,5,0,1,3,0,0,3,14,0
23,0,23,2,1728,220,0,79,1,0,0,1,1881,0
4,0,26,2,1299,110,248,32,1,1,0,1,2472,0
0,0,28,0,885,76,0,27,1,0,0,1,915,0
1,0,27,0,372,38,30,19,2,0,1,2,1020,0
4,0,28,0,678,47,164,22,1,0,0,1,2075,0
2,0,19,0,286,30,182,10,1,1,0,1,2092,0
2,0,18,0,348,33,22,67,3,0,0,3,430,0
9,0,19,0,128,19,2,6,1,0,1,1,147,0
0,0,18,0,159,4,13,2,3,0,1,3,208,0
8,0,17,0,257,26,11,12,1,0,0,1,498,0
0,0,17,0,790,55,0,22,2,0,0,2,662,0
0,0,10,0,380,20,20,13,1,0,0,1,886,0
14,0,9,0,1207,135,77,41,0,1,0,0,1941,0
10,0,7,0,1430,165,65,39,3,0,0,3,1666,0
6,0,8,2,698,39,23,18,2,0,0,2,1124,0
0,0,1,0,995,34,204,9,2,0,0,2,2230,0
1,0,1,0,328,13,0,6,1,0,0,1,278,1
10,0,40,1,991,77,13,18,2,0,0,2,1234,0
2,0,41,0,40,11,15,5,2,0,1,2,310,0
12,0,39,1,579,66,321,25,2,0,0,2,2501,0
12,0,40,1,964,72,9,36,0,0,0,0,1467,0
5,0,40,1,564,64,10,34,1,0,0,1,811,0
13,0,40,2,892,88,40,29,2,0,0,2,1543,0
6,0,40,1,555,45,276,19,3,0,0,3,1954,0
15,0,39,3,1445,127,149,44,2,0,0,2,2204,0
9,0,40,1,1601,175,8,45,2,0,0,2,1781,0
9,0,40,2,1012,89,10,26,2,0,0,2,1210,0
8,0,40,1,1134,101,15,13,2,0,0,2,1503,0
11,1,40,0,524,60,16,18,2,0,1,2,815,0
27,0,40,4,1657,219,62,33,2,0,0,2,2055,0
6,0,40,2,757,33,389,9,3,0,0,3,2382,0
11,0,39,1,1684,188,155,31,1,0,0,1,2432,0
5,0,39,2,1226,92,191,27,2,0,0,2,2265,0
2,0,39,0,168,20,8,12,1,0,1,1,328,0
4,0,40,0,131,20,21,9,2,0,1,2,545,0
0,0,39,0,0,0,8,0,1,0,1,1,122,1
5,0,39,1,1355,133,344,44,2,0,0,2,2557,0
9,0,39,2,1554,160,19,48,3,0,0,3,1588,0
10,0,39,2,1261,81,115,38,1,0,0,1,1999,0
25,1,35,0,190,53,24,18,2,0,1,2,690,1
23,0,38,9,1509,99,9,43,4,1,0,4,919,0
15,0,38,2,1122,104,34,25,2,0,0,2,1640,0
3,0,36,1,695,28,8,15,2,0,0,2,744,0
11,0,37,0,734,47,17,17,2,0,1,2,1032,1
11,1,38,0,531,50,42,32,3,0,1,3,859,1
2,0,38,0,14,8,8,3,2,0,1,2,131,1
3,0,38,1,373,31,8,7,3,0,0,3,250,0
5,0,35,2,1272,103,22,23,4,0,0,4,690,0
2,0,38,0,110,13,17,5,3,0,1,3,232,1
2,0,38,2,44,10,12,3,4,0,0,4,73,0
27,0,33,4,1728,232,8,81,1,0,0,1,1921,0
8,0,36,4,1299,122,263,34,2,1,0,2,2423,0
4,0,38,1,885,88,10,29,2,0,0,2,1046,0
5,0,37,0,372,50,46,21,3,0,1,3,830,0
8,0,38,1,678,59,180,24,1,0,0,1,2175,0
6,1,29,2,286,42,198,12,2,1,0,2,2046,1
6,0,28,1,348,45,38,69,4,0,0,4,358,0
13,0,29,0,128,31,18,8,2,0,1,2,472,0
2,0,28,0,159,16,29,4,3,0,1,3,419,0
12,0,27,1,257,38,27,14,1,0,0,1,963,0
4,0,27,1,790,67,16,24,2,0,0,2,1067,0
4,0,20,1,380,32,36,15,2,0,0,2,1148,0
18,0,19,2,1207,147,93,43,1,1,0,1,1853,0
14,0,17,1,1430,177,81,41,4,0,0,4,1365,0
10,0,18,4,698,51,39,20,2,0,0,2,1425,0
4,0,11,2,995,46,220,11,2,0,0,2,2288,0
5,1,11,2,328,25,8,8,2,0,0,2,413,1
14,0,36,1,1067,82,30,17,2,0,0,2,1563,0
6,0,37,0,209,16,15,4,2,0,1,2,476,0
16,0,35,1,775,71,321,24,2,0,0,2,2512,0
16,0,36,1,1057,77,9,35,0,0,0,0,1555,0
9,0,36,1,760,69,10,33,1,0,0,1,1017,0
17,0,36,2,1007,93,40,28,2,0,0,2,1596,0
10,0,36,1,753,50,276,18,2,0,0,2,2375,0
19,0,35,3,1485,132,149,43,2,0,0,2,2232,0
13,0,36,1,1626,180,8,44,2,0,0,2,1794,0
13,0,36,2,1075,94,10,25,2,0,0,2,1338,0
12,0,36,1,1248,106,15,12,2,0,0,2,1568,0
15,0,36,0,724,65,16,17,2,0,1,2,1000,0
31,1,36,4,1713,224,62,32,2,0,0,2,2091,0
10,0,36,2,898,38,389,8,2,0,0,2,2644,0
15,0,35,1,1734,193,155,30,1,0,0,1,2447,0
9,0,35,2,1329,97,191,26,2,0,0,2,2287,0
6,0,35,0,352,25,8,11,1,0,1,1,514,0
8,0,36,0,312,25,21,8,2,0,1,2,715,0
6,0,35,0,131,11,8,2,1,0,1,1,287,1
9,0,35,1,1388,138,344,43,2,0,0,2,2564,0
13,0,35,2,1575,165,19,47,3,0,0,3,1616,0
14,0,35,2,1349,86,115,37,1,0,0,1,2050,0
29,1,31,0,372,58,24,17,2,0,1,2,870,1
27,0,34,9,1540,104,9,42,4,1,0,4,983,0
19,0,34,2,1231,109,34,24,1,0,0,1,1717,0
7,0,32,1,858,33,8,14,2,0,0,2,944,0
15,1,33,0,880,52,17,16,2,0,1,2,1176,1
15,1,34,0,732,55,42,31,2,0,1,2,1479,1
6,0,34,0,164,13,8,2,2,0,1,2,274,1
7,0,34,1,560,36,8,6,3,0,0,3,352,0
9,0,31,2,1354,108,22,22,4,0,0,4,747,0
6,1,34,0,291,18,17,4,3,0,1,3,330,1
6,0,34,2,214,15,12,2,4,0,0,4,115,0
31,1,29,4,1753,237,8,80,1,0,0,1,1966,0
12,1,32,4,1364,127,263,33,2,1,0,2,2434,0
8,0,34,1,999,93,10,28,2,0,0,2,1189,0
9,0,33,0,559,55,46,20,2,0,1,2,1452,0
12,0,34,1,850,64,180,23,1,0,0,1,2208,0
10,0,25,2,469,47,198,11,2,1,0,2,2087,0
10,0,24,1,534,50,38,68,3,0,0,3,790,0
17,0,25,0,310,36,18,7,2,0,1,2,655,0
6,0,24,0,339,21,29,3,3,0,1,3,534,0
16,0,23,1,446,43,27,13,1,0,0,1,1135,0
8,0,23,1,918,72,16,23,2,0,0,2,1212,0
8,0,16,1,566,37,36,14,1,0,0,1,1423,0
22,0,15,2,1317,152,93,42,1,1,0,1,1897,0
18,0,13,1,1481,182,81,40,4,0,0,4,1410,0
14,0,14,4,860,56,39,19,2,1,0,2,1502,0
8,0,7,2,1068,51,220,10,2,0,0,2,2303,0
9,0,7,2,512,30,8,7,2,0,0,2,598,1
2,0,34,0,875,60,0,17,1,0,0,1,890,0
0,0,35,0,0,0,0,0,1,0,1,1,0,0
4,0,33,0,393,49,295,24,1,0,0,1,2507,0
4,0,34,0,849,55,0,35,0,0,0,0,1063,0
0,0,34,0,378,47,0,33,0,0,0,0,432,0
5,0,34,0,752,71,7,28,2,0,0,2,793,0
0,0,34,0,371,28,245,18,2,0,0,2,2309,0
7,0,33,1,1392,110,118,43,2,0,0,2,1984,0
1,0,34,0,1580,158,0,44,2,0,0,2,1746,0
1,0,34,0,898,72,0,25,2,0,0,2,808,0
0,0,34,0,1072,84,0,12,1,0,0,1,1271,0
3,0,34,0,336,43,0,17,2,0,1,2,252,0
19,0,34,2,1624,202,29,32,2,0,0,2,1841,0
0,0,34,0,562,16,363,8,2,0,0,2,2575,0
3,0,33,0,1636,171,123,30,1,0,0,1,2354,0
0,0,33,0,1118,75,158,26,2,0,0,2,2074,0
0,0,33,0,16,3,0,11,1,0,1,1,11,0
0,0,34,0,0,0,0,0,1,0,1,1,0,0
0,0,33,0,0,0,0,0,1,0,1,1,0,1
0,0,33,0,1275,116,314,43,1,0,0,1,2574,0
1,0,33,0,1523,143,0,47,2,0,0,2,1703,0
2,0,33,0,1145,64,83,37,1,0,0,1,1808,0
17,0,29,0,25,36,0,17,1,0,1,1,32,1
15,0,32,7,1484,82,0,42,3,0,0,3,1305,0
7,0,32,0,1070,87,1,24,1,0,0,1,1272,1
0,0,30,0,494,11,0,14,2,0,0,2,380,0
3,1,31,0,535,30,0,16,1,0,1,1,489,1
3,0,32,0,346,33,9,31,2,0,1,2,456,1
0,0,32,0,0,0,0,0,2,0,1,2,0,1
0,0,32,0,191,14,0,6,2,0,0,2,138,0
0,0,29,0,1152,86,0,22,3,0,0,3,796,0
0,0,32,0,0,0,0,0,3,0,1,3,0,1
0,0,32,0,0,0,0,0,4,0,0,4,0,0
19,0,27,2,1674,215,0,80,1,0,0,1,1840,0
0,0,30,2,1184,105,235,33,1,1,0,1,2421,0
0,0,32,0,738,71,0,28,1,0,0,1,698,0
0,0,31,0,190,33,13,20,2,0,1,2,409,0
0,0,32,0,483,42,147,23,1,0,0,1,1920,0
0,0,23,0,103,25,165,11,1,1,0,1,1944,0
0,0,22,0,165,28,5,68,3,0,0,3,117,0
0,0,23,0,0,0,0,0,1,0,1,1,0,0
0,0,22,0,0,0,0,0,3,0,1,3,0,0
4,0,21,0,81,21,0,13,1,0,0,1,75,0
0,0,21,0,596,50,0,23,2,0,0,2,479,0
0,0,14,0,197,15,3,14,1,0,0,1,231,0
10,0,13,0,1110,130,60,42,0,1,0,0,1810,0
6,0,11,0,1389,160,48,40,3,0,0,3,1569,0
2,0,12,2,497,34,6,19,2,0,0,2,527,0
0,0,5,0,877,29,187,10,2,0,0,2,2114,0
0,0,5,0,147,8,0,7,2,0,0,2,108,1
8,0,35,0,991,71,5,17,2,0,0,2,1076,0
0,0,36,0,40,5,7,4,1,0,1,1,172,0
10,0,34,0,579,60,314,24,2,0,0,2,2487,0
10,0,35,0,964,66,1,35,0,0,0,0,1281,0
3,0,35,0,564,58,2,33,0,0,0,0,740,0
11,0,35,1,892,82,32,28,2,0,0,2,1459,0
4,0,35,0,555,39,269,18,2,0,0,2,2355,0
13,0,34,2,1445,121,141,43,2,0,0,2,2169,0
