Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,target
9327,10158,10355,10759,9669,9669,9429,9327,8401,924,4927,3657,2898,3816,3657,525,2
10914,11557,11576,12648,7086,7086,10933,10914,10694,10120,8152,6394,883,3973,6394,4125,2
9282,10619,11058,10210,11327,11327,9386,9282,5730,733,2344,2154,3445,2712,2154,645,2
9173,10691,11207,9799,11755,11755,9227,9173,3252,3128,1447,1800,3818,2226,1800,1783,2
11226,12433,12810,12377,11048,11048,11275,11226,1485,3807,3931,2534,1178,1459,2534,2542,2
7846,8662,8676,8946,9870,9870,7989,7846,7899,615,4321,3536,4842,4532,3536,914,2
10793,11706,12139,12130,9967,9967,10811,10793,9607,9239,5414,3556,1430,2854,3556,2463,2
10737,12134,12716,11151,11843,11843,10762,10737,595,7080,2333,1710,2418,946,1710,1741,2
10095,11101,11168,11624,9374,9374,10224,10095,9496,568,4306,4025,1994,3590,4025,988,2
9801,10335,10708,11301,9244,9244,9837,9801,5977,6599,7336,4289,2200,3851,4289,4002,2
8786,9613,9655,10045,10130,10130,8802,8786,8232,10979,4307,3349,3570,3989,3349,1495,2
8528,9465,9120,9980,9324,9324,8643,8528,3091,513,3534,4117,3642,4400,4117,1393,2
11333,12519,12842,12670,10496,10496,11385,11333,12850,5059,4673,3015,887,1674,3015,1584,2
10335,11419,12093,11117,11208,11208,10351,10335,6332,9684,3883,2416,2371,2227,2416,4513,2
10591,11616,12315,11524,11091,11091,10641,10591,5895,3822,4303,2411,2102,2017,2411,929,2
10117,11148,11825,10988,11038,11038,10194,10117,10799,2256,4116,2528,2561,2528,2528,2076,2
9598,10621,11806,10243,11737,11737,9698,9598,4987,1097,3842,1756,3437,1789,1756,438,2
10540,11218,11209,12289,7872,7872,10608,10540,4498,2250,6699,5579,1246,3950,5579,3000,2
11184,12349,12736,12358,10869,10869,11227,11184,9576,5704,4179,2709,1184,1705,2709,3133,2
10589,11500,12269,11531,11047,11047,10624,10589,10206,6794,4987,2503,2061,2132,2503,1583,2
9257,10054,9796,10883,8496,8496,9291,9257,11130,9975,5192,5091,2593,4334,5091,6009,2
10588,11564,11977,11800,10271,10271,10598,10588,1019,12024,4563,3284,1730,2841,3284,2915,2
11128,12270,12704,12240,10923,10923,11161,11128,12753,7824,4269,2677,1277,1754,2677,3584,2
10964,12069,12370,12285,10073,10073,10978,10964,10931,11813,4231,3427,1274,2589,3427,1734,2
9323,9766,9631,11224,7440,7440,9368,9323,4151,3770,8741,6087,2268,4598,6087,4774,2
9297,10111,10356,10642,9859,9859,9345,9297,5804,3932,5113,3548,2972,3777,3548,949,2
10654,11756,11761,12066,9431,9431,10678,10654,10499,10997,3955,4222,1408,3385,4222,9345,2
11461,12762,12996,12880,11000,11000,11518,11461,12788,10336,4469,2579,671,794,2579,2502,2
11009,12323,12692,12061,11136,11136,11113,11009,4921,434,2804,2304,1609,1520,2304,444,2
9356,10021,10428,10711,9849,9849,9413,9356,10351,2776,6448,3584,2900,3762,3584,1122,2
8958,9887,10307,9952,11003,11003,9028,8958,3067,2020,3788,2531,3664,3392,2531,1316,2
10062,10666,10988,11702,8972,8972,10144,10062,10468,1805,6918,4415,1899,3781,4415,1009,2
11002,11948,11388,12811,5449,5449,11037,11002,9152,6343,5777,7967,731,4256,7967,3094,2
11234,12230,12507,12701,9118,9118,11265,11234,13510,12793,6359,4408,830,2859,4408,3441,2
9330,10678,11227,10141,11535,11535,9384,9330,7223,3522,2443,2011,3483,2475,2011,1239,2
10501,11501,12282,11253,11334,11334,10502,10501,12533,12160,4403,2268,2271,1946,2268,3354,2
8513,9683,9903,9017,11530,11530,8562,8513,5198,3846,2253,2096,4529,3325,2096,5227,2
10375,11222,11854,11556,10441,10441,10394,10375,11251,7295,5333,3070,2028,2833,3070,1665,2
9844,10886,11611,10710,11141,11141,9940,9844,10918,1350,4022,2386,2884,2562,2386,1335,2
10419,11089,11788,11641,10228,10228,10414,10419,4131,12750,6788,3361,1878,3032,3361,3763,2
9227,10899,11900,9437,12274,12274,9323,9227,434,933,1064,1226,4277,1100,1226,940,2
11081,12295,12255,12639,8767,8767,11183,11081,6343,316,3560,4496,960,3165,4496,505,2
10216,11355,11514,11543,9996,9996,10247,10216,3165,6200,3546,3499,2037,3261,3499,1803,2
9050,10167,10861,9696,11667,11667,9092,9050,11330,7355,2942,1938,3855,2617,1938,5596,2
9695,10748,10695,11168,9455,9455,9779,9695,3593,2053,3839,3989,2415,3776,3989,1531,2
9065,9684,9562,10614,8670,8670,9101,9065,12248,7508,6302,4895,2879,4395,4895,5508,2
10756,11575,12149,12018,10180,10180,10747,10756,13017,13319,5978,3390,1512,2751,3390,3218,2
9544,10216,10640,10828,9915,9915,9551,9544,8880,10530,6141,3627,2705,3687,3627,3072,2
10894,12257,12532,11998,10908,10908,11029,10894,7549,210,2517,2563,1648,1896,2563,662,2
10951,11978,12637,11907,11185,11185,10998,10951,12586,3912,4830,2345,1683,1632,2345,1430,2
9726,10994,11515,10475,11315,11315,9743,9726,12499,10894,3021,2338,3017,2591,2338,8298,2
10252,11470,11743,11362,10555,10555,10284,10252,12116,8405,3285,3040,2149,2882,3040,3454,2
10020,10561,10554,11852,7849,7849,10028,10020,7227,11102,7401,5660,1681,4182,5660,3983,2
10928,11956,11939,12542,8459,8459,10949,10928,5269,9230,4833,4931,1023,3499,4931,1871,2
10327,11712,12266,11123,11416,11416,10459,10327,10734,441,2546,2021,2615,1758,2021,233,2
9774,11084,11601,10610,11239,11239,9898,9774,10773,676,2817,2248,3023,2458,2248,788,2
9852,10883,11017,11119,9958,9958,9890,9852,6685,6648,4068,3638,2363,3540,3638,5031,2
9210,9913,9442,11145,7148,7148,9262,9210,5745,4070,5805,6277,2378,4708,6277,2908,2
9566,10541,10952,10713,10499,10499,9625,9566,1317,2554,4113,2962,2919,3300,2962,910,2
10599,11394,11834,11929,9794,9794,10598,10599,11751,13286,5801,3798,1562,3216,3798,5657,2
10361,11281,12193,11060,11374,11374,10357,10361,9900,12982,4908,2239,2433,2010,2239,4424,2
11271,12454,12759,12579,10440,10440,11308,11271,10253,9991,4365,3126,962,1885,3126,2812,2
9317,10152,10243,10766,9480,9480,9371,9317,1577,2801,4918,3930,2829,3940,3930,1192,2
10268,10926,10026,12623,3939,3939,10382,10268,7949,645,6862,9234,970,4991,9234,642,2
9344,10635,11146,10220,11378,11378,9365,9344,3136,8892,2635,2164,3379,2677,2164,1630,2
10706,11653,12043,12076,9885,9885,10731,10706,2080,7142,4985,3544,1515,2924,3544,1103,2
11070,12341,12852,11764,11739,11739,11136,11070,1402,1649,3138,1796,1845,827,1796,1089,2
8332,8783,8735,9915,8385,8385,8336,8332,13201,12622,7432,5217,3607,4919,5217,6685,2
11337,12586,12774,12763,9785,9785,11387,11337,10647,3597,3746,3632,803,2136,3632,1034,2
10991,12163,12715,11813,11466,11466,11013,10991,3990,10030,3773,2124,1723,1343,2124,2617,2
9976,11184,11793,10744,11280,11280,10003,9976,12304,8122,3245,2299,2803,2374,2299,2553,2
11023,12336,12769,11877,11529,11529,11124,11023,919,587,2857,1987,1749,1142,1987,701,2
11489,12827,13099,12978,11951,11951,11546,11489,7487,2391,3249,1581,566,156,1581,1377,2
11191,12380,12778,12396,10932,10932,11271,11191,7035,614,3928,2522,1234,1509,2522,515,2
9801,10335,10708,11301,9244,9244,9837,9801,5977,6599,7336,4289,2200,3851,4289,4002,2
11470,12773,13007,12941,10870,10870,11530,11470,11081,621,4670,2537,639,696,2537,353,2
10748,11929,12206,11985,10332,10332,10797,10748,1401,2744,3669,3185,1582,2615,3185,1808,2
11152,12146,12504,12591,9611,9611,11222,11152,12373,1332,5799,3762,994,2603,3762,840,2
10416,11364,11861,11596,10393,10393,10432,10416,12484,9063,4649,3168,1944,2871,3168,2703,2
9879,11213,11581,10885,10914,10914,9985,9879,12604,966,2694,2502,2797,2648,2502,341,2
11122,12087,12365,12643,9015,9015,11191,11122,8874,1608,5928,4301,947,2999,4301,688,2
10338,11473,11990,11345,10895,10895,10349,10338,8432,11482,3667,2615,2254,2448,2615,1200,2
11215,12347,12663,12566,10125,10125,11268,11215,9592,3003,4640,3400,983,2230,3400,2223,2
11240,12476,12910,12117,11699,11699,11279,11240,6151,9795,3671,1874,1453,758,1874,2018,2
10760,11963,12354,11752,10901,10901,10786,10760,808,5154,3480,2749,1721,2245,2749,7982,2
10353,11620,12215,11058,11412,11412,10407,10353,5710,3259,3051,2165,2480,1940,2165,2356,2
9992,11055,11319,11275,10157,10157,10115,9992,7266,536,3932,3278,2354,3256,3278,915,2
9650,10232,10203,11380,8218,8218,9676,9650,8012,11936,7013,5410,2077,4238,5410,8578,2
9684,10530,11100,10807,10514,10514,9761,9684,5013,1990,4916,2980,2774,3241,2980,1332,2
10098,11258,11818,10999,11021,11021,10135,10098,6732,6623,3482,2509,2591,2515,2509,1224,2
9074,9718,9907,10435,9672,9672,9105,9074,5450,7886,6112,3811,3125,4021,3811,2063,2
8063,8725,8761,9407,9579,9579,8147,8063,9863,2401,5250,3792,4315,4546,3792,823,2
9570,10544,10725,10815,10055,10055,9603,9570,4656,5271,4099,3474,2729,3597,3474,2472,2
9270,9942,9950,10814,8946,8946,9313,9270,4028,5976,6299,4609,2694,4194,4609,4359,2
11354,12527,12861,12690,10503,10503,11395,11354,12863,13488,5224,3129,832,1692,3129,5270,2
10732,11693,12317,11809,10774,10774,10753,10732,3597,8352,4932,2777,1740,2280,2777,2372,2
10991,12163,12715,11813,11466,11466,11013,10991,3990,10030,3773,2124,1723,1343,2124,2617,2
9818,11268,11547,10795,10987,10987,9970,9818,3304,310,2181,2445,2885,2629,2445,370,2
9974,11127,11050,11429,9501,9501,10062,9974,897,1532,3459,3916,2135,3609,3916,1359,2
9256,9914,10209,10580,9779,9779,9301,9256,12407,5588,6325,3787,2946,3910,3787,4090,2
11483,12806,13025,12968,11231,11231,11539,11483,2377,6194,3743,2399,575,511,2399,5059,2
11403,12650,12962,12649,11310,11310,11447,11403,10103,9582,4243,2247,903,837,2247,2025,2
10564,11809,12552,11114,11697,11697,10650,10564,4362,1288,3187,1816,2554,1260,1816,510,2
10955,12034,12087,12570,8680,8680,11047,10955,6269,459,4507,4467,1076,3280,4467,264,2
10340,11169,11506,11750,9626,9626,10360,10340,7383,9320,5475,3923,1776,3427,3923,3593,2
10185,11411,11718,11354,10529,10529,10297,10185,1428,573,3113,2890,2311,2818,2890,545,2
10956,12121,12758,11730,11616,11616,11018,10956,8538,1936,3749,1894,1930,1060,1894,504,2
11184,12349,12736,12358,10869,10869,11227,11184,9576,5704,4179,2709,1184,1705,2709,3133,2
9888,10443,10502,11640,8260,8260,9905,9888,6680,10507,7074,5297,1868,4138,5297,4954,2
10676,11349,11433,12371,8026,8026,10695,10676,12196,11265,6893,5492,1155,3852,5492,4642,2
10095,11101,11168,11624,9374,9374,10224,10095,9496,568,4306,4025,1994,3590,4025,988,2
10391,11608,12116,11196,11167,11167,10387,10391,2629,12095,3269,2462,2286,2241,2462,5209,2
9387,10398,10648,10549,10389,10389,9422,9387,12514,7532,3864,3192,2991,3536,3192,3341,2
10706,11653,12043,12076,9885,9885,10731,10706,2080,7142,4985,3544,1515,2924,3544,1103,2
10330,11482,12223,11056,11432,11432,10375,10330,6763,3467,3582,2103,2553,1860,2103,1056,2
9859,10442,10638,11513,8784,8784,9888,9859,8706,8831,6846,4707,2021,3985,4707,2725,2
10732,11693,12317,11809,10774,10774,10753,10732,3597,8352,4932,2777,1740,2280,2777,2372,2
10468,11259,11890,11589,10447,10447,10449,10468,12866,13326,5790,3215,1884,2874,3215,7709,2
10819,12202,12735,11572,11679,11679,10997,10819,6327,71,2452,1748,2267,958,1748,105,2
11479,12802,13017,12977,10585,10585,11538,11479,9062,333,3519,2870,568,770,2870,731,2
10342,11543,12159,11190,11217,11217,10426,10342,12517,1659,3320,2274,2435,2072,2274,816,2
11242,12455,12879,12331,11341,11341,11313,11242,4760,961,3901,2156,1273,1075,2156,786,2
10501,11501,12282,11253,11334,11334,10502,10501,12533,12160,4403,2268,2271,1946,2268,3354,2
10072,10935,11836,10957,11082,11082,10109,10072,10850,5606,5164,2433,2656,2432,2433,1043,2
10810,11946,12474,11824,11019,11019,10892,10810,12505,1235,3977,2488,1786,1905,2488,955,2
8667,9267,8781,10508,6759,6759,8692,8667,7850,8503,6151,6775,2997,5167,6775,5491,2
7324,8268,8322,8119,9473,9473,7393,7324,4469,3253,4573,3961,5639,4943,3961,1428,2
10036,10894,11373,11240,10260,10260,10087,10036,13095,3887,5125,3295,2298,3239,3295,2847,2
9456,10423,10857,10640,10489,10489,9597,9456,2741,508,4125,2919,3013,3323,2919,532,2
11098,12144,12712,12104,11133,11133,11119,11098,8059,13395,5052,2516,1393,1625,2516,7182,2
9901,10695,10600,11693,8315,8315,9966,9901,5307,2625,5408,4981,1910,4054,4981,1067,2
11454,12779,13028,12510,12180,12180,11510,11454,11410,2239,2242,1312,1094,228,1312,712,2
10320,11503,12386,10771,11730,11730,10336,10320,1088,10910,3415,1830,2767,1429,1830,2387,2
9806,10684,11353,10832,10754,10754,9897,9806,8644,1638,4839,2739,2750,2957,2739,1237,2
10746,11682,12020,12137,9758,9758,10788,10746,11143,2891,5078,3741,1431,3050,3741,2330,2
11479,12802,13017,12977,10585,10585,11538,11479,9062,333,3519,2870,568,770,2870,731,2
10623,11460,11707,12143,9180,9180,10676,10623,1435,3357,5498,4267,1436,3435,4267,1956,2
9221,10320,11040,9972,11556,11556,9265,9221,12785,6063,3252,2060,3576,2628,2060,4407,2
10068,11215,11015,11635,9122,9122,10145,10068,3301,2015,3525,4345,1916,3751,4345,2264,2
10289,11767,12475,10554,11910,11910,10324,10289,11768,6990,2119,1662,2966,1134,1662,4318,2
9630,10573,11159,10645,10790,10790,9697,9630,10603,2982,4358,2720,2937,3074,2720,1474,2
10773,11971,12191,12136,10050,10050,10853,10773,12227,1203,3535,3328,1508,2702,3328,566,2
9858,10827,10893,11298,9546,9546,9919,9858,7736,3255,4351,3940,2253,3676,3940,2201,2
11156,12308,12348,12651,8925,8925,11202,11156,9840,5751,4247,4652,876,3153,4652,4767,2
10945,12241,12499,12134,10675,10675,11020,10945,3720,1371,2955,2797,1486,2099,2797,886,2
9926,11029,11787,10696,11311,11311,9998,9926,10649,2088,3728,2213,2901,2307,2213,1311,2
10940,12046,12534,12189,10639,10639,11059,10940,6157,245,4333,2683,1535,1981,2683,179,2
10239,12019,12624,10315,12227,12227,10283,10239,9395,5167,840,1342,3229,710,1342,3189,2
8923,9635,9828,10123,10227,10227,8935,8923,5972,12892,5243,3410,3392,3942,3410,6025,2
10014,10808,10942,11505,9236,9236,10049,10014,6551,5819,5474,4340,1978,3778,4340,5406,2
10218,11160,11746,11405,10480,10480,10341,10218,10057,633,4706,2923,2242,2808,2923,527,2
11310,12569,12934,12222,11698,11698,11340,11310,2117,13422,3513,1940,1236,754,1940,12573,2
8879,9293,9307,10412,8674,8674,8895,8879,6227,12709,8523,4936,3099,4525,4936,7390,2
9788,10333,10313,11684,7758,7758,9850,9788,7859,3235,7199,5562,1894,4232,5562,1398,2
8508,9327,9044,9978,9166,9166,8547,8508,10077,5274,4372,4332,3602,4510,4332,2688,2
10313,11745,12455,10681,11838,11838,10338,10313,12756,8998,2327,1712,2891,1218,1712,1650,2
11107,12326,12745,12209,11098,11098,11188,11107,2295,932,3562,2351,1441,1455,2351,546,2
10950,12123,12593,11937,11088,11088,11011,10950,2672,2247,3718,2471,1625,1755,2471,1972,2
10556,11525,12008,11648,10553,10553,10554,10556,5087,12571,4557,3090,1843,2715,3090,6012,2
10522,11850,12054,11521,10755,10755,10561,10522,7603,5555,2831,2915,1933,2593,2915,8791,2
11327,12651,12929,12473,11439,11439,11389,11327,8453,1301,2521,2079,1140,858,2079,691,2
10346,11803,12346,11208,11434,11434,10556,10346,11569,101,2211,1930,2670,1604,1930,74,2
9716,10617,11295,10682,10892,10892,9768,9716,860,4367,4618,2658,2877,2938,2658,1926,2
9858,10827,10893,11298,9546,9546,9919,9858,7736,3255,4351,3940,2253,3676,3940,2201,2
9818,11268,11547,10795,10987,10987,9970,9818,3304,310,2181,2445,2885,2629,2445,370,2
11283,12436,12738,12622,10245,10245,11321,11283,7755,12380,4897,3402,899,2084,3402,6669,2
11412,12692,12944,12735,10926,10926,11461,11412,11942,11629,3678,2672,798,1136,2672,3448,2
11397,12547,12827,12888,9209,9209,11459,11397,7751,2084,6391,4101,681,2237,4101,579,2
9863,11107,11407,11111,10456,10456,10071,9863,9240,112,3094,2775,2696,2950,2775,126,2
11319,12570,12890,12519,11120,11120,11371,11319,13303,3596,3600,2432,1047,1189,2432,1828,2
8074,8970,8862,9185,10066,10066,8165,8074,12403,1808,3433,3380,4509,4343,3380,1107,2
11444,12721,12956,12847,10590,10590,11499,11444,9007,3244,4170,2953,698,1227,2953,1937,2
9311,10093,10001,10888,8865,8865,9389,9311,5912,1407,5343,4607,2655,4176,4607,2355,2
10938,12018,12651,11757,11393,11393,10959,10938,5354,11161,4498,2254,1724,1541,2254,7305,2
10457,11381,11957,11533,10640,10640,10456,10457,13013,11716,4805,2978,1975,2694,2978,4537,2
11023,12336,12769,11877,11529,11529,11124,11023,919,587,2857,1987,1749,1142,1987,701,2
10236,11207,12084,10962,11348,11348,10248,10236,8349,11809,4540,2234,2575,2106,2234,2798,2
10148,11129,10285,12407,5487,5487,10321,10148,2353,168,4385,7404,1267,4583,7404,253,2
8916,10062,9906,10137,10296,10296,8992,8916,8020,1438,2687,3187,3475,3836,3187,1382,2
11456,12730,12991,12858,10962,10962,11513,11456,9825,3595,4922,2561,699,841,2561,1207,2
11066,12479,12840,11689,11767,11767,11099,11066,2175,7060,1841,1808,1846,852,1808,2974,2
11318,12538,12831,12616,10631,10631,11374,11318,5589,3049,4036,2950,926,1661,2950,2896,2
9619,10203,10694,10906,9854,9854,9665,9619,6963,4867,6852,3701,2608,3690,3701,3450,2
9616,10755,11552,10342,11527,11527,9666,9616,5322,4326,3370,2054,3222,2319,2054,1943,2
10735,11987,12524,11601,11336,11336,10809,10735,5862,1336,3234,2157,2043,1626,2157,759,2
10551,11629,12553,11027,11725,11725,10601,10551,9252,3525,3944,1799,2584,1236,1799,932,2
11317,12492,12869,12545,10941,10941,11357,11317,11332,8564,4730,2661,982,1409,2661,3707,2
10773,11971,12191,12136,10050,10050,10853,10773,12227,1203,3535,3328,1508,2702,3328,566,2
9419,10229,10595,10569,10317,10317,9423,9419,7449,12303,5151,3364,2907,3607,3364,9308,2
10584,11510,12340,11392,11235,11235,10586,10584,12868,11658,4869,2319,2152,1943,2319,1893,2
9138,10220,10958,9875,11590,11590,9180,9138,6564,7688,3220,1966,3732,2606,1966,2069,2
10949,12214,12799,11501,11781,11781,10995,10949,6668,3943,3191,1770,2075,893,1770,1749,2
10534,11454,11945,11796,10218,10218,10621,10534,823,1411,4895,3241,1804,2844,3241,1080,2
9457,10192,9451,11765,5584,5584,9491,9457,6473,7168,5726,7807,1783,4971,7807,2803,2
10672,11858,12148,11903,10354,10354,10739,10672,5076,1206,3497,3081,1715,2610,3081,790,2
9330,10678,11227,10141,11535,11535,9384,9330,7223,3522,2443,2011,3483,2475,2011,1239,2
7462,8102,7417,9907,3624,3624,7484,7462,10036,10958,7043,10006,3571,7273,10006,13398,2
8528,9465,9120,9980,9324,9324,8643,8528,3091,513,3534,4117,3642,4400,4117,1393,2
11399,12706,12971,12699,11240,11240,11473,11399,6290,241,3061,2134,937,762,2134,192,2
9082,9921,10060,10356,10051,10051,9147,9082,9720,3573,4591,3480,3195,3872,3480,2516,2
9134,9612,9826,10539,9287,9287,9158,9134,2525,12270,7936,4303,2960,4164,4303,6014,2
11469,12790,13004,12890,11107,11107,11524,11469,850,9022,3215,2527,649,697,2527,6055,2
10623,11460,11707,12143,9180,9180,10676,10623,1435,3357,5498,4267,1436,3435,4267,1956,2
10583,11310,11331,12344,7937,7937,10636,10583,4054,2725,6282,5348,1255,3858,5348,962,2
9725,10879,11341,10817,10760,10760,9922,9725,1124,161,3443,2607,2889,2873,2607,277,2
9365,10478,10588,10567,10311,10311,9408,9365,4404,3947,3330,3204,3012,3556,3204,1779,2
9791,10502,11154,10905,10431,10431,9816,9791,9330,9068,5856,3134,2633,3281,3134,2736,2
10095,11101,11168,11624,9374,9374,10224,10095,9496,568,4306,4025,1994,3590,4025,988,2
10656,11487,11964,11968,9960,9960,10715,10656,8206,2486,5708,3566,1572,3004,3566,2662,2
11111,12114,12382,12602,9232,9232,11203,11111,6349,595,5516,4161,973,2902,4161,1142,2
10622,11704,11883,12095,9552,9552,10701,10622,11659,1304,3990,3716,1569,3140,3716,388,2
10914,11557,11576,12648,7086,7086,10933,10914,10694,10120,8152,6394,883,3973,6394,4125,2
8565,9197,8607,10589,5702,5702,8619,8565,9310,2788,5686,7725,2955,5485,7725,3066,2
9877,10531,10736,11547,8907,8907,9924,9877,13349,4673,6337,4468,2086,3887,4468,993,2
10791,11674,12068,12219,9661,9661,10835,10791,5056,3671,5556,3774,1364,3029,3774,1329,2
11080,12268,12594,12295,10606,10606,11154,11080,4046,890,3740,2930,1270,2056,2930,1709,2
8385,9116,8912,9853,9111,9111,8410,8385,9844,9782,4812,4370,3734,4596,4370,2560,2
9697,10820,11645,10507,11389,11389,9763,9697,8599,2889,3537,2063,3145,2270,2063,352,2
11470,12773,13007,12941,10870,10870,11530,11470,11081,621,4670,2537,639,696,2537,353,2
9960,10953,11139,11352,9775,9775,10027,9960,6398,2530,4371,3660,2231,3491,3660,1364,2
11452,12682,12963,12887,10426,10426,11506,11452,4566,9287,6187,3150,657,1290,3150,3118,2
11097,12365,12634,12446,10365,10365,11200,11097,2663,325,3078,2884,1261,1982,2884,163,2
9442,10770,11682,10048,11802,11802,9528,9442,8796,1442,2644,1734,3584,1837,1734,1173,2
11393,12663,12968,12634,11383,11383,11445,11393,4011,4406,3713,2116,951,752,2116,778,2
10000,10761,11361,11271,10216,10216,10065,10000,8655,2191,5636,3196,2382,3208,3196,696,2
10787,11736,12498,11691,11205,11205,10825,10787,3797,4606,5141,2356,1872,1785,2356,2077,2
11162,12311,12580,12594,9800,9800,11247,11162,5967,596,4325,3489,1032,2378,3489,356,2
9542,10240,10522,10842,9745,9745,9539,9542,9659,12121,5950,3902,2611,3818,3902,8946,2
9149,10130,10584,10179,10984,10984,9244,9149,9282,839,3793,2555,3423,3264,2555,1442,2
11142,12067,12473,12516,9772,9772,11155,11142,6202,13302,6392,3839,995,2676,3839,6842,2
8677,9053,9071,10237,8640,8640,8670,8677,12854,13429,8550,4974,3273,4651,4974,7722,2
9406,10586,11092,10326,11192,11192,9426,9406,4938,10227,3171,2384,3233,2858,2384,2430,2
10125,11539,12270,10489,11822,11822,10129,10125,10389,12133,2307,1767,3035,1445,1767,4553,2
