Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,target
1431,61,59,15,26,0,0,25,8,3
1393,76,51,30,20,0,0,33,8,3
528,68,72,23,51,0,0,9,8,3
238,57,68,21,27,0,0,35,8,3
699,62,56,13,22,0,0,29,8,3
1063,61,67,18,33,0,0,18,8,3
700,62,58,5,25,0,0,36,8,3
515,51,48,12,38,0,0,40,19,3
722,58,74,10,21,0,0,34,18,3
1332,55,64,19,35,0,0,34,8,3
626,60,61,13,24,0,0,24,8,3
1405,61,53,13,16,0,0,33,29,3
1431,61,59,15,26,0,0,25,8,3
37,62,59,20,23,0,0,23,8,3
1344,61,55,15,9,0,0,29,12,3
1405,61,53,13,16,0,0,33,29,3
1337,64,67,18,28,0,0,37,11,3
1322,80,65,7,33,0,0,32,8,3
515,51,48,12,38,0,0,40,19,3
515,51,48,12,38,0,0,40,19,3
722,58,74,10,21,0,0,34,18,3
1329,61,63,5,34,0,0,29,8,3
1329,61,63,5,34,0,0,29,8,3
1344,61,55,15,9,0,0,29,12,3
1393,76,51,30,20,0,0,33,8,3
699,62,56,13,22,0,0,29,8,3
699,62,56,13,22,0,0,29,8,3
1431,61,59,15,26,0,0,25,8,3
626,60,61,13,24,0,0,24,8,3
1431,61,59,15,26,0,0,25,8,3
1421,69,70,8,28,0,0,35,28,3
1322,80,65,7,33,0,0,32,8,3
700,62,58,5,25,0,0,36,8,3
1393,76,51,30,20,0,0,33,8,3
1031,61,71,22,24,0,0,28,8,3
304,62,55,10,20,0,0,33,8,3
29,64,73,14,36,0,0,36,19,3
1322,80,65,7,33,0,0,32,8,3
123,59,55,16,24,0,0,29,8,3
516,54,58,16,33,0,0,34,8,3
658,62,48,31,10,0,0,34,8,4
1458,65,47,21,14,0,0,33,8,4
50,58,60,36,44,0,0,20,21,4
529,73,67,38,46,0,0,35,8,4
1034,39,37,22,17,0,0,36,8,4
603,62,33,25,27,0,0,33,33,4
1395,70,63,12,12,0,0,33,8,4
41,70,53,17,21,0,0,34,8,4
1359,55,36,27,20,0,0,10,18,4
393,53,33,16,12,0,0,35,8,4
216,41,44,22,13,0,0,32,8,4
393,53,33,16,12,0,0,35,8,4
1401,47,56,22,50,0,0,32,8,4
542,20,19,24,16,0,0,32,8,4
50,58,60,36,44,0,0,20,21,4
319,57,40,19,13,0,0,26,8,4
1034,39,37,22,17,0,0,36,8,4
1034,39,37,22,17,0,0,36,8,4
744,64,54,31,30,0,0,31,8,4
273,38,27,19,13,0,0,32,8,4
1042,40,34,10,19,0,0,30,8,4
1359,55,36,27,20,0,0,10,18,4
542,20,19,24,16,0,0,32,8,4
317,18,23,23,16,0,0,31,8,4
1438,65,75,17,38,0,0,33,8,4
747,78,56,5,36,0,0,11,8,4
603,62,33,25,27,0,0,33,33,4
285,67,43,11,1,0,0,33,8,4
50,58,60,36,44,0,0,20,21,4
311,55,41,17,24,0,0,32,8,4
536,60,59,34,31,0,0,31,16,4
609,73,37,19,23,0,0,32,17,4
1460,51,42,14,16,0,0,36,8,4
1330,72,60,19,33,0,0,23,8,4
1359,55,36,27,20,0,0,10,18,4
313,76,46,18,19,0,0,34,8,4
744,64,54,31,30,0,0,31,8,4
747,78,56,5,36,0,0,11,8,4
586,56,41,18,23,0,0,31,12,4
1060,21,27,24,12,0,0,31,17,4
1401,47,56,22,50,0,0,32,8,4
396,63,42,19,25,0,0,39,8,4
273,38,27,19,13,0,0,32,8,4
221,53,46,16,24,0,0,32,8,4
221,53,46,16,24,0,0,32,8,4
1363,53,42,17,16,0,0,28,25,4
541,67,38,30,17,0,0,28,11,4
1401,47,56,22,50,0,0,32,8,4
216,41,44,22,13,0,0,32,8,4
748,79,56,7,39,0,0,15,8,4
536,60,59,34,31,0,0,31,16,4
1401,47,56,22,50,0,0,32,8,4
1072,54,42,12,16,0,0,33,13,4
748,79,56,7,39,0,0,15,8,4
1458,65,47,21,14,0,0,33,8,4
529,73,67,38,46,0,0,35,8,4
1420,65,61,10,34,0,0,31,8,4
542,20,19,24,16,0,0,32,8,4
396,63,42,19,25,0,0,39,8,4
12,27,23,16,9,0,0,30,8,4
748,79,56,7,39,0,0,15,8,4
1040,30,32,22,15,1,0,26,8,4
1438,65,75,17,38,0,0,33,8,4
1363,53,42,17,16,0,0,28,25,4
603,62,33,25,27,0,0,33,33,4
216,41,44,22,13,0,0,32,8,4
50,58,60,36,44,0,0,20,21,4
381,75,54,35,42,0,0,36,8,4
1034,39,37,22,17,0,0,36,8,4
747,78,56,5,36,0,0,11,8,4
317,18,23,23,16,0,0,31,8,4
1060,21,27,24,12,0,0,31,17,4
396,63,42,19,25,0,0,39,8,4
608,58,41,13,33,0,0,31,11,4
609,73,37,19,23,0,0,32,17,4
216,41,44,22,13,0,0,32,8,4
396,63,42,19,25,0,0,39,8,4
603,62,33,25,27,0,0,33,33,4
747,78,56,5,36,0,0,11,8,4
319,57,40,19,13,0,0,26,8,4
1072,54,42,12,16,0,0,33,13,4
216,41,44,22,13,0,0,32,8,4
393,53,33,16,12,0,0,35,8,4
1048,23,56,16,11,0,0,30,8,4
603,62,33,25,27,0,0,33,33,4
221,53,46,16,24,0,0,32,8,4
317,18,23,23,16,0,0,31,8,4
747,78,56,5,36,0,0,11,8,4
542,20,19,24,16,0,0,32,8,4
393,53,33,16,12,0,0,35,8,4
1040,30,32,22,15,1,0,26,8,4
311,55,41,17,24,0,0,32,8,4
221,53,46,16,24,0,0,32,8,4
1395,70,63,12,12,0,0,33,8,4
586,56,41,18,23,0,0,31,12,4
529,73,67,38,46,0,0,35,8,4
273,38,27,19,13,0,0,32,8,4
1034,39,37,22,17,0,0,36,8,4
1395,70,63,12,12,0,0,33,8,4
1438,65,75,17,38,0,0,33,8,4
608,58,41,13,33,0,0,31,11,4
221,53,46,16,24,0,0,32,8,4
1438,65,75,17,38,0,0,33,8,4
1420,65,61,10,34,0,0,31,8,4
1458,65,47,21,14,0,0,33,8,4
1048,23,56,16,11,0,0,30,8,4
1330,72,60,19,33,0,0,23,8,4
12,27,23,16,9,0,0,30,8,4
609,73,37,19,23,0,0,32,17,4
1460,51,42,14,16,0,0,36,8,4
396,63,42,19,25,0,0,39,8,4
1048,23,56,16,11,0,0,30,8,4
747,78,56,5,36,0,0,11,8,4
1048,23,56,16,11,0,0,30,8,4
607,50,51,10,51,0,0,31,8,4
1438,65,75,17,38,0,0,33,8,4
1330,72,60,19,33,0,0,23,8,4
1412,60,52,15,19,0,0,34,8,4
273,38,27,19,13,0,0,32,8,4
542,20,19,24,16,0,0,32,8,4
535,61,45,20,30,0,0,37,8,4
1415,52,35,21,24,0,0,41,8,4
1048,23,56,16,11,0,0,30,8,4
608,58,41,13,33,0,0,31,11,4
1412,60,52,15,19,0,0,34,8,4
1395,70,63,12,12,0,0,33,8,4
1060,21,27,24,12,0,0,31,17,4
1438,65,75,17,38,0,0,33,8,4
744,64,54,31,30,0,0,31,8,4
1330,72,60,19,33,0,0,23,8,4
603,62,33,25,27,0,0,33,33,4
1072,54,42,12,16,0,0,33,13,4
812,65,40,13,31,0,0,31,8,4
607,50,51,10,51,0,0,31,8,4
1040,30,32,22,15,1,0,26,8,4
285,67,43,11,1,0,0,33,8,4
221,53,46,16,24,0,0,32,8,4
744,64,54,31,30,0,0,31,8,4
1330,72,60,19,33,0,0,23,8,4
1460,51,42,14,16,0,0,36,8,4
687,67,42,20,54,0,0,30,18,4
541,67,38,30,17,0,0,28,11,4
1072,54,42,12,16,0,0,33,13,4
313,76,46,18,19,0,0,34,8,4
12,27,23,16,9,0,0,30,8,4
744,64,54,31,30,0,0,31,8,4
658,62,48,31,10,0,0,34,8,4
1042,40,34,10,19,0,0,30,8,4
687,67,42,20,54,0,0,30,18,4
529,73,67,38,46,0,0,35,8,4
812,65,40,13,31,0,0,31,8,4
42,70,59,29,37,0,0,35,8,4
381,75,54,35,42,0,0,36,8,4
1438,65,75,17,38,0,0,33,8,4
609,73,37,19,23,0,0,32,17,4
319,57,40,19,13,0,0,26,8,4
1042,40,34,10,19,0,0,30,8,4
42,70,59,29,37,0,0,35,8,4
12,27,23,16,9,0,0,30,8,4
1438,65,75,17,38,0,0,33,8,4
1359,55,36,27,20,0,0,10,18,4
607,50,51,10,51,0,0,31,8,4
1401,47,56,22,50,0,0,32,8,4
1060,21,27,24,12,0,0,31,17,4
1420,65,61,10,34,0,0,31,8,4
1048,23,56,16,11,0,0,30,8,4
687,67,42,20,54,0,0,30,18,4
747,78,56,5,36,0,0,11,8,4
542,20,19,24,16,0,0,32,8,4
1330,72,60,19,33,0,0,23,8,4
748,79,56,7,39,0,0,15,8,4
1395,70,63,12,12,0,0,33,8,4
273,38,27,19,13,0,0,32,8,4
535,61,45,20,30,0,0,37,8,4
658,62,48,31,10,0,0,34,8,4
285,67,43,11,1,0,0,33,8,4
313,76,46,18,19,0,0,34,8,4
1060,21,27,24,12,0,0,31,17,4
12,27,23,16,9,0,0,30,8,4
747,78,56,5,36,0,0,11,8,4
608,58,41,13,33,0,0,31,11,4
393,53,33,16,12,0,0,35,8,4
658,62,48,31,10,0,0,34,8,4
1034,39,37,22,17,0,0,36,8,4
609,73,37,19,23,0,0,32,17,4
538,77,45,11,46,0,0,34,8,4
50,58,60,36,44,0,0,20,21,4
536,60,59,34,31,0,0,31,16,4
12,27,23,16,9,0,0,30,8,4
812,65,40,13,31,0,0,31,8,4
1458,65,47,21,14,0,0,33,8,4
50,58,60,36,44,0,0,20,21,4
607,50,51,10,51,0,0,31,8,4
1420,65,61,10,34,0,0,31,8,4
319,57,40,19,13,0,0,26,8,4
538,77,45,11,46,0,0,34,8,4
1420,65,61,10,34,0,0,31,8,4
313,76,46,18,19,0,0,34,8,4
41,70,53,17,21,0,0,34,8,4
538,77,45,11,46,0,0,34,8,4
586,56,41,18,23,0,0,31,12,4
529,73,67,38,46,0,0,35,8,4
1458,65,47,21,14,0,0,33,8,4
381,75,54,35,42,0,0,36,8,4
1363,53,42,17,16,0,0,28,25,4
609,73,37,19,23,0,0,32,17,4
319,57,40,19,13,0,0,26,8,4
812,65,40,13,31,0,0,31,8,4
748,79,56,7,39,0,0,15,8,4
319,57,40,19,13,0,0,26,8,4
285,67,43,11,1,0,0,33,8,4
609,73,37,19,23,0,0,32,17,4
317,18,23,23,16,0,0,31,8,4
1412,60,52,15,19,0,0,34,8,4
273,38,27,19,13,0,0,32,8,4
1363,53,42,17,16,0,0,28,25,4
393,53,33,16,12,0,0,35,8,4
12,27,23,16,9,0,0,30,8,4
1460,51,42,14,16,0,0,36,8,4
317,18,23,23,16,0,0,31,8,4
541,67,38,30,17,0,0,28,11,4
586,56,41,18,23,0,0,31,12,4
747,78,56,5,36,0,0,11,8,4
1359,55,36,27,20,0,0,10,18,4
747,78,56,5,36,0,0,11,8,4
609,73,37,19,23,0,0,32,17,4
50,58,60,36,44,0,0,20,21,4
1420,65,61,10,34,0,0,31,8,4
748,79,56,7,39,0,0,15,8,4
1438,65,75,17,38,0,0,33,8,4
1060,21,27,24,12,0,0,31,17,4
1042,40,34,10,19,0,0,30,8,4
393,53,33,16,12,0,0,35,8,4
609,73,37,19,23,0,0,32,17,4
609,73,37,19,23,0,0,32,17,4
317,18,23,23,16,0,0,31,8,4
12,27,23,16,9,0,0,30,8,4
42,70,59,29,37,0,0,35,8,4
1363,53,42,17,16,0,0,28,25,4
381,75,54,35,42,0,0,36,8,4
536,60,59,34,31,0,0,31,16,4
538,77,45,11,46,0,0,34,8,4
317,18,23,23,16,0,0,31,8,4
607,50,51,10,51,0,0,31,8,4
396,63,42,19,25,0,0,39,8,4
1420,65,61,10,34,0,0,31,8,4
1265,63,47,13,32,0,0,40,14,4
608,58,41,13,33,0,0,31,11,4
609,73,37,19,23,0,0,32,17,4
537,42,61,18,34,0,0,34,16,4
1363,53,42,17,16,0,0,28,25,4
1415,52,35,21,24,0,0,41,8,4
1034,39,37,22,17,0,0,36,8,4
536,60,59,34,31,0,0,31,16,4
273,38,27,19,13,0,0,32,8,4
535,61,45,20,30,0,0,37,8,4
221,53,46,16,24,0,0,32,8,4
396,63,42,19,25,0,0,39,8,4
41,70,53,17,21,0,0,34,8,4
1040,30,32,22,15,1,0,26,8,4
393,53,33,16,12,0,0,35,8,4
747,78,56,5,36,0,0,11,8,4
748,79,56,7,39,0,0,15,8,4
1401,47,56,22,50,0,0,32,8,4
603,62,33,25,27,0,0,33,33,4
542,20,19,24,16,0,0,32,8,4
319,57,40,19,13,0,0,26,8,4
529,73,67,38,46,0,0,35,8,4
393,53,33,16,12,0,0,35,8,4
1265,63,47,13,32,0,0,40,14,4
1415,52,35,21,24,0,0,41,8,4
607,50,51,10,51,0,0,31,8,4
311,55,41,17,24,0,0,32,8,4
1359,55,36,27,20,0,0,10,18,4
603,62,33,25,27,0,0,33,33,4
1420,65,61,10,34,0,0,31,8,4
609,73,37,19,23,0,0,32,17,4
311,55,41,17,24,0,0,32,8,4
393,53,33,16,12,0,0,35,8,4
607,50,51,10,51,0,0,31,8,4
1359,55,36,27,20,0,0,10,18,4
1458,65,47,21,14,0,0,33,8,4
285,67,43,11,1,0,0,33,8,4
396,63,42,19,25,0,0,39,8,4
609,73,37,19,23,0,0,32,17,4
1265,63,47,13,32,0,0,40,14,4
542,20,19,24,16,0,0,32,8,4
396,63,42,19,25,0,0,39,8,4
536,60,59,34,31,0,0,31,16,4
1359,55,36,27,20,0,0,10,18,4
393,53,33,16,12,0,0,35,8,4
603,62,33,25,27,0,0,33,33,4
658,62,48,31,10,0,0,34,8,4
381,75,54,35,42,0,0,36,8,4
285,67,43,11,1,0,0,33,8,4
1420,65,61,10,34,0,0,31,8,4
1265,63,47,13,32,0,0,40,14,4
536,60,59,34,31,0,0,31,16,4
812,65,40,13,31,0,0,31,8,4
216,41,44,22,13,0,0,32,8,4
1040,30,32,22,15,1,0,26,8,4
1395,70,63,12,12,0,0,33,8,4
538,77,45,11,46,0,0,34,8,4
42,70,59,29,37,0,0,35,8,4
542,20,19,24,16,0,0,32,8,4
311,55,41,17,24,0,0,32,8,4
317,18,23,23,16,0,0,31,8,4
1438,65,75,17,38,0,0,33,8,4
1420,65,61,10,34,0,0,31,8,4
311,55,41,17,24,0,0,32,8,4
537,42,61,18,34,0,0,34,16,4
529,73,67,38,46,0,0,35,8,4
658,62,48,31,10,0,0,34,8,4
529,73,67,38,46,0,0,35,8,4
1359,55,36,27,20,0,0,10,18,4
1363,53,42,17,16,0,0,28,25,4
687,67,42,20,54,0,0,30,18,4
1040,30,32,22,15,1,0,26,8,4
12,27,23,16,9,0,0,30,8,4
317,18,23,23,16,0,0,31,8,4
1330,72,60,19,33,0,0,23,8,4
603,62,33,25,27,0,0,33,33,4
1412,60,52,15,19,0,0,34,8,4
1040,30,32,22,15,1,0,26,8,4
1060,21,27,24,12,0,0,31,17,4
311,55,41,17,24,0,0,32,8,4
317,18,23,23,16,0,0,31,8,4
538,77,45,11,46,0,0,34,8,4
1460,51,42,14,16,0,0,36,8,4
542,20,19,24,16,0,0,32,8,4
1060,21,27,24,12,0,0,31,17,4
1420,65,61,10,34,0,0,31,8,4
319,57,40,19,13,0,0,26,8,4
1359,55,36,27,20,0,0,10,18,4
12,27,23,16,9,0,0,30,8,4
393,53,33,16,12,0,0,35,8,4
1415,52,35,21,24,0,0,41,8,4
538,77,45,11,46,0,0,34,8,4
608,58,41,13,33,0,0,31,11,4
536,60,59,34,31,0,0,31,16,4
1412,60,52,15,19,0,0,34,8,4
313,76,46,18,19,0,0,34,8,4
1048,23,56,16,11,0,0,30,8,4
12,27,23,16,9,0,0,30,8,4
1458,65,47,21,14,0,0,33,8,4
1412,60,52,15,19,0,0,34,8,4
42,70,59,29,37,0,0,35,8,4
1412,60,52,15,19,0,0,34,8,4
1412,60,52,15,19,0,0,34,8,4
1060,21,27,24,12,0,0,31,17,4
1438,65,75,17,38,0,0,33,8,4
658,62,48,31,10,0,0,34,8,4
1412,60,52,15,19,0,0,34,8,4
1438,65,75,17,38,0,0,33,8,4
586,56,41,18,23,0,0,31,12,4
538,77,45,11,46,0,0,34,8,4
1042,40,34,10,19,0,0,30,8,4
42,70,59,29,37,0,0,35,8,4
1040,30,32,22,15,1,0,26,8,4
1042,40,34,10,19,0,0,30,8,4
586,56,41,18,23,0,0,31,12,4
1359,55,36,27,20,0,0,10,18,4
1458,65,47,21,14,0,0,33,8,4
393,53,33,16,12,0,0,35,8,4
747,78,56,5,36,0,0,11,8,4
1072,54,42,12,16,0,0,33,13,4
1265,63,47,13,32,0,0,40,14,4
1401,47,56,22,50,0,0,32,8,4
1048,23,56,16,11,0,0,30,8,4
317,18,23,23,16,0,0,31,8,4
396,63,42,19,25,0,0,39,8,4
273,38,27,19,13,0,0,32,8,4
216,41,44,22,13,0,0,32,8,4
273,38,27,19,13,0,0,32,8,4
216,41,44,22,13,0,0,32,8,4
1042,40,34,10,19,0,0,30,8,4
687,67,42,20,54,0,0,30,18,4
12,27,23,16,9,0,0,30,8,4
1060,21,27,24,12,0,0,31,17,4
1458,65,47,21,14,0,0,33,8,4
319,57,40,19,13,0,0,26,8,4
311,55,41,17,24,0,0,32,8,4
311,55,41,17,24,0,0,32,8,4
1458,65,47,21,14,0,0,33,8,4
608,58,41,13,33,0,0,31,11,4
536,60,59,34,31,0,0,31,16,4
1363,53,42,17,16,0,0,28,25,4
285,67,43,11,1,0,0,33,8,4
317,18,23,23,16,0,0,31,8,4
536,60,59,34,31,0,0,31,16,4
1415,52,35,21,24,0,0,41,8,4
50,58,60,36,44,0,0,20,21,4
273,38,27,19,13,0,0,32,8,4
538,77,45,11,46,0,0,34,8,4
586,56,41,18,23,0,0,31,12,4
396,63,42,19,25,0,0,39,8,4
1060,21,27,24,12,0,0,31,17,4
1072,54,42,12,16,0,0,33,13,4
381,75,54,35,42,0,0,36,8,4
317,18,23,23,16,0,0,31,8,4
529,73,67,38,46,0,0,35,8,4
319,57,40,19,13,0,0,26,8,4
541,67,38,30,17,0,0,28,11,4
319,57,40,19,13,0,0,26,8,4
1438,65,75,17,38,0,0,33,8,4
603,62,33,25,27,0,0,33,33,4
1330,72,60,19,33,0,0,23,8,4
1460,51,42,14,16,0,0,36,8,4
535,61,45,20,30,0,0,37,8,4
1359,55,36,27,20,0,0,10,18,4
812,65,40,13,31,0,0,31,8,4
1330,72,60,19,33,0,0,23,8,4
1343,49,47,4,30,0,0,35,8,5
1253,39,24,17,44,0,0,30,64,5
490,31,44,21,10,0,0,36,16,5
333,23,29,6,9,0,0,26,13,5
456,29,42,8,14,0,0,31,8,5
434,21,47,12,22,0,0,31,8,5
74,28,28,12,18,0,0,35,26,5
1373,36,50,14,23,0,0,24,8,5
1382,47,50,20,15,0,0,34,13,5
365,33,31,12,18,0,0,35,8,5
1064,36,40,17,6,1,0,35,11,5
496,19,38,13,30,0,0,30,18,5
1112,29,42,16,25,0,0,33,17,5
1418,24,36,20,10,0,0,25,11,5
1352,38,29,16,19,0,0,34,16,5
1391,13,11,21,14,0,0,35,16,5
348,19,41,14,27,0,0,33,11,5
1028,39,57,13,23,0,0,29,8,5
1065,26,13,11,20,0,0,19,12,5
1345,27,45,18,9,0,0,29,15,5
763,23,66,13,25,0,0,31,31,5
454,27,30,15,9,0,0,28,8,5
1046,38,29,13,16,0,0,31,13,5
1400,33,40,13,20,0,0,37,8,5
310,36,60,15,11,0,0,26,8,5
1377,22,22,14,11,0,0,34,8,5
365,33,31,12,18,0,0,35,8,5
98,12,43,0,10,0,0,31,8,5
1153,9,27,0,11,0,0,21,8,5
1331,33,34,18,17,0,0,28,12,5
245,18,27,8,20,0,0,33,8,5
1387,22,52,11,14,0,0,31,8,5
455,29,42,8,14,0,0,31,8,5
1064,36,40,17,6,1,0,35,11,5
1112,29,42,16,25,0,0,33,17,5
1187,15,36,16,15,0,0,26,17,5
1084,22,27,9,32,0,0,32,8,5
548,30,25,16,15,0,0,29,8,5
742,31,46,28,20,0,0,29,8,5
1429,14,22,18,42,0,0,28,27,5
108,22,35,15,23,0,0,23,8,5
390,4,19,11,7,0,0,28,17,5
1165,20,35,17,20,0,0,30,8,5
1327,23,48,19,24,0,0,29,8,5
802,19,30,21,8,0,0,36,8,5
1352,38,29,16,19,0,0,34,16,5
224,20,22,11,11,0,0,37,17,5
423,32,31,16,26,0,0,33,8,5
77,35,40,13,13,0,0,31,33,5
1365,35,23,20,18,0,0,26,20,5
1088,30,33,16,19,0,0,19,31,5
309,47,46,19,19,0,0,31,8,5
113,20,28,17,9,0,0,29,8,5
1089,36,50,14,34,0,0,32,20,5
815,20,18,16,12,0,0,35,22,5
428,37,53,12,39,0,0,34,13,5
183,10,35,11,25,0,0,31,8,5
1366,15,15,12,16,0,0,35,16,5
44,26,9,12,13,0,0,30,8,5
1253,39,24,17,44,0,0,30,64,5
365,33,31,12,18,0,0,35,8,5
561,23,22,11,20,0,0,32,12,5
427,35,48,8,32,0,0,33,13,5
522,32,28,23,14,0,0,28,23,5
1422,49,46,17,27,0,0,37,14,5
1327,23,48,19,24,0,0,29,8,5
246,16,21,6,35,0,0,30,26,5
183,10,35,11,25,0,0,31,8,5
750,21,36,17,15,0,0,31,13,5
1350,29,35,21,13,0,0,32,14,5
585,35,32,19,41,0,0,30,8,5
1371,12,33,14,13,0,0,33,8,5
1300,34,32,23,11,0,0,33,18,5
884,29,51,17,8,0,0,34,8,5
315,20,31,21,16,0,0,28,8,5
548,30,25,16,15,0,0,29,8,5
1427,16,14,7,5,0,0,32,8,5
1351,23,29,13,13,0,0,35,8,5
450,14,35,12,23,0,0,31,8,5
1386,45,61,8,13,0,0,25,27,5
452,18,25,8,20,0,0,31,8,5
332,38,40,20,19,0,0,28,8,5
1358,39,20,14,26,0,0,31,8,5
99,38,40,12,28,0,0,34,8,5
1302,15,25,9,14,0,0,32,8,5
183,10,35,11,25,0,0,31,8,5
79,33,45,8,31,0,0,30,29,5
1028,39,57,13,23,0,0,29,8,5
99,38,40,12,28,0,0,34,8,5
763,23,66,13,25,0,0,31,31,5
1046,38,29,13,16,0,0,31,13,5
1112,29,42,16,25,0,0,33,17,5
43,25,39,17,17,0,0,31,8,5
1334,27,26,15,15,0,0,34,17,5
245,18,27,8,20,0,0,33,8,5
113,20,28,17,9,0,0,29,8,5
43,25,39,17,17,0,0,31,8,5
1414,34,31,20,29,0,0,36,41,5
531,21,40,7,29,0,0,31,8,5
1302,15,25,9,14,0,0,32,8,5
315,20,31,21,16,0,0,28,8,5
1276,27,33,14,23,0,0,32,8,5
1152,25,27,2,13,0,0,20,8,5
454,27,30,15,9,0,0,28,8,5
1254,43,33,19,50,0,0,28,42,5
434,21,47,12,22,0,0,31,8,5
496,19,38,13,30,0,0,30,18,5
1391,13,11,21,14,0,0,35,16,5
246,16,21,6,35,0,0,30,26,5
1336,30,44,16,9,0,0,30,8,5
1153,9,27,0,11,0,0,21,8,5
1377,22,22,14,11,0,0,34,8,5
1161,30,46,16,32,0,0,29,8,5
1366,15,15,12,16,0,0,35,16,5
1350,29,35,21,13,0,0,32,14,5
365,33,31,12,18,0,0,35,8,5
245,18,27,8,20,0,0,33,8,5
309,47,46,19,19,0,0,31,8,5
331,37,53,20,16,0,0,33,8,5
43,25,39,17,17,0,0,31,8,5
1253,39,24,17,44,0,0,30,64,5
348,19,41,14,27,0,0,33,11,5
1418,24,36,20,10,0,0,25,11,5
561,23,22,11,20,0,0,32,12,5
1407,36,31,12,17,0,0,31,11,5
802,19,30,21,8,0,0,36,8,5
245,18,27,8,20,0,0,33,8,5
458,17,13,9,21,0,0,33,8,5
1331,33,34,18,17,0,0,28,12,5
455,29,42,8,14,0,0,31,8,5
331,37,53,20,16,0,0,33,8,5
390,4,19,11,7,0,0,28,17,5
1386,45,61,8,13,0,0,25,27,5
383,33,16,12,10,0,0,32,8,5
750,21,36,17,15,0,0,31,13,5
1386,45,61,8,13,0,0,25,27,5
23,31,26,24,15,0,0,33,8,5
1331,33,34,18,17,0,0,28,12,5
450,14,35,12,23,0,0,31,8,5
457,26,29,11,14,0,0,34,13,5
79,33,45,8,31,0,0,30,29,5
1326,33,38,14,12,0,0,32,13,5
1253,39,24,17,44,0,0,30,64,5
113,20,28,17,9,0,0,29,8,5
751,11,34,14,23,0,0,29,12,5
1348,10,15,15,12,0,0,33,11,5
113,20,28,17,9,0,0,29,8,5
1392,35,31,19,33,0,0,29,8,5
1064,36,40,17,6,1,0,35,11,5
1102,11,26,3,17,0,0,29,8,5
1351,23,29,13,13,0,0,35,8,5
758,50,40,12,17,0,0,42,8,5
345,21,19,10,19,0,0,36,8,5
495,33,26,10,18,0,0,30,18,5
1253,39,24,17,44,0,0,30,64,5
1394,33,41,15,17,0,0,33,8,5
1161,30,46,16,32,0,0,29,8,5
1371,12,33,14,13,0,0,33,8,5
309,47,46,19,19,0,0,31,8,5
1343,49,47,4,30,0,0,35,8,5
452,18,25,8,20,0,0,31,8,5
1158,33,40,19,16,0,0,28,17,5
763,23,66,13,25,0,0,31,31,5
1451,28,26,7,18,0,0,29,8,5
884,29,51,17,8,0,0,34,8,5
451,33,25,12,23,0,0,30,8,5
343,26,37,18,14,0,0,30,12,5
43,25,39,17,17,0,0,31,8,5
1376,26,56,23,12,0,0,28,8,5
332,38,40,20,19,0,0,28,8,5
1364,23,41,12,15,0,0,29,8,5
490,31,44,21,10,0,0,36,16,5
453,27,29,8,15,0,0,31,8,5
561,23,22,11,20,0,0,32,12,5
1112,29,42,16,25,0,0,33,17,5
1011,41,35,18,5,0,0,27,8,5
523,20,20,25,19,0,0,24,17,5
721,32,34,23,20,0,0,31,8,5
1407,36,31,12,17,0,0,31,11,5
884,29,51,17,8,0,0,34,8,5
720,26,27,20,17,0,0,29,8,5
721,32,34,23,20,0,0,31,8,5
731,22,30,15,16,0,0,32,16,5
1400,33,40,13,20,0,0,37,8,5
559,23,22,11,20,0,0,33,12,5
1084,22,27,9,32,0,0,32,8,5
1327,23,48,19,24,0,0,29,8,5
1102,11,26,3,17,0,0,29,8,5
1353,6,38,14,19,0,0,34,17,5
1102,11,26,3,17,0,0,29,8,5
244,39,27,12,27,0,0,32,8,5
74,28,28,12,18,0,0,35,26,5
1362,51,46,17,21,0,0,31,8,5
308,13,28,18,12,0,0,33,8,5
82,23,34,8,16,0,0,32,17,5
1029,33,16,21,21,0,0,34,8,5
717,25,33,16,10,0,0,31,21,5
1348,10,15,15,12,0,0,33,11,5
823,42,38,11,23,0,0,31,8,5
491,24,30,20,14,0,0,34,12,5
884,29,51,17,8,0,0,34,8,5
1365,35,23,20,18,0,0,26,20,5
539,26,36,17,19,0,0,29,12,5
763,23,66,13,25,0,0,31,31,5
1365,35,23,20,18,0,0,26,20,5
1380,22,41,16,13,0,0,33,8,5
1376,26,56,23,12,0,0,28,8,5
1422,49,46,17,27,0,0,37,14,5
1028,39,57,13,23,0,0,29,8,5
1407,36,31,12,17,0,0,31,11,5
454,27,30,15,9,0,0,28,8,5
348,19,41,14,27,0,0,33,11,5
1102,11,26,3,17,0,0,29,8,5
156,23,43,28,23,0,0,34,45,5
1088,30,33,16,19,0,0,19,31,5
1154,30,26,21,15,0,0,34,8,5
75,37,36,14,10,0,0,32,8,5
124,28,44,14,13,0,0,32,8,5
1385,25,38,23,11,0,0,32,52,5
751,11,34,14,23,0,0,29,12,5
309,47,46,19,19,0,0,31,8,5
1451,28,26,7,18,0,0,29,8,5
453,27,29,8,15,0,0,31,8,5
1391,13,11,21,14,0,0,35,16,5
1187,15,36,16,15,0,0,26,17,5
1389,34,48,23,10,0,0,25,18,5
1388,23,18,11,20,0,0,27,8,5
802,19,30,21,8,0,0,36,8,5
1334,27,26,15,15,0,0,34,17,5
453,27,29,8,15,0,0,31,8,5
365,33,31,12,18,0,0,35,8,5
434,21,47,12,22,0,0,31,8,5
