battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range(class)
278,0,1,0,2,0,50,0,98,2,3,161,692,76,9,7,15,1,0,0,0
123,0,10,0,5,1,4,8,84,1,19,847,720,1464,6,5,16,1,0,0,3
997,1,1,0,1,0,17,7,112,1,9,947,676,408,10,10,15,0,1,0,1
1039,0,21,0,5,0,3,7,82,4,16,191,363,190,9,12,13,1,1,1,0
289,0,21,1,2,1,31,3,118,1,17,274,877,1300,7,1,18,1,0,0,3
423,1,12,1,1,0,56,7,6,6,13,108,1024,1516,4,3,1,1,0,0,3
383,1,18,1,5,1,28,1,0,7,7,5,924,758,5,0,17,1,1,1,1
673,1,3,0,2,1,40,5,4,2,10,604,481,470,10,9,14,1,0,1,1
245,0,12,1,7,1,24,6,97,4,11,436,84,612,1,5,18,1,1,1,0
721,1,8,1,0,1,4,4,5,2,9,469,646,1371,11,1,9,1,1,1,3
679,1,18,0,2,1,3,0,49,4,11,357,208,778,13,15,17,1,0,1,1
434,1,21,1,0,1,42,6,23,3,5,692,413,1218,8,11,6,1,1,1,3
109,1,2,1,3,1,21,7,76,0,9,264,662,761,8,6,0,1,0,0,1
466,1,6,0,0,1,4,4,118,3,0,618,940,431,14,0,4,1,0,0,1
176,1,0,1,3,1,25,0,32,4,10,48,253,1396,4,4,13,1,1,0,2
1020,1,0,0,5,1,39,5,51,1,17,3,860,50,0,1,10,1,0,0,0
730,0,1,1,1,0,30,6,55,2,8,779,757,259,3,2,8,1,0,1,1
1035,0,21,0,0,1,57,8,56,5,0,1029,1050,1405,5,9,14,1,0,1,3
958,0,6,1,13,1,15,0,77,3,18,1084,945,1187,7,4,0,1,0,1,3
568,1,0,1,3,1,3,1,72,0,9,17,1,1467,8,4,2,1,1,0,3
358,1,18,0,9,0,15,7,44,6,17,728,565,1507,6,0,12,1,1,0,3
750,1,18,0,6,1,11,1,41,6,7,483,351,537,13,10,10,1,1,1,1
1064,1,0,0,4,1,27,4,69,4,13,497,126,1128,6,1,18,1,1,1,3
227,0,14,0,7,0,18,7,105,5,14,425,341,527,8,4,9,0,1,0,0
159,0,0,0,6,0,25,4,6,1,11,952,590,717,6,10,10,1,1,1,1
728,1,4,1,0,1,40,3,43,4,0,578,289,534,10,3,17,1,0,0,1
307,0,2,0,3,0,45,8,102,2,6,611,216,450,2,2,4,0,1,1,0
201,1,7,0,2,0,15,0,15,7,4,1011,705,677,13,2,9,0,0,1,1
331,0,18,0,14,0,20,0,93,4,20,215,852,1343,6,7,17,1,1,1,3
5,1,14,1,0,1,37,6,62,0,0,15,426,772,1,0,10,1,1,0,1
645,1,23,1,15,0,58,0,2,2,18,794,515,410,13,12,13,1,0,1,1
915,1,8,0,1,0,27,4,114,7,20,371,587,855,14,2,4,0,0,1,2
659,0,13,1,5,1,14,1,90,3,6,753,512,345,1,0,6,1,1,0,1
87,0,24,1,3,1,22,1,14,3,7,348,73,698,8,12,2,1,0,1,1
1071,0,24,0,9,0,12,3,116,6,18,247,328,449,3,1,6,1,1,0,1
393,0,0,1,8,0,45,1,50,7,9,325,1013,627,13,12,13,1,0,0,1
9,1,25,1,5,1,32,8,45,7,13,117,571,1243,9,7,12,1,0,0,2
947,1,20,0,4,1,3,5,18,3,16,379,49,1028,8,7,6,1,1,1,2
480,0,10,0,3,0,34,3,24,3,8,606,512,770,3,7,16,0,0,0,2
978,0,8,1,7,0,10,0,98,1,19,162,24,1522,4,7,6,0,0,1,3
1084,1,0,0,0,1,14,0,14,7,1,121,140,1195,11,2,12,1,0,0,3
702,0,0,0,3,1,56,4,70,6,8,1100,997,562,12,16,0,1,0,0,2
670,0,1,0,12,0,42,7,51,4,13,429,97,824,5,8,7,0,0,0,1
1073,0,0,1,9,0,8,7,65,5,12,452,738,510,1,1,15,0,0,0,1
249,0,3,1,2,1,40,7,48,4,18,336,643,976,10,2,11,1,1,1,2
675,0,1,0,8,0,40,8,71,4,9,568,778,655,1,1,14,1,0,0,1
330,1,0,0,1,1,49,0,64,1,15,160,288,1103,12,1,4,1,1,1,2
687,1,23,1,0,1,16,2,98,7,1,296,943,1275,3,0,14,1,1,1,3
608,0,8,1,5,1,5,7,88,6,19,697,260,1063,14,11,8,1,1,0,2
723,1,7,1,0,1,12,0,111,3,1,89,484,142,9,12,10,1,1,0,0
780,1,4,1,0,1,12,3,93,1,4,932,649,1223,12,2,4,1,1,0,3
653,0,11,1,8,1,24,7,70,0,12,630,570,1338,9,3,9,1,1,0,3
1006,0,19,1,12,1,12,5,12,3,15,1020,755,435,4,6,14,1,0,1,1
219,1,0,1,7,0,0,7,68,1,15,426,87,1380,9,9,1,0,1,0,2
680,0,20,1,0,1,40,8,44,7,1,1121,989,1042,7,5,17,1,1,0,3
1093,1,7,0,8,0,29,5,116,7,19,40,625,851,12,9,16,1,1,0,2
599,1,8,0,0,1,61,3,29,7,9,676,323,525,2,6,14,1,1,1,1
382,0,8,0,7,0,7,6,112,1,12,735,959,469,1,1,12,1,1,0,1
614,1,18,1,0,0,38,0,43,1,1,176,562,892,1,4,5,1,0,1,2
523,1,11,1,9,0,55,4,31,3,20,276,394,681,11,0,15,1,0,1,1
1054,1,0,1,2,1,29,0,65,4,9,691,497,252,2,3,17,1,0,0,1
287,0,2,1,9,1,26,1,71,5,16,208,285,218,14,11,6,1,0,1,0
759,1,10,1,0,1,25,3,33,4,7,537,480,75,5,8,9,1,0,0,0
1086,0,17,1,1,1,40,6,2,0,13,308,77,207,1,5,8,1,1,0,0
217,0,0,0,2,0,10,4,34,0,8,142,14,350,2,3,0,0,1,0,0
378,0,0,1,4,0,37,0,81,3,6,725,505,1067,3,0,8,1,1,0,2
596,0,14,1,0,1,9,7,108,1,15,583,805,638,7,10,0,1,0,0,1
874,0,3,0,8,1,12,8,117,3,16,219,616,420,14,16,14,1,0,0,1
75,1,3,1,8,1,60,0,37,7,9,96,193,1162,6,2,17,1,1,0,2
31,1,18,0,4,0,49,3,120,7,17,814,526,60,6,2,10,0,0,0,0
235,0,0,1,2,1,21,1,112,4,17,498,778,950,14,12,1,1,1,0,2
664,0,0,0,0,1,13,7,88,1,0,248,533,346,13,6,12,1,0,0,0
78,1,12,1,3,1,4,7,89,3,11,677,985,1009,9,8,7,1,0,1,2
47,1,23,1,2,1,38,0,19,6,6,360,269,1129,10,12,17,1,0,1,2
809,1,18,1,3,0,50,0,20,4,8,119,458,174,2,3,0,1,1,0,0
558,1,9,1,1,1,30,3,23,1,2,348,100,1286,13,13,8,1,1,0,3
801,1,14,1,0,1,61,5,13,4,2,544,475,525,10,9,18,1,1,0,1
30,0,15,1,1,0,22,4,6,3,2,776,337,453,2,4,1,1,1,0,0
417,0,21,0,0,0,47,2,119,3,5,991,1084,1295,1,5,5,1,0,0,3
242,0,0,1,0,1,55,4,55,1,0,298,23,32,12,3,5,1,0,1,0
203,0,24,0,2,0,60,6,26,0,8,1103,950,582,4,3,4,0,1,0,1
947,0,24,0,0,0,31,1,52,7,2,864,779,988,3,3,11,1,1,0,3
973,1,17,1,7,0,54,3,99,3,10,653,527,1441,11,11,2,0,1,1,3
667,0,23,1,1,0,48,0,20,7,8,161,655,224,12,1,15,0,1,1,0
913,0,0,1,12,0,8,1,104,2,19,198,1025,235,12,12,11,1,0,1,0
484,1,14,0,6,0,0,8,53,4,20,747,419,561,9,0,17,1,0,0,1
942,1,0,0,0,0,27,1,102,3,2,633,292,434,14,4,15,0,1,0,1
85,1,11,1,9,0,50,3,10,3,19,827,564,1328,5,4,10,1,1,1,3
747,1,6,1,18,1,15,2,80,3,20,838,655,952,3,2,9,1,0,1,2
1035,0,0,0,3,1,61,2,31,1,10,99,133,1306,8,3,17,1,0,0,3
939,0,0,1,6,0,50,8,40,5,10,81,894,1,9,8,7,1,0,0,0
889,1,14,0,1,1,40,5,26,4,3,938,970,672,11,7,4,1,0,0,2
216,0,20,1,15,0,12,5,117,2,19,262,641,790,14,8,16,0,0,1,1
860,1,0,1,4,0,26,7,102,4,8,508,417,231,6,10,3,0,0,0,0
685,1,16,1,0,0,4,8,23,0,1,966,612,201,12,5,8,0,0,0,0
370,0,11,1,0,1,28,9,80,7,1,48,58,323,2,4,11,1,1,1,0
546,1,19,0,8,0,26,1,86,3,9,265,962,31,6,10,17,1,0,0,0
30,0,10,0,6,1,24,1,57,5,8,879,895,1539,13,11,13,1,1,1,3
163,0,6,1,2,1,12,0,19,7,6,1129,1093,165,11,15,18,1,0,0,0
752,0,2,1,0,1,27,0,77,6,1,267,243,382,6,8,3,1,0,0,0
129,0,0,0,7,1,33,0,19,7,17,488,561,494,11,7,4,1,0,0,0
602,1,0,0,0,1,11,9,53,3,8,1002,1044,1434,14,3,16,1,1,0,3
332,0,0,0,6,1,53,0,44,7,7,70,875,446,1,5,2,1,0,1,0
331,0,10,1,6,0,16,2,39,3,7,287,911,1106,12,13,7,1,1,1,2
604,1,0,0,5,1,25,2,64,2,18,510,475,1017,2,2,3,1,0,1,2
688,0,0,0,3,0,38,6,104,1,5,779,410,97,3,4,18,0,0,1,0
1072,1,0,1,3,0,19,7,15,7,7,104,4,618,7,10,6,0,0,1,1
893,1,18,1,18,0,58,4,91,3,20,112,394,409,4,3,18,0,1,0,1
810,0,10,0,1,1,61,6,31,1,10,230,422,1048,14,10,6,1,1,1,2
932,1,0,1,1,1,31,4,30,4,4,313,130,152,12,8,14,1,0,1,0
261,0,18,1,7,1,52,9,21,1,9,657,366,322,7,2,12,1,0,1,0
266,0,14,1,0,1,12,5,35,0,7,335,383,911,1,3,10,1,1,1,1
161,1,0,0,1,0,28,2,65,3,2,546,760,848,7,10,8,0,1,1,1
333,0,0,0,6,1,13,5,1,1,17,703,318,356,11,11,14,1,1,0,0
585,1,16,0,6,1,8,3,29,7,15,996,1010,813,4,3,13,1,1,1,2
760,1,22,0,2,0,30,0,46,6,5,1059,825,562,7,3,12,0,0,0,2
910,1,9,0,10,1,13,3,21,3,13,323,481,765,13,5,14,1,1,0,2
689,0,0,1,18,0,0,1,20,4,19,697,466,151,4,4,16,1,1,1,0
1083,1,14,0,0,0,48,6,39,7,18,777,1052,260,7,4,4,1,1,0,1
304,0,16,0,1,0,42,5,15,4,2,122,323,1349,11,12,5,1,1,1,3
237,0,0,1,2,0,56,2,80,3,4,398,138,438,12,7,15,0,0,1,0
301,0,22,1,4,0,17,5,67,5,7,860,738,128,14,18,14,0,0,0,0
126,0,8,1,4,1,4,0,69,5,10,228,273,1369,4,5,10,1,0,1,2
443,0,16,0,1,0,32,0,93,0,4,133,437,1074,8,5,15,1,0,1,2
609,0,9,0,3,1,57,6,103,6,5,334,583,1317,13,16,3,1,1,0,3
624,0,19,0,5,1,4,8,12,5,9,534,581,448,7,1,12,1,0,0,1
798,0,20,1,1,0,17,5,8,5,9,686,899,388,5,3,16,0,0,1,1
695,0,9,1,8,0,35,7,0,7,20,737,307,614,11,0,17,0,0,0,1
716,0,16,1,0,0,7,3,89,2,1,751,934,597,4,3,12,1,0,1,1
956,0,23,1,11,0,8,5,1,7,19,305,548,651,0,0,17,1,1,1,2
784,1,5,0,9,0,39,3,92,3,19,588,256,484,14,9,0,0,1,1,1
851,1,12,1,1,1,42,4,92,7,4,954,690,466,6,6,5,1,1,1,1
575,1,2,1,0,1,25,1,0,3,6,886,1050,1542,12,15,4,1,0,0,3
99,0,15,0,9,1,12,4,100,7,13,52,699,405,7,8,10,1,0,0,0
119,0,17,0,0,1,22,6,71,7,2,752,1012,1528,3,1,8,1,1,1,3
947,1,0,1,0,0,30,9,35,5,0,168,457,42,12,11,16,1,0,1,0
142,1,20,0,9,0,38,1,29,4,20,317,1074,483,7,7,6,0,1,0,1
12,1,24,1,5,0,16,6,61,1,8,853,735,314,8,7,14,0,0,1,0
1042,0,23,1,1,0,14,4,74,2,9,191,721,255,9,2,16,0,1,0,0
310,0,15,0,8,1,29,2,11,2,20,721,596,53,6,6,7,1,1,0,0
372,0,17,1,4,1,20,7,55,3,8,29,354,284,13,4,5,1,0,1,0
460,1,4,0,2,1,11,3,12,3,19,16,301,1401,12,8,17,1,1,0,3
76,1,24,0,0,1,62,2,106,7,1,83,102,1296,0,3,5,1,0,0,2
350,0,0,1,5,0,51,4,116,4,7,85,63,669,8,10,14,0,1,0,1
498,1,20,0,0,1,25,0,10,5,1,136,30,42,2,5,17,1,1,1,0
543,1,20,0,7,0,11,7,18,3,12,16,363,957,6,8,14,0,0,0,2
119,0,0,1,7,1,3,2,89,7,10,559,166,800,11,10,14,1,1,0,1
466,1,9,1,6,0,4,6,110,7,8,456,260,176,7,4,3,0,1,1,0
368,0,22,1,16,1,9,3,105,5,18,240,9,307,5,7,17,1,0,1,0
648,0,20,0,0,1,42,6,33,3,2,412,433,436,3,1,14,1,0,1,1
79,0,4,0,9,0,48,8,61,7,18,1067,902,799,2,5,14,0,1,0,2
549,1,0,0,3,1,53,7,60,2,8,512,504,123,13,10,11,1,1,1,0
23,1,0,1,0,1,10,4,41,3,3,126,855,864,13,12,18,1,0,1,1
691,0,16,0,1,0,29,5,34,4,4,1069,841,237,6,5,7,0,1,1,1
616,0,23,0,1,0,48,0,93,0,8,104,83,1006,2,2,9,0,1,1,2
246,1,0,0,5,1,20,5,118,0,8,290,686,599,10,4,18,1,1,1,1
275,1,10,0,0,1,55,0,79,3,0,243,161,786,3,6,16,1,0,0,1
656,0,16,0,16,0,42,8,71,0,20,1101,1015,395,5,6,3,0,0,1,1
253,0,4,1,6,0,31,6,70,5,7,1046,805,749,5,8,17,0,1,0,2
635,0,0,0,10,1,40,1,11,0,20,739,313,564,7,0,12,1,0,0,1
1038,0,4,1,3,0,9,3,110,7,12,420,746,1104,11,11,16,0,1,1,3
878,0,0,1,7,0,29,3,40,1,10,242,87,1434,0,1,17,0,0,1,3
515,1,0,0,1,1,8,3,118,5,5,895,907,210,6,4,1,1,1,0,0
936,1,18,0,4,0,42,8,104,1,11,821,631,1374,12,7,2,1,1,0,3
470,0,3,1,11,0,26,6,78,5,13,854,459,996,13,3,13,1,0,1,2
207,1,12,0,0,1,18,9,66,3,9,801,969,185,10,11,5,1,1,1,0
8,0,21,0,0,0,31,0,30,5,10,836,1029,607,1,2,3,0,1,0,1
397,1,7,1,3,1,38,0,95,5,7,849,786,779,6,8,10,1,0,1,2
722,1,4,1,4,1,8,0,73,7,20,80,343,1426,4,0,1,1,0,1,3
672,1,1,0,0,1,31,4,9,2,2,336,848,1461,5,3,7,1,0,1,3
172,0,17,0,0,1,38,7,14,3,20,272,344,462,11,11,2,1,1,1,0
780,1,15,0,0,1,18,5,68,2,0,349,777,481,12,1,14,1,0,1,1
161,1,16,1,5,1,9,0,117,2,6,1111,1002,383,10,12,17,1,1,0,1
795,0,14,1,1,0,61,8,8,0,20,1044,1099,283,13,13,4,0,0,1,1
31,0,5,0,0,1,8,3,47,3,0,1123,1010,326,14,9,13,1,1,0,1
810,1,21,0,14,0,27,8,33,5,20,238,126,1422,8,1,16,0,0,0,3
476,0,6,1,2,1,3,1,18,0,13,460,539,526,7,0,10,1,0,0,1
824,0,5,0,6,0,0,1,109,0,11,372,45,846,14,9,7,1,1,1,2
473,1,22,0,0,0,37,3,71,7,1,337,220,321,1,2,9,1,1,0,0
553,1,18,0,0,1,42,1,69,0,10,168,378,1142,2,4,10,1,1,0,2
943,1,15,1,2,1,52,0,37,0,11,293,164,1193,8,0,4,1,0,1,3
80,0,10,0,8,0,10,6,34,5,20,809,570,555,2,5,17,1,1,0,1
966,0,16,0,7,1,38,0,19,3,11,0,1098,1423,8,0,14,1,1,0,3
17,0,18,0,0,1,29,7,65,5,14,220,15,1047,8,7,15,1,0,1,1
50,0,1,1,1,0,48,0,78,1,8,464,145,785,8,6,4,1,1,1,1
862,1,0,0,11,0,7,4,70,4,15,397,125,1003,3,4,1,1,0,0,2
184,1,18,0,0,0,19,6,24,7,1,721,313,35,6,8,5,1,0,0,0
467,0,7,1,1,1,20,9,45,2,6,875,908,407,7,5,14,1,1,0,1
195,1,0,0,9,0,1,7,116,6,15,990,1065,822,14,3,13,1,1,1,2
339,1,8,1,0,0,34,3,116,4,14,986,605,1165,14,1,6,1,1,1,3
204,1,7,1,7,1,6,5,54,6,8,472,968,67,2,6,13,1,0,0,0
379,1,3,0,5,0,10,4,22,2,14,282,128,840,0,1,0,0,1,0,1
957,1,14,1,9,1,0,6,23,0,14,40,439,1543,7,2,17,1,1,0,3
456,1,0,1,1,1,27,6,50,0,14,504,603,72,1,1,8,1,1,1,0
501,1,0,1,3,1,46,0,40,7,12,224,369,380,3,3,1,1,0,0,0
55,1,15,1,0,1,24,4,38,5,2,323,632,445,3,4,0,1,0,1,0
704,0,25,0,4,1,18,2,89,1,6,375,293,239,1,1,9,1,1,0,0
993,1,0,0,2,1,38,8,99,7,17,490,285,19,3,2,15,1,1,0,0
641,0,24,0,2,0,18,3,67,5,7,506,128,1491,3,0,10,1,0,1,3
286,0,5,0,1,0,62,4,80,2,6,93,93,766,13,9,4,1,1,1,1
898,1,0,1,5,1,41,8,96,2,7,299,669,696,4,2,1,1,1,0,2
535,0,2,1,6,0,58,0,27,1,15,10,789,906,12,11,4,1,0,0,2
1069,1,0,1,0,1,13,9,52,1,0,1017,878,595,10,9,18,1,1,1,2
504,1,0,1,2,0,19,3,80,7,4,54,61,881,12,8,5,1,0,0,1
912,0,2,0,7,0,58,0,77,3,10,546,212,482,9,5,12,1,0,0,1
893,1,9,1,4,1,2,4,83,5,18,670,1099,1511,0,1,2,1,1,1,3
262,0,13,1,5,1,6,7,80,4,9,579,619,29,2,6,18,1,0,0,0
259,1,10,1,4,1,34,2,71,3,16,45,20,838,5,2,17,1,1,1,1
779,0,20,1,0,1,9,1,105,6,20,421,233,796,2,3,15,1,1,0,2
763,0,23,1,7,0,21,0,25,5,18,591,735,798,8,9,18,1,0,1,2
1071,1,11,0,0,0,46,4,12,7,2,244,222,1093,2,2,9,1,0,1,3
243,1,1,1,9,1,33,1,7,5,17,21,239,884,0,3,13,1,0,1,1
410,0,10,0,7,0,1,8,75,3,10,334,255,695,7,10,18,1,1,0,1
865,0,18,1,1,0,32,3,4,4,10,602,922,1256,12,6,12,0,0,0,3
617,0,19,1,5,1,12,8,1,7,10,843,511,90,13,7,9,1,1,1,0
248,0,0,0,2,1,25,1,43,0,16,1025,713,565,6,9,18,1,1,0,1
73,0,21,0,0,1,18,3,42,1,18,528,231,566,14,11,0,1,0,1,0
424,1,14,1,13,1,40,0,21,6,17,67,231,917,2,4,5,1,0,0,1
306,0,9,1,3,0,12,6,119,3,4,1063,882,1109,11,3,9,0,1,0,3
257,0,17,1,1,1,20,8,117,6,2,649,1105,1198,9,11,5,1,0,0,3
611,1,25,0,3,0,58,7,100,1,4,67,43,1392,0,2,7,1,0,0,3
1004,0,11,0,9,0,22,0,7,0,16,167,309,1366,12,10,1,0,0,0,3
454,1,0,1,6,0,31,5,67,7,7,762,526,513,12,15,17,1,0,0,1
242,1,19,1,14,1,55,5,37,1,17,848,498,693,10,14,3,1,0,0,1
833,0,18,0,0,1,36,6,9,0,1,645,282,33,9,10,0,1,1,1,0
483,0,5,0,0,0,48,4,24,3,10,279,270,495,5,3,13,1,1,1,1
735,0,20,0,2,1,6,7,89,3,18,485,845,1043,13,16,10,1,0,0,2
342,0,0,0,1,1,58,7,76,2,3,621,236,1036,7,6,14,1,0,0,2
969,0,5,1,5,1,10,8,23,7,6,1024,769,841,3,7,18,1,0,1,3
385,1,23,0,1,1,28,0,113,0,10,1119,1050,506,13,4,11,1,0,1,1
964,1,17,1,4,0,53,9,109,7,9,1097,957,372,9,3,8,0,1,0,1
54,1,15,1,5,1,56,5,21,5,11,27,767,132,14,10,9,1,0,1,0
917,1,18,0,0,0,7,5,103,5,5,863,638,1468,8,10,12,1,0,1,3
348,1,8,1,5,0,57,1,4,6,19,1112,954,1418,7,0,10,0,0,0,3
108,1,0,0,0,1,36,7,6,4,10,728,946,74,4,2,0,1,1,0,0
93,1,14,1,12,0,9,7,113,7,14,635,1079,1209,0,0,2,1,1,1,2
77,1,13,0,9,1,4,7,119,1,15,416,388,1341,12,4,5,1,1,0,2
662,0,1,0,9,0,55,1,6,2,10,2,114,667,10,10,16,0,0,1,1
179,0,3,0,7,0,14,3,58,3,12,166,955,1008,7,0,17,1,1,0,2
416,1,25,0,9,0,17,7,80,6,16,74,820,1007,9,13,18,0,1,0,2
281,1,2,1,1,0,28,6,66,7,8,399,258,193,14,15,13,1,1,1,0
1089,1,2,0,5,0,3,3,109,1,7,70,775,662,7,11,16,1,0,0,2
240,0,5,1,9,1,16,1,102,4,16,914,620,1512,8,10,7,1,1,0,3
1025,0,0,0,9,1,28,9,31,1,19,111,398,1115,14,17,15,1,0,1,3
214,0,0,1,7,1,42,0,9,7,8,865,692,1307,8,11,7,1,1,0,3
606,1,13,1,1,0,38,4,97,0,5,161,293,1021,4,4,12,1,1,1,2
842,0,0,0,2,1,13,6,20,7,8,372,50,907,7,5,7,1,1,0,2
921,0,17,0,2,0,18,8,2,5,16,1063,969,1016,10,10,10,0,1,1,3
806,0,0,1,4,1,25,8,119,0,10,131,370,1168,10,2,4,1,0,1,2
661,1,0,1,0,1,13,2,12,2,1,159,592,849,13,4,16,1,1,0,2
918,1,11,0,17,1,43,4,79,1,18,691,667,377,1,1,15,1,1,0,1
573,1,8,0,0,1,37,9,28,6,1,299,63,867,1,4,0,1,0,1,1
876,1,4,1,2,0,21,9,75,6,19,123,117,505,0,0,13,1,1,0,1
769,1,2,0,0,0,53,0,60,7,1,825,947,761,10,3,1,0,0,0,2
291,0,14,1,1,1,16,0,73,5,3,33,690,445,12,16,2,1,1,1,0
1058,0,7,1,18,1,34,7,71,1,19,921,910,368,11,2,16,1,0,1,1
444,0,1,0,1,0,40,8,112,4,2,913,558,87,7,8,16,1,1,0,0
281,1,9,1,1,1,41,5,24,7,3,736,338,1296,9,2,16,1,0,0,3
524,1,7,0,0,0,26,2,50,1,3,46,334,1045,1,1,12,0,1,0,2
201,0,0,1,12,1,52,1,32,3,19,1012,949,298,10,8,18,1,0,1,0
128,0,24,0,7,1,0,0,15,5,19,521,823,833,8,4,0,1,0,0,2
996,0,0,0,5,1,24,4,92,3,10,570,428,832,3,4,6,1,0,1,2
422,0,18,1,0,1,12,6,111,4,0,857,903,877,12,16,0,1,1,1,2
602,0,14,0,2,0,48,0,66,0,10,427,139,862,12,10,0,1,0,0,2
306,1,17,1,1,1,26,4,102,1,2,125,192,1004,3,4,11,1,1,1,1
567,1,2,0,1,0,21,5,98,5,14,415,661,133,3,5,11,1,0,0,0
409,0,0,0,3,1,37,8,44,3,4,486,232,465,11,0,9,1,0,1,0
595,0,10,0,6,0,10,0,74,1,9,365,32,69,2,0,9,1,1,1,0
327,0,24,0,0,0,14,6,35,3,1,427,430,801,10,13,7,1,1,1,1
175,1,15,0,0,0,12,5,55,5,2,481,405,1297,14,15,15,1,0,1,2
720,0,19,0,6,1,1,8,13,6,17,764,362,401,9,13,15,1,1,0,1
757,1,11,1,2,1,25,6,44,1,6,889,734,6,7,10,14,1,1,0,0
552,0,2,0,0,1,32,8,33,3,10,129,103,1349,2,3,6,1,1,1,3
295,0,0,1,6,0,14,2,84,7,14,103,793,1183,2,0,2,0,0,1,2
215,1,14,1,0,1,41,2,44,7,2,14,506,338,6,9,1,1,1,1,0
817,1,13,1,11,0,54,0,56,1,13,428,899,1280,12,11,10,1,1,1,3
95,0,22,1,2,0,40,7,58,7,3,167,944,1108,5,4,15,1,0,0,2
444,0,10,0,2,1,10,2,73,7,5,778,1069,162,4,7,13,1,0,0,0
365,0,12,0,6,0,47,5,52,0,17,515,1084,568,2,0,6,0,1,0,1
985,0,0,1,0,1,22,0,75,4,1,233,474,742,12,6,8,1,1,0,2
879,0,21,1,9,1,13,5,40,5,20,92,996,421,11,2,2,1,1,0,1
1016,1,14,0,2,1,52,2,74,1,7,535,172,63,12,11,0,1,0,0,0
516,1,19,1,0,0,17,0,42,1,1,343,922,153,14,0,1,0,0,0,0
490,1,12,1,2,0,17,2,87,6,19,208,185,4,1,5,6,0,0,0,0
343,0,15,0,0,1,20,6,6,7,0,187,534,974,12,16,3,1,1,0,2
1072,1,19,1,6,0,44,0,113,3,10,591,257,167,1,0,1,0,0,1,0
1087,1,1,1,11,0,0,0,61,0,14,550,295,1216,5,9,8,1,1,0,3
35,1,21,1,5,0,24,9,79,4,15,353,856,557,2,2,1,0,1,0,1
433,0,0,0,1,1,29,5,91,1,12,984,677,588,7,0,4,1,1,0,1
1001,1,15,0,11,0,33,0,120,3,14,756,1095,698,12,7,13,0,1,0,2
914,0,6,0,3,0,9,6,7,1,7,689,490,1425,1,5,16,1,0,0,3
825,0,0,1,1,1,34,8,7,7,11,564,972,1228,1,1,8,1,0,1,3
963,0,0,0,0,0,5,8,111,5,12,390,800,866,3,7,12,0,1,0,2
242,0,1,0,3,0,60,6,107,3,19,650,821,715,12,4,15,0,0,0,1
990,0,17,0,0,1,5,0,62,0,2,187,774,826,5,1,8,1,0,0,2
65,1,1,0,16,1,40,2,41,6,17,654,447,673,7,2,5,1,1,1,1
520,0,25,1,10,1,28,5,47,2,13,1072,899,657,2,1,2,1,0,1,2
246,1,0,1,1,1,3,0,85,4,2,9,1064,1538,7,5,12,1,1,1,3
259,1,23,0,1,0,6,0,23,6,3,7,579,75,5,6,13,1,1,1,0
980,0,24,0,0,0,51,6,32,5,2,142,490,1021,1,0,6,1,0,0,2
487,1,0,0,7,0,57,4,0,0,11,369,95,1509,3,6,5,1,0,1,3
921,1,16,1,10,0,33,0,92,3,16,234,86,652,11,13,18,1,1,1,1
553,1,7,0,2,1,25,1,54,1,10,973,637,246,9,1,14,1,1,1,0
720,0,11,1,4,1,22,1,21,0,17,790,502,1391,10,12,7,1,0,0,3
356,1,17,1,0,1,37,4,39,7,18,45,1057,722,6,7,14,1,1,0,1
497,1,3,0,1,0,3,8,74,4,17,743,684,127,3,7,16,0,0,1,0
11,0,14,0,8,0,25,3,94,7,13,237,151,1298,11,6,11,0,1,1,2
43,0,0,1,3,0,15,1,9,5,4,271,151,994,12,16,14,0,0,0,1
186,0,12,1,0,1,31,4,25,3,2,955,1078,1028,4,3,17,1,0,0,2
455,1,3,1,9,1,19,5,36,1,10,882,889,491,6,0,11,1,1,0,1
471,0,18,1,0,1,56,2,90,4,20,513,135,1185,5,7,9,1,0,0,2
934,0,22,0,12,1,42,6,95,4,17,556,709,1068,14,9,4,1,1,1,3
590,0,18,1,3,0,13,1,70,4,11,773,339,950,13,17,3,0,1,1,2
801,0,7,0,1,0,4,4,111,5,15,54,396,1367,2,2,0,1,1,0,3
854,0,11,0,2,0,35,1,65,0,3,107,507,948,9,8,2,1,0,1,2
367,0,23,1,1,0,38,1,37,2,7,750,989,1410,8,9,8,1,1,1,3
428,0,22,0,0,1,22,0,55,7,19,1128,1089,1531,12,1,16,1,1,1,3
1082,1,0,1,7,1,37,0,9,6,19,211,72,1331,6,8,15,1,1,0,3
101,1,3,0,5,0,39,1,112,0,12,1005,1000,1232,13,11,2,1,0,1,3
1,0,3,0,7,0,50,9,2,5,8,236,478,1013,0,4,18,1,1,0,2
826,0,6,0,6,0,46,6,17,7,7,186,1104,608,8,6,15,1,0,1,2
94,0,9,1,0,1,13,1,109,2,1,650,251,1347,9,4,16,1,0,1,2
341,1,6,1,3,0,15,0,81,7,20,466,681,1315,9,3,18,0,0,0,3
405,1,22,0,3,1,39,0,17,3,10,337,292,733,11,9,0,1,1,0,1
989,0,10,0,1,0,60,9,102,0,2,327,398,324,6,3,7,1,0,0,1
42,1,25,1,5,1,36,7,113,1,10,178,1084,604,3,1,6,1,0,1,1
