tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,class
5230,6867,2978,1470,1094,7156,8736,5469,499,5377,18,1528,1548,0
6342,9482,1689,4325,9979,1245,1010,41,5172,3225,2006,6216,4894,1
5837,3918,5630,8734,9718,1189,1220,3147,3552,2916,5095,5725,6968,1
4960,1622,280,2391,8661,7461,384,1406,2957,9099,7091,1269,1747,0
9595,1421,987,4691,4472,5328,3972,6400,8666,7374,2114,6271,3523,0
1900,5659,1511,6831,8244,3321,5427,1359,8979,1263,3568,1409,2710,0
6033,7293,2114,3118,8425,1386,7824,518,6596,2004,5944,890,3526,0
7010,200,7479,6513,6204,6743,745,5887,7112,3420,4839,8169,8035,1
2000,577,1608,6375,4026,5864,9628,801,6491,1034,3853,2289,1988,0
3931,8552,9289,2396,4992,4445,2383,8179,8173,6418,7630,5127,8180,1
126,7336,1791,9964,2475,5827,9844,2915,3304,1184,134,9487,3636,1
9318,1015,119,8789,641,4302,9384,9017,7784,6242,1919,702,1601,0
7861,7311,7710,5601,7958,1625,7276,1762,8544,1475,8835,9919,9907,1
8748,2252,8931,7469,7994,2555,309,7734,7627,7283,6945,2243,7729,1
7339,5368,6350,2478,4064,2136,4374,9721,486,2540,6909,8670,5346,1
572,8575,2478,3115,5200,8309,5460,939,2630,2544,137,6611,583,0
6217,6713,4651,2830,6162,6025,6799,599,3271,468,5314,5810,4036,1
9560,4934,4443,4827,2248,9476,3051,6415,729,9262,3941,3102,6493,1
2396,5892,1161,669,9556,361,4050,2090,2782,5491,8916,4545,91,0
3668,9911,3030,18,1726,3948,7026,8922,6502,1476,2494,2667,66,0
8186,6563,8650,8171,9731,4367,166,936,4396,6903,5832,4733,9243,1
7728,5596,8975,8313,7399,5415,3177,3024,1071,4274,2305,7499,6954,1
6398,8549,6538,5904,3881,7103,1088,8298,5327,7108,5282,5302,9391,1
218,6936,2634,8161,6104,4116,3255,6127,7675,3738,3299,4729,1131,0
7547,2417,1405,3199,3295,4694,8994,3610,2398,1436,4591,7217,423,0
6856,6486,5612,7892,8266,7754,379,1925,2208,4979,6294,986,6337,1
7549,3200,3847,4526,9252,4489,2938,337,5804,1285,2632,903,2788,0
8482,4609,8372,821,3814,5174,8977,2425,2302,7409,3124,9970,2613,0
8335,3521,4861,1374,677,5751,8298,8541,6704,5905,3655,9173,4584,1
5722,1481,9301,1566,8075,2052,4505,3883,4239,2041,8760,1153,4775,1
5396,5582,4979,8020,6789,5974,5039,1516,3467,7800,6477,832,7913,1
3102,6130,1303,2536,7527,5068,5614,726,9039,3476,2681,2774,3282,0
8688,2444,2609,3943,5148,4017,3044,7729,3110,6653,2945,861,533,0
8663,4433,7792,9163,786,9927,9541,2690,6729,5032,7707,9969,9841,1
3992,800,8388,1218,3347,703,9245,7281,3104,288,7195,9038,1749,0
7002,3125,5436,5005,3928,5401,1674,9338,3024,7161,954,143,1633,0
2860,5133,3882,8617,3984,9873,57,6423,9561,8589,7380,3929,9413,1
7909,2576,3087,1433,3793,3494,4696,8407,1168,2174,909,4841,400,0
7017,3326,5197,2869,8653,1082,7779,403,4582,265,6124,6782,5588,1
714,1270,8557,9210,9775,3080,345,1743,1764,6947,6253,5959,3902,1
6783,5278,7986,9866,6342,7537,1271,4390,2923,7798,869,2944,5782,1
9401,7927,1959,5948,4466,6719,8272,717,9773,3398,8457,5953,7847,1
188,1712,2255,5591,9811,1334,775,2671,2189,6085,2101,338,1404,0
9587,9700,3877,4170,1545,9762,9699,803,1378,1036,4640,1436,790,0
470,6010,4347,238,969,7082,6541,8032,6940,4184,3372,6648,556,0
3481,5781,5136,2532,6088,6522,2829,4171,702,1955,3309,6940,1846,0
9782,7966,7208,455,8332,4506,1037,4382,3850,2438,2624,9005,1445,0
991,763,3632,7889,6303,2345,9197,1716,9632,7373,3036,182,1654,0
4145,6754,1154,7971,8001,682,2864,7035,5516,2290,4278,1119,1344,0
7776,5616,5654,7097,393,9061,4865,9970,3942,1460,7096,4424,7523,1
4295,5972,261,6965,4088,1452,5400,9341,7787,2245,4074,4393,4068,1
1922,5215,2855,2730,8627,4643,2901,1772,6921,3443,4193,3175,2956,0
1123,3060,687,69,5391,5926,539,8003,4485,8844,8246,8560,1055,0
8405,7335,1086,9643,7760,3169,7631,188,6825,6158,3218,1780,6266,1
1627,2385,5115,4816,9304,551,6933,82,8677,7861,875,2722,2879,0
3256,938,2749,1438,3226,8825,2977,5586,2327,5745,7725,3320,1108,0
3557,6193,907,9706,4151,4143,6607,5366,8266,5750,126,2496,4629,1
3176,1757,1499,5937,9633,1314,1340,3449,3628,9250,8190,802,2560,0
2550,2317,3064,359,6138,3147,6998,3303,517,5480,5157,2099,693,0
4592,4711,9092,4835,8343,5855,1294,2732,503,3982,6375,1590,4427,1
705,6770,5056,4578,7773,5985,1753,3222,1355,3444,9353,9897,8932,1
3849,70,7348,2735,3937,4387,8854,3162,6458,7455,3951,817,578,0
2680,9491,9590,2354,1960,7689,6597,5171,449,6655,26,5537,2499,0
9072,2563,135,7203,3169,8579,7123,1761,5122,7216,7984,6924,3148,0
5823,371,3897,1075,7154,4637,2581,4767,4676,4333,7448,6863,2461,0
9417,1976,1547,5094,596,9542,6789,6560,6965,4756,6522,6055,3607,0
2899,5890,2834,8641,9212,557,1707,5606,4300,3546,193,6981,4710,1
696,4563,7945,1633,1878,8405,1800,9393,6793,2905,9060,9654,2667,0
1366,8344,6098,436,605,3416,9634,9797,5777,4993,7952,6401,3117,0
3742,98,9200,9523,6988,1499,6458,4289,4795,4417,6016,577,1853,0
5712,3630,8300,1348,7948,2489,7163,1028,9914,1088,8963,54,8143,1
1635,8429,3701,7185,1825,6030,6737,6957,1901,8656,8399,9672,9323,1
1955,6252,2413,4444,7337,845,9609,1266,142,1138,8184,2022,1330,0
3901,2426,6153,463,6922,6480,1574,4307,8998,5033,9643,8822,7338,1
2606,9723,1155,5401,4452,3889,8983,2851,1576,2084,4521,8952,2938,0
7425,6702,4768,1159,1944,9275,6179,4028,1473,644,8038,2441,2358,0
5486,8073,6188,5695,3262,8236,1888,7220,3375,5701,1680,6312,7466,1
9355,109,2481,9265,742,8627,7986,5711,3912,4769,8404,694,714,0
3808,8129,857,6947,3880,7940,7590,959,4130,4088,3989,2354,2313,0
2298,3099,1274,118,4034,7883,1132,7268,899,2297,7396,8782,88,0
5163,4819,3972,4823,4303,5835,1182,8891,9763,6996,4378,7146,9944,1
7913,446,9374,9650,574,7523,9782,5668,8201,5182,9561,8831,9127,1
5398,2108,5347,1209,1949,9405,7924,2146,30,9624,1627,9945,1981,0
941,2301,3261,3261,5003,1969,3961,9053,9526,2813,3438,4536,2370,0
2458,443,1129,2599,2626,8059,8455,1826,2821,9761,3763,132,17,0
141,7282,4253,7586,1497,7643,8497,4204,8113,6989,8982,621,3822,1
3694,3427,5650,5505,5396,4091,3716,6653,237,5976,3946,6801,6247,1
1515,4510,6298,4221,6968,827,6750,4702,9718,6648,8010,2270,7459,1
3095,8986,353,5300,9954,1599,159,1163,1188,6752,6310,4553,2629,0
4275,943,4258,5148,9086,3365,2839,2042,4283,781,5596,3132,3599,0
4846,2553,1746,6784,212,9390,9703,5983,2659,5525,6117,2051,1767,0
3204,5343,8048,4155,1278,8668,5941,6298,5611,4012,5673,3412,6329,1
7392,2613,6402,5442,9153,2499,5064,479,7218,5971,3947,3348,7330,1
6726,9210,4283,526,4544,1116,5791,8699,5417,8122,4709,5711,5712,1
459,6402,2350,9432,5225,4200,1496,8990,5727,7456,9483,9352,5485,1
6256,1300,7469,387,838,9268,3452,9314,3197,4158,5707,322,2345,0
8772,4800,3667,8681,4099,2656,4653,8861,8367,9343,9508,4648,9721,1
3439,2528,1709,5241,9995,539,149,654,1302,7235,6029,3489,2718,0
9812,7454,242,595,1948,7157,3114,9206,9743,7635,1703,6839,5147,1
1767,4224,143,2323,5265,5784,2251,6594,7566,205,1990,8833,1592,0
1819,6760,9389,6867,6697,29,7990,4646,6303,7590,1588,1845,4389,1
5360,2943,5048,7719,7206,6401,1580,3937,6550,3870,2610,5023,6707,1
8220,9907,7099,2490,5073,4845,7316,2727,9515,5124,3859,7168,8406,1
9214,7123,5967,2133,3395,5594,2443,9135,377,7319,8868,7575,7971,1
8562,7878,2475,4771,8678,4305,1029,3890,724,5916,2639,9967,6859,1
220,3176,4883,8115,6661,7208,672,4847,2280,2398,9047,2968,3653,1
2388,9604,1534,8597,345,8317,7435,8408,8270,4854,7219,8819,5074,1
7022,678,4470,6061,1269,5504,7060,8365,619,2750,6504,7687,5109,1
4284,34,3606,9041,2929,6690,3127,8007,6750,8520,5397,8413,3624,1
8172,7258,9556,7817,4681,1577,4823,9036,2787,5427,4528,1607,6924,1
1633,955,1986,5100,7778,2793,2088,6072,6307,7875,2027,6464,1682,0
5651,2153,4543,8069,2173,5699,6173,7209,9919,3684,9543,9822,9903,1
2902,4535,9058,1552,6097,1667,5566,6275,2402,4309,3477,989,1785,0
3857,3971,2284,7294,1320,9839,9500,1451,5154,9565,4281,3365,7323,1
8146,6883,3835,2180,5606,2083,5812,6290,3346,7406,7282,8080,7768,1
3949,2340,9800,1823,4116,6414,3764,5977,8300,5072,5475,1963,3364,0
6596,1231,4655,9087,4587,3915,7906,3729,2685,9434,2313,7881,3890,1
4956,4726,8534,1709,5833,3034,7783,3033,8722,9629,1265,5190,8394,1
9352,3891,1335,2768,4617,1240,8604,5676,7556,3473,8218,7590,2516,0
1029,3334,5279,6710,749,4642,9552,8112,9373,1589,7858,48,1730,0
5400,1335,978,9259,1501,4690,6273,9368,7793,9080,458,1417,2153,0
8630,8881,9121,1006,257,9325,7504,7944,8558,7351,9116,7551,8913,1
968,2122,8681,8624,9314,1175,2297,4071,4495,8371,2774,5671,2640,0
3215,7319,2620,7591,9612,528,1345,4332,2420,438,4138,3756,1016,0
3370,2068,5872,6234,9845,2142,838,1394,2537,7142,4820,5195,5510,1
4286,5175,8099,6577,2198,1053,8828,9152,5569,3619,7460,6887,9201,1
1545,1114,9337,1568,5972,7170,2541,3959,1760,9744,6598,9760,1813,0
4765,5755,8046,4598,6173,6353,5603,1457,8664,2509,6372,6527,9231,1
6003,632,5835,6517,5409,6601,3722,4114,3924,7219,9484,3098,6091,1
431,854,3518,7341,8759,7099,590,1357,2289,145,8232,7594,3869,1
5589,3688,7296,9841,3849,2395,7054,7078,9696,690,4702,1111,6741,1
590,3031,3407,3341,4352,8957,6313,586,5304,2935,4142,7850,3442,0
1520,2993,27,3228,72,9769,7729,9199,1517,8116,431,4529,844,0
6890,5729,9109,8805,2527,9057,847,8610,7751,7111,7141,6820,9869,1
1182,2013,9169,2445,2008,8448,9373,1554,925,763,1740,2930,726,0
9489,2258,8675,4798,1789,4961,5428,9401,1636,3307,9823,909,5493,1
196,7139,4267,5424,2065,9380,3816,6065,8496,7665,2195,778,1387,0
1948,487,8523,4310,7738,5130,365,5528,9651,5472,9743,2086,2805,0
2628,4871,4201,3278,990,5846,8877,6856,2159,8140,6069,9964,9541,1
2005,9094,689,6106,313,7039,8019,9317,2715,2634,7780,7615,1914,0
2191,4327,6724,1895,6384,9492,1493,2144,9648,4737,6853,9549,7708,1
4333,6070,646,2155,7755,9433,687,873,3314,4743,6299,9392,3128,0
5766,3549,6325,9144,2848,7664,8257,2050,2419,544,9157,585,4955,1
3497,2292,2800,7102,1613,4843,7308,7941,9364,1242,5841,3804,5478,1
4892,5571,655,4007,2242,9041,2878,7036,1046,5817,1905,7018,4084,1
1428,7625,2542,3574,5593,1530,3991,8677,802,833,6175,3922,87,0
5347,8067,2935,8385,2061,9157,7094,3020,9537,4003,2925,6016,8595,1
1321,1868,1726,3874,5221,7219,4453,3016,4489,7686,1721,7681,3690,1
8038,174,2692,2595,6395,2157,8506,2443,3805,931,1783,7613,630,0
8389,6118,3545,7270,6579,4838,2005,5994,3841,1490,7360,2439,4814,1
1669,6141,2129,9805,7735,3287,131,7622,5005,3570,2649,5542,2633,0
880,1055,4144,6087,647,6033,7969,8671,3285,2388,9071,3515,3092,0
5779,5355,1431,7864,9769,2778,2384,50,6545,786,526,6870,5829,1
2765,3406,6995,9106,6728,9010,1796,1801,332,5096,366,2693,1026,0
6505,6975,6951,107,1017,3582,9588,8373,1122,5002,8747,2733,5774,1
2389,6365,2470,6655,1341,4006,7540,9185,1215,8088,8947,9834,9159,1
7459,6848,3051,1904,6811,2768,9608,115,5799,9191,2190,7528,7375,1
4256,749,5751,371,6110,1775,4540,7175,2376,6563,7104,6521,982,0
7991,9322,7793,5918,8732,3714,853,4537,4105,9051,9331,5908,9861,1
8028,192,2946,5123,6658,4867,5105,2757,791,1403,2304,7354,1254,0
7953,8553,6322,4676,8959,5554,3022,34,456,3413,6130,1215,4506,1
5397,6839,2454,3380,8437,3646,5211,847,1544,7897,773,3529,4343,1
9463,5327,4882,3978,7099,1133,8834,2111,1067,5196,1446,6976,4596,1
5007,6619,8867,4882,6538,5176,4237,3496,2592,7425,5092,66,6619,1
7055,5690,2011,8907,7768,31,7632,3305,4131,5641,3440,798,4017,1
2493,5973,8117,1593,5824,1999,2212,9649,8577,6459,5793,8358,6169,1
8856,96,3052,870,8460,1298,490,7858,441,4013,3357,575,327,0
2948,3566,6859,8410,95,8901,7738,9650,4339,2680,6941,1580,4701,1
9429,5489,2320,5206,7791,6347,4528,57,9971,4203,1928,8940,8798,1
2440,9299,5844,7283,2015,8643,6056,4660,125,2095,8297,543,3868,1
7518,2757,7129,4164,5912,5425,1724,6601,4382,2909,9899,2389,7633,1
3242,3278,5034,7369,6478,3481,9403,101,5797,5831,4584,9175,8815,1
7154,7796,7904,7629,8033,3745,2256,4543,527,9939,8099,4419,9510,1
9603,318,707,2303,3637,1364,9217,6274,2114,8316,3285,3725,24,0
1623,1115,2142,4080,4731,6814,4929,3618,168,5273,9974,9090,5652,1
1398,4801,9354,4852,6897,6293,4298,1795,9881,3076,8142,9544,6652,1
3984,6992,7735,4196,1208,5687,8850,6552,7318,2112,3385,5310,6536,1
1618,349,8989,2860,7581,7244,3290,791,4990,2107,7596,5184,2164,0
6181,7124,6119,2886,8421,688,2498,6546,2249,7833,2070,6874,6787,1
2081,3338,1172,3116,9945,2078,459,502,7725,4627,2383,6708,4981,1
2764,6993,5423,6418,3376,4162,8348,4677,1810,7963,3828,3972,7277,1
4035,954,5084,541,291,9935,8932,5683,2819,7851,3986,4205,498,0
2004,178,9038,6428,7566,2605,5589,3158,4294,2366,8067,4038,4027,1
9762,5317,2453,7961,9928,2256,471,569,9660,2182,3021,5719,7703,1
6921,4384,1894,3131,2509,9951,5927,2651,2128,6010,8929,9345,7833,1
787,4806,7573,7633,7844,8606,2086,154,1815,852,4041,5020,3503,0
5357,4050,2782,5571,7646,103,8638,2451,636,6783,8377,1803,5011,1
191,5870,567,4066,2924,9420,418,7995,2801,9630,7196,614,991,0
5542,8028,1803,596,1661,9000,4066,6943,6028,8920,6482,3191,5317,1
1570,2134,1001,5263,5282,803,5737,8058,9081,9920,306,5198,4041,1
4114,5672,2621,4903,4402,4958,5824,5022,82,6549,9718,4502,6931,1
9908,9123,8007,6816,3168,8491,4442,4532,6019,6926,3025,1463,8162,1
4955,9180,8627,2183,219,8540,7877,8623,5623,7781,1198,8678,5902,1
225,7580,5937,687,8298,54,1683,8270,2424,6736,777,2571,670,0
3129,3393,1533,5894,4350,3275,3162,9422,6983,5807,7117,8998,8719,1
9089,4073,9663,7163,2130,8971,6402,3777,9083,8752,9001,194,9251,1
4376,9936,578,1079,1794,9259,2638,7889,7920,8860,9961,5752,2612,0
2356,130,6657,1411,7184,4944,2461,4546,9991,1032,9080,8510,4424,1
336,4655,617,2200,5030,2175,9109,3668,2736,7638,6731,2726,2082,0
1816,8907,4478,1208,3268,8789,5144,3401,4094,2449,1557,8442,1003,0
8124,9254,1266,7018,2481,9218,1198,8159,3386,2558,3541,7261,5421,1
4667,3121,4180,564,8565,3894,2366,3169,5428,439,3683,9785,831,0
8744,6965,8693,4008,4387,5575,3944,6311,5662,7722,8909,4969,9659,1
6201,4937,9942,205,728,6671,8125,7586,3142,9580,6189,2452,6090,1
9399,7286,4436,7868,598,8455,6008,8415,9675,9633,314,6064,9679,1
8548,339,6192,3111,1210,8420,8121,4545,7806,7792,8391,354,4829,1
8070,9932,6264,7983,8063,2039,1509,6923,4507,5462,3359,174,6328,1
7667,9318,2877,6871,3315,7416,5522,4336,1666,7862,3028,4015,6554,1
4205,3864,8891,6527,168,9941,6865,8759,9162,8655,6792,4712,9576,1
7288,5059,8978,4706,9617,3428,1116,1613,1943,17,1136,6045,2268,0
8331,2412,7029,5320,5832,2445,2280,9127,2699,9492,6208,3777,6622,1
9813,5172,9303,415,8382,2580,1592,5623,203,8450,1951,4367,1750,0
1389,5898,366,4005,3900,6091,5214,5157,6606,9229,9309,308,1073,0
9407,8690,1901,1022,1339,7749,3570,9415,2291,5805,5296,2945,2232,0
6441,1226,4179,8828,3058,9549,7259,812,4482,899,5697,9314,7437,1
5362,5425,5325,8424,8630,1843,2333,5134,8464,9643,6161,2125,9806,1
8187,9387,5609,2510,9871,449,1473,2170,2156,7585,271,8555,4744,1
5165,6068,2702,5134,4114,3172,8885,4100,4747,9705,760,3626,7921,1
8571,621,9940,307,7445,5979,3808,1765,4791,3095,7713,7179,2912,0
1764,1022,4553,2865,6147,1964,4736,6741,2827,1627,3096,228,666,0
3738,1991,4889,3639,2266,2759,9514,6649,3918,9280,6844,9789,9669,1
2305,9283,7636,8937,3458,3933,5132,8033,1251,4343,9181,4080,8039,1
6468,2429,9965,3467,7576,3550,600,7179,1856,8940,2596,9264,4217,1
6826,5474,6734,7597,6891,517,2542,9333,529,4027,1388,6117,5102,1
9966,5702,5242,7582,967,7876,6605,7181,3174,4645,3378,1315,4757,1
9675,4630,317,8369,5411,4023,8496,1919,5548,1116,7657,2591,1610,0
4417,3947,1866,9871,7841,6098,3497,1256,8759,522,3970,5749,4222,1
469,8936,6204,787,6860,9882,275,2269,6200,5262,4459,693,1978,0
2315,71,9688,6548,8584,2744,6523,124,5586,1120,1880,2661,984,0
5824,6941,6075,3796,1392,8275,3834,8491,6364,5329,2266,6452,8302,1
342,4717,9968,9267,7882,4261,217,6318,5400,9583,7327,273,4155,1
5734,5615,244,8668,611,7126,7305,8384,5297,9227,4032,7529,7986,1
7958,5356,9953,4293,3425,7942,2268,6927,2165,7088,8508,8821,9112,1
4133,6004,1493,5197,2423,4778,9966,3915,6945,2859,5264,5270,5993,1
4089,7731,2076,9881,9290,4101,1383,2139,8762,1446,3408,3167,3547,0
7415,8149,7559,2753,1836,9449,6675,3574,3944,8532,7491,7495,9273,1
6356,8712,2332,7239,2963,3886,4233,9654,1613,2258,5636,2989,2586,0
5569,7980,3838,5821,5749,2846,8084,3055,6844,1919,187,3078,4493,1
6496,9213,2906,7387,5196,1402,9998,3315,6327,4045,5966,6323,8266,1
6459,6929,3016,1455,5691,5553,4343,4177,9926,397,5650,2254,5204,1
5420,6972,7344,8301,3518,9079,6938,998,6257,3020,2559,8053,8635,1
5192,1640,6660,1492,6048,4984,8523,56,3773,6213,5662,8419,3602,0
8409,1792,9025,7090,4270,1680,7488,6790,7515,3696,1180,2725,4941,1
9335,9079,9007,5906,9162,1061,3756,3206,321,8423,2238,7486,8121,1
3286,9348,7453,1772,2035,6004,7135,6180,2387,9897,6498,9620,6971,1
9780,4947,6250,2758,2341,8063,8603,2138,9547,451,8895,7621,8344,1
1549,8398,210,8969,9311,6341,196,1022,4523,8887,9005,9691,5073,1
4231,5308,4091,3061,578,5950,8173,8840,7029,9087,5219,3013,9368,1
3378,2813,7334,432,5660,5480,7499,1128,718,6542,1698,6276,135,0
9978,4166,7026,2548,1720,8960,3146,7801,6821,6341,933,7669,4819,1
2471,7423,8750,2301,8656,5753,1849,1655,3958,4136,2320,3815,2318,0
4084,1793,6802,4377,1432,8274,9301,2927,4691,7572,241,2882,2084,0
9158,6537,8280,4714,7141,1505,9923,578,7801,9975,5561,131,9399,1
3682,7811,2745,9313,8736,3247,890,4957,1891,2648,6278,7436,5228,1
1083,7273,8960,8956,8156,8193,487,1612,3940,9271,8345,9740,9595,1
2196,889,4745,7887,4362,5409,1981,8455,5342,9526,464,1097,867,0
7689,1248,5578,7001,8683,2559,6572,89,3748,4140,6296,6810,7087,1
5359,1819,9029,2033,9217,1340,4486,2038,1526,7591,1980,734,2468,0
3525,3207,3983,5943,6301,4656,5532,3073,6346,5638,707,8902,7900,1
4531,7512,8183,5472,1449,8781,9603,2069,5495,3717,5096,3003,7174,1
3197,5919,4096,6673,3811,4446,5215,6919,3956,1951,9874,3732,7100,1
3950,3227,3804,3413,9836,2435,549,1529,3231,4731,9600,9592,9762,1
7418,4107,4661,5874,5445,6900,3536,3956,385,3163,6732,687,2727,0
6373,3428,1447,6328,7883,2333,4608,3852,7924,5605,8353,1943,5751,1
1248,8937,5022,3316,9874,206,952,2916,9646,8517,2246,6533,3837,1
1119,1897,3166,5745,2723,6633,7897,3644,218,1694,7851,9664,5844,1
3567,8508,9546,9648,8830,7334,522,1060,2571,2807,2598,2846,4197,1
297,8111,5063,5621,9707,2228,2147,1267,2001,4436,1836,8603,5286,1
213,7668,6988,8300,9427,3218,2920,941,7478,8289,3805,2657,4649,1
226,298,1217,6959,1981,9358,3222,6830,3207,4521,9701,3723,474,0
5257,8584,8716,6403,731,4032,8790,9549,7597,9124,9786,7863,9982,1
2094,2485,1135,6136,459,9312,6625,7600,1469,4597,5531,1750,200,0
4272,6709,1699,2415,4123,5678,8210,2261,1123,2980,1051,5940,1162,0
3759,7082,1882,2533,854,7381,7533,7075,6016,1942,7005,4341,3344,0
5054,6215,4557,7377,4302,3474,7817,4618,1357,4727,3197,2286,4102,1
9412,9489,2181,7219,1861,9892,8970,778,8993,3046,9777,7064,8175,1
3354,8810,1891,6042,9805,226,888,3752,9153,5306,7425,7842,8093,1
8099,4260,8575,9165,4416,4929,6685,4165,4171,4917,7528,8829,9465,1
9013,5440,3282,1821,8543,215,3709,5546,5071,5192,330,1782,3412,0
6632,3916,805,6681,2369,2906,6186,9658,1746,9236,2569,7035,6332,1
3024,6321,4646,4857,6450,5571,6911,555,1089,9656,8056,2795,8807,1
4908,429,5122,8981,5274,9137,4502,975,5954,2910,9126,6013,7361,1
2361,2293,3700,4591,5630,7035,5647,1470,5578,2364,9512,842,4533,1
2403,317,5244,6379,6878,6813,5454,140,5634,7710,3019,1276,117,0
8277,5563,8248,3570,9266,1660,1577,4474,2355,7137,6238,8171,8716,1
5985,4038,358,3394,2038,4768,9763,4784,2482,3521,4938,1294,708,0
1573,3123,5465,1236,8252,680,5969,3443,2593,7007,1111,1403,131,0
5627,5466,105,4938,4532,5503,5168,4950,5141,255,8367,9378,3803,1
2294,9276,8862,5157,5586,569,9467,4187,7113,9807,4781,8355,8892,1
656,4228,9442,6388,4545,5901,5151,4553,996,8885,736,3642,3490,0
3429,3571,5149,6598,6426,1652,1895,9516,9595,9389,8541,7184,9992,1
5311,1938,8387,7879,5983,8138,5094,408,9020,9843,6566,3697,8301,1
5287,8997,8516,6069,2376,3563,6644,8533,8140,1273,9434,1303,8456,1
823,2936,1452,5445,9842,255,2250,1914,3195,7146,1568,2501,1199,0
4121,8288,9714,5393,4056,4272,3191,8782,670,4552,6943,8783,8416,1
6770,2034,8652,6446,8314,4513,4749,710,286,2842,2974,5920,3459,0
1579,3524,4094,6415,3,9862,9836,9099,8409,7626,7074,101,6334,1
4605,1325,801,4154,276,5304,9733,9592,1228,8446,4615,3139,618,0
7923,9635,9168,7736,5980,497,9299,3849,5872,5382,7401,9230,9853,1
375,8125,8721,6059,8746,950,1084,7040,5026,3316,9897,8156,7799,1
5523,4512,6770,2263,9175,3801,3438,736,2912,2202,665,9949,2914,0
9876,4628,9984,502,9117,4381,807,2983,4520,7114,437,3374,2630,0
5548,5846,2015,5525,2006,9572,4113,5692,4848,350,8896,73,2535,0
3037,9457,9604,853,3626,1461,8421,6990,9869,8052,9576,7920,6349,1
5594,2712,6438,2822,8248,8402,1619,74,5758,4493,5594,405,5312,1
4639,9434,1126,9773,7554,1927,1449,7987,701,4026,7387,3445,1994,0
8595,2345,4085,1670,7443,3411,2764,5378,9834,4928,8751,3553,6642,1
2504,6228,6254,4781,6656,4511,1647,6573,9513,1946,6488,8913,9135,1
780,9893,2362,7932,3486,8793,4510,3756,4969,4286,8412,1916,1441,0
7987,9241,7550,6811,4920,8155,296,6639,8505,2900,2042,2039,7405,1
3804,37,5732,643,9095,485,969,6774,9658,6532,4861,4850,2537,0
6743,1341,2688,4018,4786,1247,4544,9502,8869,38,1037,805,3173,0
3859,6678,7597,9753,3773,3286,8979,4364,6828,4779,7259,7260,9297,1
4408,410,651,6873,7522,46,1388,9980,4879,4622,1732,4148,1672,0
1970,3500,1776,3049,4310,8561,6720,622,5666,6331,2364,2663,2571,0
2767,9286,4129,9505,9137,3165,1384,3550,8978,3954,1969,683,2408,0
175,3775,3687,325,4427,5930,5324,4513,8744,6828,6567,7954,1799,0
9567,2348,3778,4420,9326,3681,2844,958,7594,4714,6004,7642,7043,1
5313,5129,223,5253,1259,8457,4295,8211,4895,1207,435,3548,2073,0
1470,6586,7256,5551,267,8194,6790,9715,7490,7534,4880,1697,5849,1
2431,9747,9929,6828,6117,4595,3872,5015,5763,3094,7982,6269,7594,1
7256,3488,2490,7399,7110,26,8088,3949,3798,8452,8543,9283,9064,1
4028,7749,1028,8773,3019,8731,8688,257,7995,8074,1885,7145,8384,1
174,4631,2623,9297,6939,2079,4535,5709,1786,2016,9891,9884,4456,1
5879,4566,5009,1108,7269,595,9102,2148,9062,9703,3693,7779,9150,1
6597,6086,7727,9501,4935,1144,8791,5140,839,7614,1596,3660,5953,1
765,8709,7155,6473,5312,8521,3688,2356,4428,4802,5027,8068,7122,1
2102,8811,611,728,5614,9453,3777,945,5164,7047,5986,7537,1697,0
8784,8156,1182,6468,4538,3239,8500,3876,7157,4260,3893,3665,6299,1
4662,9938,6189,1117,2424,7504,4363,6793,55,8781,9780,6329,6605,1
5747,901,3748,4630,4534,3806,9714,2100,7456,655,5976,9031,8799,1
5656,2904,361,1129,3540,4130,9746,3107,8904,7788,3277,9746,4690,1
1128,248,8407,4898,8168,1330,510,8432,4611,5334,1893,7809,343,0
3459,6751,9114,1245,7034,5749,4784,1644,2117,8392,2903,5594,4346,1
799,8673,8444,6725,9275,738,6506,431,3057,910,3798,5315,3495,0
5789,2386,6020,7880,2222,8544,1760,8682,5395,7845,9023,7414,9554,1
5919,2435,7364,3638,3144,5495,3097,8907,2542,4801,3432,5649,4098,1
