col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,target
40,63,50,47,40,64,50,46,40,66,56,51,44,63,56,46,41,58,47,42,38,63,53,44,45,72,56,55,46,68,58,53,39,72,62,55,2
40,66,54,50,40,67,58,51,43,78,64,60,37,63,52,42,37,58,51,46,42,74,70,64,39,72,60,51,43,68,62,57,42,76,71,62,2
40,66,58,52,43,78,62,58,43,74,64,57,37,59,52,46,41,73,68,62,45,76,66,61,42,68,60,55,43,76,71,60,42,78,66,59,2
43,74,62,56,32,57,46,42,32,56,48,42,44,78,65,59,41,62,51,42,34,59,45,42,42,80,64,55,40,72,66,53,29,61,50,47,2
32,56,46,43,32,57,46,40,32,56,45,39,41,63,52,42,33,58,43,40,31,59,49,42,39,72,64,51,30,61,50,45,29,58,50,44,2
32,56,46,41,32,57,43,37,29,56,45,42,33,59,44,40,30,58,47,40,31,56,45,42,29,61,48,43,30,58,50,42,29,58,50,44,2
32,56,43,38,29,57,43,40,32,59,45,44,30,59,48,40,30,55,43,40,34,59,53,44,29,58,48,40,30,58,50,42,32,58,46,44,2
29,52,37,38,29,49,34,30,26,48,36,32,33,52,35,34,33,48,37,31,34,49,39,33,29,54,41,38,33,50,37,37,29,50,37,36,3
29,48,34,31,26,49,34,30,29,48,39,36,33,49,38,31,33,48,37,31,31,49,36,33,32,50,35,35,30,50,37,34,26,50,37,32,3
26,48,34,31,29,49,37,34,26,45,36,32,33,49,38,31,30,48,34,31,31,49,33,29,29,50,35,32,27,50,37,30,29,47,40,36,3
29,48,37,35,26,46,34,30,26,45,32,32,30,49,35,31,30,48,31,27,31,47,36,29,26,50,35,28,30,47,40,34,32,47,40,36,3
26,45,34,31,26,46,30,30,29,45,28,32,30,49,32,27,30,46,34,27,31,49,36,33,29,47,38,32,33,47,40,34,29,50,40,36,3
29,45,26,31,26,46,30,26,26,45,36,32,30,49,35,31,27,48,34,27,31,47,36,29,29,50,38,32,30,47,37,34,32,50,37,36,3
26,45,34,31,29,46,30,26,29,45,36,28,30,47,35,27,27,43,31,27,28,44,36,33,32,50,35,32,30,47,37,34,29,44,37,32,3
29,45,30,27,29,46,34,26,26,42,36,28,27,44,32,27,27,43,34,31,28,47,33,29,29,47,35,32,30,44,37,30,26,44,33,32,3
29,45,34,27,26,43,34,26,23,42,36,28,27,44,35,31,27,46,31,27,28,49,39,36,29,44,35,28,27,44,33,30,26,47,37,39,3
23,42,34,27,23,43,30,30,23,42,28,28,27,49,38,34,27,46,34,31,22,42,29,25,26,47,35,35,22,39,37,40,15,29,40,50,3
23,42,26,27,20,41,26,23,20,40,32,28,21,42,28,23,18,39,27,31,19,38,39,42,15,29,38,46,13,16,50,63,6,10,58,79,1
23,40,30,27,20,36,30,30,16,25,39,42,16,26,48,52,8,12,55,69,6,8,57,81,2,8,56,80,5,6,62,87,4,6,62,90,1
20,35,30,31,16,26,37,40,14,15,45,57,8,13,56,69,5,7,55,79,6,5,57,84,4,6,60,85,5,6,62,87,2,4,62,88,1
16,25,37,41,14,16,43,55,8,9,52,69,5,8,56,79,5,4,55,82,6,6,57,84,4,6,60,85,3,4,62,85,4,6,58,88,1
8,9,50,69,5,6,58,78,8,9,56,69,5,6,56,82,2,5,55,82,6,6,57,84,4,6,56,83,5,8,58,87,4,6,62,90,1
5,5,58,79,8,10,54,68,18,31,45,44,2,6,56,82,5,5,55,82,12,15,49,61,4,8,56,85,5,6,62,87,4,6,58,88,1
18,31,43,43,32,53,43,37,36,56,48,44,11,15,48,59,24,39,37,34,34,56,45,42,4,6,56,83,13,22,46,53,26,50,43,39,1
36,56,46,43,40,60,50,42,36,59,48,44,33,56,44,40,37,58,43,42,38,52,45,42,26,50,41,35,33,58,50,42,35,58,50,44,2
40,59,50,43,36,60,46,42,36,59,48,44,37,59,44,42,37,51,43,40,34,56,49,42,32,58,48,40,36,58,50,42,35,54,46,44,2
36,59,46,43,36,60,46,42,36,59,48,44,37,52,44,40,33,55,47,40,38,56,45,44,35,58,48,40,36,54,46,42,32,54,46,44,2
36,59,46,43,36,60,46,42,36,56,48,44,33,56,48,40,37,55,43,42,38,59,45,44,35,54,44,40,33,54,46,42,42,61,54,50,2
40,63,50,43,40,64,54,46,40,63,52,48,44,63,52,46,44,65,51,46,42,63,49,48,42,65,56,46,40,65,54,45,39,61,54,47,2
40,63,50,47,40,64,50,46,40,59,56,51,41,63,48,46,37,62,47,46,42,63,49,44,39,61,52,43,40,61,50,45,39,58,50,47,2
40,63,50,47,40,60,54,49,40,63,52,48,37,63,48,46,41,62,47,42,38,59,49,48,39,61,48,43,40,58,50,45,42,61,54,50,2
40,59,54,50,40,64,50,46,40,63,52,48,41,63,48,42,37,58,47,46,38,59,53,44,39,58,48,43,43,61,54,48,42,65,50,53,2
40,63,50,47,40,64,50,46,40,59,52,44,37,59,48,46,37,58,51,42,42,63,53,44,42,61,52,46,43,65,50,51,42,61,54,47,2
40,63,50,47,40,60,50,42,40,59,52,48,37,59,52,42,41,62,51,42,42,63,49,44,42,65,48,49,43,61,54,45,39,65,50,47,2
40,59,50,47,36,60,46,46,40,59,48,51,41,63,48,42,41,62,47,42,42,59,45,44,39,65,48,43,36,61,50,45,39,61,54,50,2
36,59,46,47,40,60,46,49,40,63,48,48,41,63,48,42,41,58,43,42,38,59,45,42,35,61,48,43,40,61,54,48,39,61,54,50,2
36,59,43,41,36,53,43,40,36,59,48,44,41,59,48,42,37,55,43,40,38,59,45,44,39,65,48,40,40,65,54,45,39,65,50,47,2
36,52,43,41,36,60,46,42,40,63,52,51,37,56,44,40,37,58,43,42,42,63,49,48,39,65,52,43,40,65,50,45,39,61,50,47,2
36,59,46,43,40,64,50,49,36,63,48,48,37,59,44,42,41,62,47,46,42,63,49,48,39,65,48,43,40,61,50,45,39,61,54,50,2
36,63,50,47,40,64,50,49,36,59,48,48,37,63,48,42,37,62,55,46,38,59,49,44,39,58,52,46,40,61,54,45,39,61,54,50,2
40,63,50,50,36,60,46,46,36,59,45,44,37,63,56,46,37,58,47,42,34,59,45,44,39,61,52,43,40,61,54,48,35,58,50,47,2
36,59,43,43,32,57,40,42,32,56,45,39,33,59,44,42,33,58,47,40,34,56,42,39,35,58,48,43,36,61,54,45,39,54,46,44,2
36,56,37,41,32,57,43,40,32,56,45,42,30,52,41,37,30,51,43,37,34,56,45,42,35,58,44,43,36,58,43,40,35,54,43,44,2
36,56,43,41,32,53,40,40,32,56,48,42,37,56,44,40,37,51,37,40,34,56,42,39,35,58,48,40,36,65,54,45,39,61,54,47,2
32,52,40,41,32,57,46,40,32,52,45,39,37,52,38,40,33,55,40,37,34,56,45,39,35,65,52,43,40,61,54,45,39,61,46,47,2
32,56,46,41,32,53,43,37,32,52,42,42,33,56,41,37,33,55,43,37,34,52,42,39,39,61,52,43,40,61,46,45,35,58,50,44,2
32,52,40,41,36,53,43,40,32,52,42,42,33,52,41,37,30,55,37,37,31,56,45,42,35,58,48,40,36,58,46,42,35,58,43,44,2
32,52,40,41,32,57,43,37,32,52,45,42,30,56,44,40,33,51,43,40,34,52,42,39,35,58,41,40,33,58,46,42,32,58,54,47,2
32,56,43,38,32,53,43,40,32,52,45,44,33,52,44,40,33,51,40,37,34,56,45,42,32,58,44,40,33,58,54,45,39,61,54,47,2
32,52,43,41,32,53,43,42,32,56,45,44,33,52,41,37,33,55,43,40,38,56,45,42,32,58,52,43,40,61,54,45,39,61,54,44,2
36,56,50,43,36,57,50,42,32,52,42,42,33,59,44,37,33,58,43,40,38,59,45,42,29,58,44,40,33,61,46,45,32,54,46,47,2
36,56,50,43,32,53,40,40,29,42,28,32,33,59,44,40,37,58,43,40,31,47,39,33,32,61,44,43,33,54,46,45,32,54,46,42,2
32,52,40,41,29,43,26,30,26,38,32,28,37,59,44,40,30,46,37,31,25,42,29,29,32,54,44,43,33,54,46,40,29,47,33,36,5
29,42,26,31,26,39,30,26,23,40,32,28,30,47,38,31,24,41,27,27,25,40,25,25,32,54,44,38,30,47,33,34,23,41,26,28,5
26,38,30,27,23,41,30,26,23,38,20,28,24,42,28,27,24,39,23,23,25,42,25,29,29,47,31,32,24,41,26,26,23,47,33,32,5
23,40,30,27,23,39,18,26,20,35,24,28,24,40,24,23,24,41,23,27,25,40,29,29,23,41,24,24,24,47,33,30,26,44,29,32,5
20,35,22,27,20,29,18,26,16,25,17,25,24,40,28,27,21,37,16,19,19,31,11,18,26,44,27,28,27,41,29,30,21,41,26,28,5
20,28,18,27,16,26,15,23,16,21,20,28,21,38,17,19,18,30,9,16,19,29,15,21,26,41,27,28,22,41,26,26,23,41,26,25,5
16,25,15,24,16,22,18,26,16,18,20,32,18,31,10,16,18,28,13,19,19,31,15,25,21,41,24,24,24,41,26,23,21,39,18,25,4
16,21,18,27,16,19,18,30,14,15,17,32,18,29,14,19,18,30,13,23,17,23,18,25,23,41,24,21,22,39,18,23,17,29,18,21,5
16,18,18,31,14,16,15,30,8,9,13,28,18,31,14,23,16,22,16,23,15,15,18,29,21,39,16,21,18,29,18,19,15,22,18,25,4
44,62,56,48,41,59,48,43,37,62,54,45,45,72,56,55,45,67,55,51,40,72,61,53,45,81,70,59,42,72,63,54,38,72,63,56,2
41,58,48,44,37,63,52,43,37,58,54,49,45,68,56,51,39,71,59,51,43,68,61,57,41,72,61,52,39,72,63,54,38,76,68,60,2
37,62,52,44,37,59,52,47,41,73,71,65,39,72,60,51,42,67,59,55,43,75,70,60,38,72,61,52,39,76,68,58,38,76,72,66,2
37,58,52,48,41,74,69,63,44,77,67,62,42,68,60,55,42,75,68,58,43,78,65,57,38,76,66,56,39,76,72,64,38,76,72,63,2
41,73,69,64,44,77,65,60,41,62,54,45,42,76,69,58,42,78,63,55,40,72,65,53,38,76,70,62,39,76,72,61,38,76,63,60,2
44,77,65,61,41,63,52,43,33,58,46,43,42,80,64,55,39,71,63,51,30,61,49,45,38,76,70,59,39,76,63,58,34,65,51,51,2
30,58,48,42,30,56,44,41,33,58,54,45,29,58,48,40,29,57,47,40,33,58,45,42,28,58,42,37,32,55,44,39,31,55,44,41,2
30,55,44,42,30,52,41,38,33,51,37,37,32,58,41,38,29,57,43,38,30,54,42,40,31,55,39,37,32,55,44,37,34,51,41,39,2
30,51,41,39,33,52,35,35,33,48,40,34,29,58,44,38,29,53,40,38,33,50,36,37,31,55,42,35,35,51,41,37,31,51,38,35,2
33,48,38,33,33,49,38,32,30,48,37,34,32,50,35,35,29,49,34,32,27,50,36,30,31,51,36,31,32,48,38,33,31,48,41,35,3
33,48,38,33,30,49,35,32,30,48,34,30,29,50,35,32,26,49,34,28,30,47,39,34,31,48,36,31,32,48,41,33,31,51,38,35,3
30,48,35,33,30,49,32,28,30,46,37,30,26,50,35,28,29,46,37,32,33,47,39,34,31,48,39,31,32,51,38,33,31,51,38,35,3
30,48,32,29,30,47,35,28,30,48,37,34,29,47,38,32,32,46,37,32,30,50,39,34,31,51,36,31,32,51,38,33,31,48,34,31,3
30,48,35,33,27,49,35,28,30,46,37,30,29,50,38,32,29,46,34,32,33,50,36,34,31,48,32,27,32,48,34,33,31,45,34,31,3
27,48,35,29,30,47,35,28,27,43,34,30,29,47,35,32,32,49,34,32,30,47,36,34,31,48,32,31,32,45,34,29,25,45,38,35,3
30,46,35,29,27,44,32,28,27,43,37,34,32,50,35,32,29,46,34,32,30,44,36,30,31,45,32,27,26,45,38,33,25,42,38,35,3
27,43,32,29,27,44,35,32,27,46,34,30,29,47,35,32,29,43,34,28,27,44,32,30,25,45,36,31,26,42,38,33,19,34,44,44,3
27,43,35,33,27,47,32,28,27,48,40,37,29,44,35,28,26,43,30,28,27,47,36,37,25,42,36,31,20,34,44,42,15,16,51,66,3
27,46,32,29,27,49,38,35,27,46,37,34,26,44,31,28,26,46,34,35,22,39,36,40,19,34,42,40,16,16,51,64,9,10,63,84,3
27,48,38,36,27,47,35,32,21,41,30,26,26,47,35,35,21,38,34,38,16,29,39,48,15,16,49,62,10,10,63,81,6,6,63,89,1
27,46,35,33,21,42,28,24,18,39,30,34,21,39,35,38,15,28,37,46,13,16,49,63,9,10,61,79,7,6,63,86,6,6,68,89,1
18,39,28,33,18,38,38,41,16,25,50,55,12,16,48,61,6,9,55,75,3,8,57,83,6,6,66,84,7,6,63,86,4,6,68,86,1
16,25,48,54,8,13,56,70,5,7,58,81,2,8,56,81,4,5,59,86,5,6,61,88,4,6,66,81,5,6,59,86,4,4,59,92,1
8,12,56,71,5,8,56,80,5,4,58,84,4,6,60,86,4,5,59,86,3,4,61,86,4,6,57,84,5,4,59,89,4,6,68,89,1
5,7,56,81,5,5,56,83,5,5,58,84,4,6,60,86,2,3,59,84,5,6,57,86,4,4,57,87,5,6,68,86,4,4,63,89,1
5,4,56,84,5,6,56,83,2,5,58,84,2,4,60,84,4,5,55,84,5,8,57,88,4,6,66,84,5,4,63,86,6,4,68,92,1
11,14,48,61,24,40,38,35,33,55,46,43,4,6,56,84,12,21,43,51,27,50,42,37,1,4,66,87,5,10,59,74,19,38,47,44,1
24,39,38,36,33,56,44,41,37,58,46,45,12,22,44,51,26,49,40,35,33,58,49,42,4,10,57,72,20,38,47,42,34,58,47,44,2
37,58,44,44,37,52,44,41,33,55,50,43,32,58,48,40,35,57,47,40,36,54,45,42,34,58,45,40,39,65,51,49,38,58,55,47,2
37,51,44,42,33,56,48,41,37,55,46,45,35,58,48,40,35,53,43,40,33,54,45,42,38,65,49,47,39,58,55,45,34,65,47,47,2
33,55,48,42,37,56,44,43,37,58,46,45,35,54,44,40,32,53,43,40,43,61,53,48,38,58,53,43,35,65,47,45,34,61,51,47,2
37,55,44,44,37,59,44,43,37,62,54,45,32,54,44,40,42,60,51,46,43,68,53,48,34,65,45,43,35,61,51,45,41,61,51,47,2
37,58,44,44,37,63,52,43,41,62,54,49,42,61,52,46,42,67,51,46,43,68,53,48,34,61,49,43,42,61,51,45,41,65,51,47,2
37,62,52,44,41,63,52,47,44,62,54,49,42,68,52,46,42,67,51,46,43,65,57,48,41,61,49,43,42,65,51,45,38,61,47,44,2
41,62,52,48,44,63,52,47,44,65,54,49,42,68,52,46,42,64,55,46,40,65,53,45,41,65,49,43,39,61,47,42,34,58,47,44,2
41,62,48,48,37,63,48,47,41,62,50,45,39,61,52,43,39,60,47,43,40,58,49,45,38,61,45,43,39,65,55,42,41,65,55,51,2
37,62,48,48,41,63,48,43,37,58,50,49,39,61,48,43,39,57,47,43,43,61,53,48,38,65,53,40,42,65,55,49,38,65,51,47,2
37,58,48,48,37,59,52,43,41,62,54,45,42,61,52,46,42,64,47,49,43,61,53,45,38,65,49,43,42,61,51,45,38,61,51,47,2
37,58,52,44,41,63,52,43,41,62,50,45,42,65,48,49,42,60,51,43,40,65,49,45,41,61,49,43,39,61,51,45,34,58,55,47,2
41,62,48,44,41,63,48,43,41,58,46,45,39,65,48,43,35,60,47,43,40,61,53,48,34,58,53,43,35,61,55,49,38,65,55,47,2
41,58,44,44,37,59,44,41,41,58,50,43,39,61,52,46,39,60,51,46,43,61,45,48,38,65,53,43,39,61,51,45,38,65,51,47,2
41,58,48,42,41,59,48,43,37,55,46,43,42,61,44,46,39,64,47,40,40,65,53,45,38,65,49,43,42,65,55,49,41,65,55,51,2
41,58,48,44,37,56,44,41,37,58,46,45,39,65,48,40,39,64,51,43,40,65,49,45,41,65,53,47,42,65,55,49,38,61,55,51,2
37,55,44,42,37,59,44,43,41,62,50,49,39,65,52,43,39,64,47,43,40,61,49,45,41,65,53,47,39,61,55,49,38,68,55,51,2
41,62,48,48,41,63,48,47,37,62,50,45,39,61,48,43,39,60,51,46,40,58,53,48,38,68,53,47,42,68,59,51,38,65,51,51,2
41,62,48,48,37,63,48,43,37,62,58,49,39,61,52,46,39,57,51,46,40,61,53,45,41,68,57,49,39,65,51,49,34,61,51,47,2
37,62,48,44,37,63,56,47,37,58,50,45,39,58,52,46,39,60,51,43,40,61,53,48,38,65,49,47,35,61,51,45,38,61,55,47,2
37,58,48,44,33,59,44,43,33,58,50,43,39,61,52,46,35,57,47,43,36,61,53,45,38,61,53,43,42,61,51,45,41,61,51,47,2
33,58,48,42,33,56,41,38,30,51,43,40,35,61,52,43,39,53,43,40,36,58,45,45,41,61,49,43,39,58,47,42,38,61,47,44,2
33,55,41,39,30,52,41,38,30,51,46,40,39,54,44,40,35,57,43,43,36,58,42,40,38,58,45,40,39,61,47,42,38,61,55,47,2
30,51,41,39,30,52,44,38,33,55,46,43,35,58,44,43,35,57,40,38,36,54,42,42,38,61,45,40,39,61,55,45,34,65,55,47,2
30,51,44,39,33,56,44,41,37,55,46,43,35,58,41,38,35,53,40,40,36,58,49,42,38,61,53,43,35,65,55,45,34,58,55,51,2
33,55,44,42,37,56,44,41,37,51,40,43,35,54,41,40,35,57,47,40,36,65,53,45,34,65,53,43,35,58,55,49,38,65,59,53,2
37,51,38,42,33,56,41,38,33,55,46,40,35,65,52,43,39,60,51,43,40,61,45,45,38,65,57,49,39,65,59,49,38,61,51,51,2
33,51,41,39,30,56,38,38,30,55,46,43,35,58,48,40,35,57,43,40,36,58,42,42,38,61,45,43,39,61,51,45,38,65,51,47,2
30,55,38,39,30,56,44,41,33,51,46,43,35,58,44,40,35,57,40,40,33,58,45,42,38,61,49,43,39,65,51,45,38,58,51,44,2
33,51,44,42,33,52,41,38,33,55,46,43,32,58,44,40,32,57,51,43,40,61,53,45,38,58,49,40,35,58,47,42,38,58,55,47,2
33,55,44,42,37,56,44,41,33,58,46,45,39,61,52,43,39,60,51,40,33,58,45,42,38,58,53,43,35,58,44,42,31,55,41,41,2
37,55,44,42,33,59,44,43,33,58,46,40,39,61,52,40,32,57,43,40,30,58,45,42,34,58,42,40,32,55,41,39,34,55,47,44,2
33,58,44,44,33,59,44,38,33,58,46,43,32,58,44,40,29,57,43,40,33,61,45,45,31,55,39,37,35,55,47,42,31,55,44,44,2
33,58,44,39,33,59,44,41,37,58,46,43,29,58,44,40,32,60,43,43,33,54,45,45,34,55,45,40,32,55,44,42,31,55,41,41,2
33,58,44,42,37,59,44,41,30,46,40,34,32,61,44,43,32,53,43,43,33,54,45,40,31,55,42,40,32,55,41,39,28,51,38,39,2
24,39,24,25,24,42,24,28,24,39,30,30,23,41,24,24,23,46,30,28,27,44,28,30,28,45,28,31,29,45,30,33,22,45,30,31,5
24,39,28,29,21,38,17,20,18,30,12,19,26,44,27,28,26,40,26,28,22,41,25,26,22,45,28,27,26,45,30,33,25,42,26,31,5
18,30,10,18,18,29,14,20,18,30,16,26,21,41,24,24,23,40,23,21,22,39,17,23,25,42,24,27,26,42,30,29,25,40,22,24,5
18,28,14,21,18,31,14,24,16,22,19,26,23,41,24,21,21,38,15,21,18,29,17,19,25,42,28,27,26,40,22,22,19,38,18,20,5
18,30,14,25,16,23,17,24,14,14,19,30,21,39,16,21,17,28,15,17,16,22,17,23,25,40,20,20,20,38,18,18,22,40,22,28,5
45,71,56,57,45,68,56,52,39,71,62,54,45,81,70,59,41,71,60,52,39,72,62,54,41,77,72,60,39,77,74,59,38,73,69,61,2
45,67,56,53,39,72,60,52,42,67,62,58,41,72,61,52,38,71,60,52,39,75,67,58,38,77,72,57,39,73,69,59,41,73,65,61,2
42,67,60,57,42,75,69,59,42,79,66,58,38,76,66,56,38,75,69,62,39,75,71,61,41,73,63,57,39,73,65,55,41,69,60,57,2
42,75,69,60,42,79,64,56,39,71,66,54,38,76,70,62,38,75,69,59,39,75,62,58,38,73,63,53,42,69,60,55,38,69,60,54,2
42,78,64,57,39,72,64,52,29,60,50,46,38,76,70,59,38,75,60,56,35,65,50,49,41,69,58,53,39,69,60,52,34,62,53,45,2
29,57,48,42,29,58,48,41,32,57,46,43,28,58,42,37,31,54,41,37,32,55,43,39,34,56,43,36,32,52,42,38,31,56,45,40,2
29,57,48,42,32,58,44,41,32,57,43,41,31,55,42,37,31,54,41,37,32,55,40,39,31,52,40,36,32,56,45,38,31,52,42,40,2
32,57,44,42,32,58,41,39,29,57,46,41,31,55,42,37,31,54,38,37,32,55,43,37,31,56,43,36,32,52,42,38,31,56,42,37,2
32,57,41,40,29,58,44,39,29,53,43,41,31,55,39,37,31,54,41,35,35,51,40,37,31,52,40,36,32,56,42,35,34,52,42,40,2
29,57,44,40,29,54,41,39,32,49,37,38,31,55,42,35,34,50,38,35,32,51,37,33,31,56,40,33,35,52,42,38,31,56,42,37,3
29,53,41,40,32,50,35,36,29,49,37,35,34,51,39,35,31,50,35,31,32,48,37,33,34,52,40,36,32,56,42,35,31,52,42,37,3
29,49,35,34,26,50,35,29,29,46,40,35,31,48,36,31,31,47,38,31,32,51,37,33,31,52,40,33,35,52,42,35,31,49,35,33,3
32,46,38,34,29,50,38,33,29,46,37,35,31,51,36,31,31,47,31,27,32,48,33,33,24,49,37,33,29,49,39,31,24,41,39,37,3
29,46,35,34,32,50,35,33,29,46,37,35,31,48,32,31,31,44,31,27,26,45,37,33,24,41,37,33,23,33,42,46,14,20,48,61,3
32,49,35,34,29,47,35,33,29,43,37,31,31,45,32,27,25,44,35,31,26,42,37,33,22,33,40,44,15,20,48,59,14,20,45,52,3
26,43,31,30,26,47,35,36,21,38,37,41,19,34,42,40,15,15,48,62,10,10,62,82,12,13,51,66,6,6,69,95,5,4,74,96,1
26,46,35,37,21,39,35,39,15,28,40,49,15,16,49,62,9,9,60,80,7,6,62,87,5,6,67,93,6,4,74,93,5,4,69,98,1
12,15,48,63,6,10,56,76,2,7,58,83,6,6,66,85,6,5,60,85,5,6,67,84,3,4,72,93,4,4,74,93,3,4,69,92,1
6,9,56,77,2,8,56,82,4,5,62,88,6,6,61,85,4,5,65,82,5,6,58,87,3,4,72,91,4,4,69,89,5,4,69,92,1
2,7,56,83,4,6,60,87,4,5,62,88,4,6,66,82,4,5,56,85,5,4,58,90,3,4,67,87,6,4,69,89,3,4,69,92,1
4,5,60,88,2,4,60,85,4,5,58,86,4,4,57,88,4,5,65,85,5,4,62,87,3,4,67,87,4,4,65,86,3,4,65,89,1
4,5,56,86,4,8,56,87,4,5,62,88,4,4,61,85,6,3,65,88,2,4,67,87,3,4,63,84,6,6,69,84,3,4,65,89,1
4,7,56,88,4,6,60,87,4,5,58,86,6,4,66,88,1,3,65,85,2,4,67,90,5,6,67,82,4,4,65,86,3,4,65,87,1
4,5,60,88,4,6,56,85,12,21,46,54,1,4,66,85,1,3,65,88,5,10,58,75,3,4,63,84,4,4,65,84,5,6,57,87,1
12,21,44,53,26,50,41,36,32,57,50,43,4,10,57,73,19,37,44,40,35,58,46,42,5,6,55,82,10,17,53,59,24,46,45,43,1
26,49,41,37,32,58,48,41,35,57,50,43,19,38,45,40,34,57,44,40,39,65,50,49,9,17,51,57,25,46,45,41,38,59,48,48,2
32,57,48,42,35,58,48,41,35,53,46,43,34,58,45,40,38,64,48,47,39,58,54,45,24,46,43,39,39,59,48,46,38,59,48,48,2
35,57,48,42,35,54,44,41,32,53,46,43,38,65,49,47,38,57,52,43,35,65,46,45,38,59,46,44,39,59,48,46,38,62,48,48,2
35,53,44,42,32,54,44,41,42,60,54,49,38,58,53,43,34,64,44,43,35,61,50,45,38,59,46,44,39,62,48,46,38,62,53,45,2
42,60,52,48,42,68,52,47,42,67,54,49,34,61,49,43,41,60,48,43,42,65,50,45,38,62,51,41,39,62,53,46,41,62,53,48,2
42,67,52,48,42,68,52,47,42,64,58,49,41,61,49,43,41,64,48,43,39,61,46,42,38,62,51,44,42,62,53,46,38,59,53,45,2
42,67,52,48,42,65,56,47,39,64,54,46,41,65,49,43,38,60,44,40,35,58,46,42,41,62,51,44,39,59,53,43,38,59,48,48,2
42,64,56,48,39,65,52,44,39,60,54,46,38,61,45,40,34,57,44,40,39,61,46,45,38,59,51,41,39,59,48,46,41,62,53,48,2
39,64,52,45,39,61,52,44,39,60,50,46,34,58,45,40,38,60,44,43,39,65,54,42,38,59,46,44,42,62,53,46,38,62,53,48,2
39,60,52,45,39,61,48,44,39,57,50,46,38,61,45,43,38,64,52,40,42,65,54,49,41,62,51,44,39,62,53,46,38,62,53,48,2
39,57,48,45,42,61,52,47,42,64,50,52,41,65,53,47,38,64,48,43,42,61,50,45,38,62,51,44,39,62,57,46,38,62,53,48,2
42,60,52,48,42,65,48,50,42,60,54,46,38,65,49,43,41,60,48,43,39,61,50,45,38,62,55,44,39,62,53,46,38,62,48,45,2
42,64,48,51,42,61,52,44,39,64,50,46,41,61,49,43,38,60,48,43,35,58,54,45,38,62,51,44,39,62,48,43,38,62,45,48,2
39,64,48,45,35,61,48,44,39,60,54,49,34,58,53,43,34,60,52,47,39,65,54,45,38,62,43,44,39,62,48,43,38,62,53,45,2
35,60,48,45,39,61,52,47,39,60,54,49,34,61,53,47,38,64,52,43,39,61,50,45,38,62,46,41,39,62,53,43,34,59,48,45,2
39,60,52,48,39,61,52,47,42,60,46,49,38,65,53,43,38,60,48,43,39,65,50,45,38,62,51,41,35,59,48,43,34,62,53,48,2
39,64,48,42,39,65,52,44,39,64,50,46,41,65,53,47,41,64,52,47,39,61,54,49,38,62,55,48,39,62,53,46,38,62,53,48,2
39,60,48,45,39,61,52,47,39,57,54,49,38,68,53,47,41,67,56,49,39,65,50,49,38,62,46,44,39,62,53,50,41,66,60,52,2
39,60,52,48,39,58,52,47,39,60,54,46,41,68,57,49,38,64,48,47,35,61,50,45,38,62,51,48,42,66,60,50,38,66,53,45,2
39,57,52,48,39,61,52,44,39,60,54,49,38,65,49,47,34,60,48,43,39,61,54,45,41,66,58,48,39,66,53,43,34,56,48,45,2
39,60,52,45,39,61,52,47,35,57,50,46,34,61,49,43,38,60,52,43,42,61,50,45,38,66,51,41,35,56,48,43,34,59,53,48,2
39,60,52,48,35,58,48,44,35,60,54,46,38,61,53,43,41,60,48,43,42,61,50,45,34,56,46,41,35,59,53,46,38,62,53,45,2
35,60,52,45,39,54,44,41,35,57,46,46,41,61,49,43,38,57,44,40,39,61,46,42,38,62,51,41,39,59,48,43,38,62,53,48,2
39,53,44,42,35,58,44,44,35,57,43,41,38,58,45,40,38,60,44,40,39,61,54,45,38,59,46,41,39,62,53,46,38,59,53,52,2
35,57,44,45,35,58,41,39,35,53,43,43,38,61,45,40,38,60,52,43,35,65,54,45,38,62,51,44,39,59,53,50,34,62,53,48,2
35,53,41,42,35,58,48,41,35,64,54,46,34,65,53,43,34,57,52,47,39,65,58,51,34,62,51,44,39,66,53,50,41,66,57,52,2
35,57,48,42,35,65,52,44,39,60,54,46,34,58,53,47,38,64,56,49,39,65,58,49,38,66,51,48,42,66,57,50,38,59,53,45,2
39,60,52,45,39,61,44,44,35,57,50,43,38,65,57,47,38,60,48,47,39,61,46,45,38,59,51,41,39,59,48,43,38,62,53,48,2
39,60,44,45,35,58,48,41,35,57,46,43,38,61,49,47,38,60,44,43,39,61,50,45,38,59,46,41,39,62,53,46,38,62,57,48,2
35,57,48,42,35,58,44,41,35,57,43,43,38,61,45,43,38,60,48,43,39,65,50,45,38,62,51,44,39,62,57,46,38,59,57,45,2
35,57,41,42,32,58,44,41,32,57,54,46,38,65,49,43,38,57,48,40,35,58,46,42,38,59,55,41,39,56,48,43,34,59,48,45,2
32,57,44,42,32,58,52,44,39,60,54,46,38,58,49,40,34,57,44,40,39,58,54,45,38,56,46,41,35,59,48,43,38,59,53,45,2
32,57,52,45,39,61,52,44,39,60,54,43,34,58,45,40,38,57,52,43,35,58,43,42,34,59,46,41,39,59,53,43,34,56,45,43,2
39,60,52,45,39,61,52,41,32,57,46,43,38,58,53,43,34,57,41,40,32,55,40,39,38,59,51,41,35,56,45,41,31,52,35,37,2
