checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment, Installment,status n sex, Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,target
3,23,4,3,818,0,1,1,1,0,3,1,4,2,0,1,2,0,1,0,1
3,29,4,1,895,1,2,1,1,0,3,2,5,0,0,1,1,0,0,0,1
1,17,2,1,686,2,1,2,1,0,3,2,9,2,0,0,2,0,0,0,1
1,2,1,7,12,3,1,3,1,0,1,1,5,0,0,0,2,1,0,0,1
3,17,2,9,713,3,2,1,2,0,2,1,35,2,1,2,3,0,1,0,1
0,17,3,0,205,0,0,3,2,0,1,0,24,2,2,1,2,1,0,0,1
3,13,4,0,271,0,2,2,2,0,1,1,13,0,1,1,2,0,0,0,1
3,5,2,4,254,0,3,3,2,0,1,2,3,2,1,0,2,0,0,0,1
0,13,1,3,283,0,2,3,2,0,2,2,25,0,1,0,2,0,0,0,1
0,17,2,0,731,0,3,1,2,1,2,1,12,2,1,0,2,0,1,0,1
1,8,2,4,274,0,1,0,3,0,0,0,4,2,0,0,2,0,0,0,1
0,8,2,8,83,0,3,3,3,0,3,1,2,2,0,0,2,0,0,0,1
3,23,2,3,595,0,2,3,1,0,1,2,9,2,1,0,3,0,1,0,1
0,13,2,5,159,0,2,3,3,0,2,0,28,2,1,0,1,0,1,0,1
0,17,1,9,579,0,2,3,2,0,1,1,12,2,0,0,2,0,1,0,1
1,27,2,4,559,1,2,3,2,2,3,1,2,2,0,0,2,0,0,0,1
0,21,2,3,462,0,3,3,1,0,3,0,4,2,0,0,2,0,0,0,1
0,5,2,0,239,0,1,2,2,0,1,3,8,2,2,0,3,0,1,0,1
1,19,2,9,669,0,2,3,2,0,1,2,17,2,1,0,2,1,1,0,1
2,21,3,9,348,0,4,3,2,0,3,0,47,2,1,0,3,0,1,0,1
1,8,2,0,161,0,4,0,0,0,0,0,27,2,0,1,2,0,0,0,1
0,29,2,9,700,0,1,2,1,0,3,1,5,2,0,0,2,0,0,0,1
0,23,2,3,610,0,4,3,2,0,1,2,23,2,1,0,2,1,0,0,1
3,23,3,9,850,4,1,3,2,0,3,2,8,2,0,1,2,0,1,0,1
0,17,2,4,466,0,1,3,1,0,3,0,16,2,1,0,2,0,1,0,1
0,15,1,0,302,4,2,3,2,0,1,1,21,2,1,1,1,1,0,0,1
0,13,2,4,582,0,2,1,1,0,1,0,5,2,1,0,2,0,0,0,1
0,12,4,0,495,0,4,1,2,2,3,1,24,0,0,0,2,0,1,0,1
1,11,3,6,264,3,2,2,3,0,2,1,42,1,1,1,2,0,0,0,1
1,23,2,0,911,0,4,3,2,0,1,3,38,2,2,0,3,0,1,0,1
3,15,0,0,736,4,2,0,1,0,3,1,10,0,1,1,2,0,1,0,1
1,11,2,0,497,1,2,1,1,0,3,2,9,2,0,1,2,0,1,0,1
0,29,0,3,817,0,2,2,2,0,3,3,34,2,2,1,2,1,0,0,1
2,8,1,9,23,0,1,3,1,0,0,0,7,2,1,0,0,0,0,0,1
0,17,2,3,594,0,4,3,2,0,1,1,20,2,0,0,3,0,1,0,1
3,29,4,1,895,1,2,1,1,0,3,2,5,0,0,1,1,0,0,0,1
0,8,2,8,83,0,3,3,3,0,3,1,2,2,0,0,2,0,0,0,1
0,13,4,3,398,0,2,3,1,0,3,0,5,2,0,1,2,0,0,0,1
0,13,4,6,146,0,0,1,1,0,3,3,36,2,2,2,0,1,0,0,1
0,29,2,1,884,0,3,3,2,0,3,3,20,1,2,2,2,1,1,0,1
0,17,3,4,305,0,1,3,1,0,1,2,10,2,0,0,1,0,1,0,1
0,2,2,7,13,0,1,3,1,0,3,1,4,2,1,0,2,0,0,0,1
0,8,2,8,83,0,3,3,3,0,3,1,2,2,0,0,2,0,0,0,1
1,29,4,3,739,0,2,1,1,0,2,2,11,2,1,0,3,0,1,0,1
1,29,2,4,770,0,2,1,1,0,1,0,3,2,1,0,2,0,0,0,1
0,13,2,1,835,4,4,0,2,0,3,1,32,2,2,0,2,1,1,0,1
0,20,2,0,681,0,2,2,2,0,1,2,26,2,1,0,1,0,0,0,1
1,5,4,7,133,3,4,3,2,0,2,3,13,2,2,1,2,1,0,0,1
0,8,2,1,601,0,4,2,2,0,3,3,16,2,2,0,2,0,1,0,1
1,17,2,2,893,0,2,1,2,1,2,2,10,0,1,1,3,0,1,0,1
1,13,4,0,78,0,4,3,2,0,3,2,17,0,1,0,2,1,1,0,1
0,17,2,4,359,0,1,3,0,0,2,1,13,2,1,0,2,0,0,0,1
0,25,4,7,773,0,2,3,2,0,2,3,8,0,1,0,2,0,1,0,1
1,29,0,2,920,0,2,0,1,0,1,1,13,0,1,0,3,0,1,1,1
1,5,1,0,242,1,3,1,2,0,2,3,10,2,1,0,2,0,0,0,1
1,17,2,0,214,0,1,2,1,0,3,2,6,2,1,0,1,0,1,0,1
0,29,0,1,715,0,4,2,2,0,3,3,5,2,2,1,2,1,0,0,1
0,8,1,0,42,0,1,3,2,0,1,2,27,0,1,1,2,0,1,0,1
0,13,4,0,675,0,4,0,1,0,3,0,14,0,0,2,2,0,1,0,1
0,21,2,6,899,0,1,0,0,0,0,3,15,2,1,0,1,0,1,0,1
0,8,1,4,26,0,2,3,1,0,3,0,5,0,1,0,1,0,0,0,1
0,13,2,4,582,0,2,1,1,0,1,0,5,2,1,0,2,0,0,0,1
1,8,2,0,40,0,3,1,3,0,2,2,6,0,1,0,1,0,0,0,1
1,21,2,3,609,1,2,1,1,1,3,2,2,2,0,0,2,0,0,0,1
3,13,2,3,273,0,1,3,3,1,0,1,24,2,1,0,1,1,0,0,1
0,17,2,4,374,0,2,1,2,0,3,0,2,2,0,0,1,1,0,0,1
0,29,0,1,715,0,4,2,2,0,3,3,5,2,2,1,2,1,0,0,1
0,15,1,0,302,4,2,3,2,0,1,1,21,2,1,1,1,1,0,0,1
0,2,4,3,600,0,2,0,0,0,3,0,25,2,0,0,3,0,1,0,1
1,15,2,9,145,0,4,1,1,0,3,1,20,2,1,0,2,1,0,0,1
0,8,2,0,82,4,2,3,3,0,1,2,4,2,1,0,2,0,0,0,1
0,13,2,4,341,0,2,3,1,0,3,2,6,0,0,1,2,0,0,0,1
0,13,2,3,132,0,0,3,1,0,1,2,14,2,1,0,2,0,0,0,1
3,23,3,4,707,0,2,3,2,0,1,2,7,2,1,1,3,0,1,0,1
3,23,2,3,891,0,0,3,1,0,1,2,7,2,1,1,3,0,1,0,1
0,23,2,3,745,0,3,3,2,0,1,1,10,2,1,0,2,0,0,0,1
1,21,0,9,697,1,2,3,1,0,3,2,7,2,0,1,1,0,0,0,1
0,8,0,6,128,0,3,3,2,0,2,0,9,2,1,1,2,0,0,0,1
0,13,2,0,158,0,1,3,1,0,2,2,4,2,0,0,2,0,1,0,1
1,27,4,4,725,0,1,3,2,0,1,1,6,2,1,1,1,0,0,0,1
0,23,2,3,509,0,4,1,2,0,1,1,22,0,1,0,2,1,0,0,1
3,23,3,4,707,0,2,3,2,0,1,2,7,2,1,1,3,0,1,0,1
