col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,class
117,381,125,186,207,285,427,367,345,538,662,630,214,352,284,528,394,230,188,201,243,1
214,283,362,230,311,222,429,224,190,396,136,378,301,350,737,483,543,264,534,524,69,0
225,159,279,181,324,160,493,461,324,450,671,584,404,355,321,229,370,360,211,384,263,1
145,329,398,596,490,745,543,311,484,142,225,278,427,283,156,370,44,356,217,178,272,0
272,242,314,443,661,742,838,613,573,430,283,103,98,217,284,207,160,84,243,98,312,1
216,328,75,215,48,409,194,106,48,208,238,363,580,704,796,420,601,566,194,458,109,2
241,80,322,552,620,628,648,699,466,276,320,386,256,492,170,106,178,274,166,342,149,1
267,114,125,329,66,314,256,513,515,586,606,500,419,475,623,309,219,159,281,396,319,1
228,99,245,199,272,271,258,165,328,122,481,342,631,440,473,517,350,267,430,366,325,2
326,226,178,144,113,416,98,255,376,492,410,561,579,533,643,363,337,322,362,361,183,2
349,491,306,299,485,374,337,545,212,171,334,268,328,458,629,421,401,313,414,260,322,0
195,424,424,267,451,203,358,266,430,121,165,363,230,364,474,577,431,503,359,224,295,0
160,193,218,164,448,294,331,239,468,475,532,531,498,218,352,345,211,219,385,357,126,1
194,193,153,123,134,260,117,279,320,423,285,409,343,517,642,465,434,423,204,477,278,2
104,236,348,284,65,168,351,263,290,483,388,418,343,480,686,462,470,302,268,281,203,2
274,409,434,412,511,639,778,695,503,485,134,186,118,386,248,22,276,194,323,302,387,1
328,154,280,575,420,367,583,676,499,435,294,490,350,323,389,295,277,145,221,266,225,1
248,239,332,122,115,303,271,442,294,510,425,381,444,546,396,174,359,466,369,79,216,2
194,416,383,114,361,345,242,155,204,195,239,443,463,554,705,472,464,583,404,314,292,0
351,255,240,8,235,225,409,349,423,410,479,542,571,448,457,476,419,268,266,246,348,2
141,250,169,149,190,230,372,426,521,555,587,607,374,349,331,366,432,389,65,282,390,1
155,319,417,198,418,310,501,559,400,445,361,291,81,293,427,105,380,65,147,445,105,1
198,124,6,289,355,282,95,334,545,308,363,419,496,448,632,462,557,321,318,336,143,2
257,416,503,535,623,418,647,686,580,349,199,307,333,184,197,382,289,308,295,30,87,1
198,196,286,317,315,255,395,142,286,119,220,169,379,450,639,610,594,438,215,507,175,0
431,365,551,639,590,576,763,414,664,208,103,285,73,161,215,181,302,309,225,109,86,1
259,336,366,161,321,476,371,574,418,426,539,173,313,243,342,227,404,346,462,201,205,1
333,369,258,225,142,351,228,219,447,404,527,575,637,554,668,560,381,482,324,181,499,2
203,345,176,279,275,305,190,84,257,428,236,548,488,480,695,694,534,467,561,228,288,2
260,202,110,120,76,151,390,307,523,316,386,633,550,517,357,287,112,371,361,269,279,2
366,505,175,285,305,229,386,342,754,585,420,666,450,579,287,330,180,371,143,187,313,1
293,379,203,390,534,517,702,730,543,460,330,200,299,264,97,176,310,272,358,336,208,1
230,334,338,576,537,601,694,510,242,304,294,277,238,337,218,312,313,332,270,293,370,0
442,192,338,573,295,431,434,472,309,177,160,370,407,310,376,436,298,235,231,464,287,0
328,307,349,248,234,618,750,405,441,497,454,489,372,85,281,418,151,173,270,258,192,1
225,194,349,374,530,460,597,499,499,278,205,411,165,423,273,356,383,365,270,236,296,0
74,217,155,224,234,273,129,335,360,496,577,605,574,409,320,244,301,369,246,161,358,2
338,287,224,282,288,309,35,243,8,118,188,317,461,562,773,728,665,652,442,284,268,0
316,195,214,364,459,422,517,554,594,553,562,454,494,282,115,379,198,115,223,302,171,1
5,311,352,444,576,646,723,747,629,270,251,105,343,204,261,223,261,179,175,202,253,1
93,340,408,580,644,533,497,547,361,334,402,279,25,162,109,159,179,107,354,211,416,0
268,91,186,162,137,358,110,61,511,497,524,415,616,421,564,532,303,479,280,480,252,2
253,163,194,341,424,206,373,127,131,181,355,234,513,653,741,750,773,636,273,253,404,0
184,226,238,368,221,360,518,391,399,302,125,216,295,281,560,551,515,497,261,390,313,0
291,325,431,429,507,571,282,440,445,357,345,208,182,411,207,394,419,282,132,227,361,0
177,48,205,391,171,207,374,632,691,561,473,410,312,309,96,248,151,315,24,313,372,1
170,513,321,244,341,17,213,164,97,34,88,323,678,592,790,664,591,529,368,415,99,0
245,285,221,294,213,121,233,154,282,264,334,450,471,565,455,453,437,316,363,514,434,2
189,340,168,267,141,154,359,329,236,291,274,472,480,496,553,584,323,349,392,227,298,2
152,264,490,317,525,543,287,317,358,475,119,139,430,165,407,465,369,409,394,324,364,0
254,385,306,415,576,748,557,361,175,283,44,135,27,79,213,273,310,58,299,391,273,0
215,398,538,337,559,709,687,613,298,253,309,24,108,272,362,417,145,135,143,157,274,0
311,263,385,500,670,676,619,688,302,327,156,220,138,319,177,112,219,258,375,349,225,0
168,288,354,474,575,687,610,450,461,322,150,108,198,263,164,232,209,224,209,167,43,0
59,346,429,428,638,492,735,454,568,512,330,181,264,313,250,38,344,275,243,381,298,1
206,234,303,531,468,582,782,485,371,461,368,121,196,141,290,197,278,45,221,296,293,1
306,421,382,385,468,470,698,451,441,436,310,242,167,461,128,493,476,486,290,260,355,0
349,173,317,282,340,342,497,440,465,396,628,378,464,421,282,401,267,234,214,280,166,1
274,266,243,311,336,481,376,538,519,216,163,396,146,219,360,261,369,154,269,329,224,0
337,97,250,152,191,179,168,399,380,190,658,420,444,583,475,417,280,365,166,352,330,2
247,374,322,482,448,542,431,504,455,442,119,124,206,154,528,286,381,213,339,278,344,0
339,258,110,278,322,327,456,376,499,669,618,465,515,444,257,273,365,317,235,163,328,2
293,217,426,426,477,645,543,497,351,211,73,122,248,454,340,173,385,349,371,322,115,0
235,273,542,430,612,467,868,785,419,345,309,120,196,212,199,75,181,149,183,206,246,1
148,76,73,225,355,246,193,196,233,95,216,310,590,760,716,659,633,561,405,360,239,0
356,282,199,117,142,181,232,527,473,464,373,401,535,473,582,474,435,435,92,370,210,2
230,474,366,586,558,726,775,638,483,354,125,93,63,95,197,206,157,119,149,285,192,0
274,116,339,274,332,57,230,114,354,427,195,506,533,522,668,430,478,390,384,415,304,2
421,262,175,180,214,340,243,81,1,138,110,186,372,668,590,576,626,370,452,170,357,0
64,312,215,252,160,72,208,212,246,361,326,417,460,687,565,541,740,616,456,226,393,2
280,227,333,259,323,197,199,502,402,655,745,609,681,204,449,222,103,204,70,298,281,1
281,539,360,544,596,571,672,499,361,459,243,310,199,41,205,22,224,221,370,399,126,0
3,258,90,413,358,690,466,670,553,504,339,332,448,266,263,92,205,82,109,189,155,1
272,409,201,317,407,452,268,111,313,276,357,366,541,537,588,504,499,474,451,365,338,0
352,236,180,230,216,362,310,361,358,220,530,538,579,399,475,540,341,269,219,282,334,2
52,296,180,154,149,103,295,435,104,321,416,366,643,563,657,558,422,403,517,331,446,2
451,239,315,406,458,376,531,459,513,485,388,433,291,371,396,348,93,111,285,294,231,1
99,223,343,378,594,423,830,732,373,270,315,123,54,144,387,222,378,331,359,312,57,0
326,210,530,402,389,403,529,418,265,315,178,407,222,215,129,281,255,320,244,397,169,0
179,309,320,68,78,323,360,395,497,294,498,528,698,398,478,67,233,212,201,380,240,2
205,244,462,319,468,796,861,602,501,288,102,236,124,138,172,414,409,400,147,377,332,0
407,371,217,123,289,43,318,393,551,474,540,415,582,345,341,234,518,130,304,80,346,2
296,410,247,422,436,514,400,276,420,182,365,271,393,460,309,569,494,356,429,284,258,0
258,284,232,134,274,274,95,282,314,113,471,326,490,635,604,485,482,445,254,340,104,2
134,193,388,151,201,396,371,437,573,678,604,439,374,595,271,205,164,312,245,194,420,1
155,492,439,526,613,774,687,590,623,322,284,148,41,13,260,143,182,192,220,170,339,0
286,361,235,259,263,171,152,141,180,196,183,412,417,784,806,578,454,564,270,276,323,0
285,371,375,454,302,533,544,552,528,507,440,171,339,171,197,234,251,188,111,322,326,1
359,363,384,210,371,623,335,745,568,558,374,505,337,265,241,80,176,319,30,205,263,1
146,294,159,126,315,355,170,488,519,486,552,423,568,415,277,314,302,162,309,355,175,1
264,115,292,223,261,485,484,518,487,701,404,500,529,257,182,252,144,469,261,346,323,1
232,50,119,403,348,259,150,193,68,236,118,362,463,630,594,590,599,552,480,166,208,2
201,283,355,220,215,272,245,311,159,320,287,446,519,700,694,504,441,398,339,389,210,2
301,215,277,202,199,180,83,193,90,349,248,404,536,645,478,633,366,362,344,319,233,2
432,406,270,197,308,220,519,685,394,510,542,160,296,356,181,250,149,237,255,313,230,1
185,276,215,364,277,467,365,376,222,394,16,342,554,629,789,560,380,391,478,308,109,0
177,281,232,41,548,145,222,88,266,161,252,362,477,622,587,655,547,385,316,337,82,2
323,212,255,150,82,288,331,488,337,365,270,267,487,424,573,710,513,520,391,430,164,2
262,250,431,552,257,395,355,256,322,110,498,288,359,409,538,354,510,423,358,184,319,0
283,361,440,297,345,450,530,455,755,434,396,397,493,181,327,308,250,236,121,324,160,1
308,176,246,123,195,476,508,336,456,553,373,651,631,485,445,306,383,265,373,128,294,2
345,193,288,204,302,262,334,71,224,175,293,334,469,680,685,509,725,444,433,307,343,0
161,295,338,186,269,92,296,621,573,662,494,625,406,407,425,339,372,158,203,398,223,2
396,211,433,198,315,100,79,310,33,192,217,364,609,652,657,482,704,588,551,380,156,2
294,402,264,322,395,438,414,335,259,365,280,292,224,286,429,584,439,401,279,226,317,0
104,207,355,483,551,475,566,586,396,251,308,249,310,132,344,231,192,243,219,256,495,0
366,361,390,311,388,432,551,581,483,589,471,365,291,289,168,348,113,393,75,238,94,1
243,78,213,271,277,274,323,107,273,88,337,404,398,402,745,476,507,381,425,487,186,0
91,334,459,389,397,784,564,514,520,424,213,398,209,205,90,154,257,296,168,107,405,0
223,278,188,285,118,215,328,205,249,18,141,582,480,500,607,591,566,492,249,487,345,0
254,462,254,115,14,378,353,479,505,559,612,532,315,415,314,313,197,413,270,247,155,2
355,262,350,333,620,521,767,616,507,401,329,171,153,278,176,211,236,416,230,269,246,1
275,222,272,230,287,326,113,113,147,159,293,83,434,341,597,648,718,304,371,519,184,0
201,340,329,384,393,376,635,306,622,309,463,456,394,400,203,336,146,335,487,152,279,1
170,285,332,54,169,218,268,70,213,209,228,259,536,565,859,752,764,643,387,508,279,2
305,245,218,218,432,409,374,309,335,145,25,294,456,497,587,660,539,416,401,303,131,0
215,288,137,454,269,225,311,437,510,404,437,403,359,434,340,270,236,224,237,248,389,1
147,430,233,540,684,697,774,560,628,215,95,156,245,83,215,244,329,279,254,480,93,0
20,300,241,300,328,407,458,439,473,405,303,224,452,320,471,326,459,321,210,330,127,0
219,174,349,509,450,690,659,477,566,435,228,15,171,214,85,232,272,239,277,263,409,1
249,315,230,242,133,178,189,276,305,440,428,415,375,594,669,530,493,463,256,442,296,2
208,179,260,479,305,549,486,502,624,402,332,412,268,154,245,358,138,145,316,216,346,1
512,65,334,382,193,380,357,119,233,348,363,516,643,632,577,445,443,293,418,293,297,2
213,437,470,639,580,594,753,611,756,397,341,405,239,165,91,192,106,223,317,345,151,1
293,278,334,329,192,339,138,116,225,279,114,127,474,794,687,673,615,433,411,356,156,2
257,220,123,231,409,241,199,312,411,559,518,611,460,407,420,405,404,208,292,196,369,2
66,142,389,373,389,391,408,323,179,222,151,316,69,488,432,495,614,435,288,317,203,0
347,379,449,435,539,647,573,698,455,454,191,161,318,186,220,119,327,178,434,213,359,0
68,307,277,165,502,444,437,574,453,261,33,148,189,393,131,331,293,385,263,230,343,0
325,256,240,255,369,580,565,537,594,510,534,504,293,269,275,261,205,140,60,224,404,1
322,486,318,409,495,634,580,503,424,376,257,51,284,270,335,247,370,262,213,126,320,0
212,42,154,207,229,225,328,136,290,535,452,544,681,693,586,659,529,536,319,337,138,2
315,163,126,217,362,148,266,15,93,104,328,295,358,543,740,647,742,522,526,361,332,0
265,382,248,210,312,386,391,464,415,212,313,373,398,533,218,393,705,287,255,548,464,0
252,200,431,458,746,438,477,611,630,278,136,404,303,330,200,210,424,480,202,207,375,0
187,320,484,416,325,430,469,329,304,56,0,224,300,394,580,619,405,419,475,176,162,0
369,249,460,456,462,375,726,523,397,311,199,258,146,418,358,261,326,321,232,195,127,0
284,274,452,410,258,137,336,569,428,467,716,495,596,561,468,294,448,263,373,334,302,2
379,211,380,135,239,267,260,477,500,593,604,589,668,590,373,368,407,177,134,191,238,2
145,299,388,283,408,163,362,282,208,224,295,167,483,465,550,540,452,299,289,483,314,0
321,205,522,196,393,465,541,499,564,428,550,365,316,266,193,336,258,319,275,228,203,1
209,361,504,350,499,490,472,637,560,568,293,451,279,70,87,180,198,90,207,270,169,1
413,188,246,127,279,267,184,329,356,443,385,531,471,474,479,605,458,629,313,523,343,2
321,254,331,274,472,115,189,177,153,264,31,222,487,543,716,517,508,456,463,222,167,0
202,202,89,240,327,176,165,262,391,396,477,430,490,754,598,451,329,304,353,332,293,2
354,252,266,483,618,569,453,417,355,209,329,373,322,209,244,226,386,512,285,233,194,0
379,298,330,316,192,521,430,414,634,376,723,424,486,203,411,295,325,40,436,315,337,1
178,315,371,217,460,499,433,772,581,404,358,516,347,358,176,433,215,374,273,328,387,1
229,347,355,370,376,552,650,535,421,313,162,345,184,251,278,342,360,128,464,349,99,0
396,307,244,45,284,361,318,385,368,469,379,631,479,319,591,350,338,301,213,311,322,2
181,26,272,155,157,318,297,241,603,394,351,413,621,482,454,477,168,436,273,377,335,2
412,260,448,309,396,422,567,577,589,534,487,367,277,257,344,59,267,213,201,152,316,1
334,230,300,395,360,292,304,215,172,253,372,195,272,278,677,644,404,237,270,516,318,0
391,269,377,339,612,532,371,323,495,277,316,407,253,287,417,665,328,365,400,255,236,0
75,384,439,527,440,311,400,312,550,289,270,241,384,521,384,372,623,340,578,262,150,0
199,181,233,287,173,482,279,458,433,625,483,583,673,426,477,494,412,400,247,168,191,2
242,13,20,289,92,42,265,445,368,545,418,417,575,462,440,496,257,348,430,224,406,2
224,300,270,341,573,346,602,361,325,262,169,201,267,546,597,519,390,319,433,470,331,0
357,359,605,593,608,701,754,531,623,278,212,58,253,245,291,84,244,343,112,356,340,0
211,163,177,406,151,304,129,210,85,391,476,548,514,487,532,646,547,553,253,387,230,2
308,250,489,400,348,533,514,597,680,301,349,340,359,147,126,138,317,256,336,175,356,1
143,312,265,344,124,301,467,572,574,542,519,561,485,413,391,343,274,249,236,73,92,1
482,450,223,328,453,469,550,481,599,444,633,386,349,431,269,228,254,241,21,355,155,1
272,235,289,107,497,478,537,691,544,528,483,374,330,203,322,279,101,208,122,122,492,1
293,243,405,236,492,543,471,606,400,355,506,278,341,330,318,137,181,95,214,384,224,1
212,158,251,401,359,222,76,296,199,62,55,288,583,653,719,543,571,677,577,250,260,2
211,308,194,202,343,392,469,340,353,239,187,234,531,506,559,636,400,377,311,260,374,0
162,318,333,215,132,354,245,294,28,422,319,424,471,653,664,595,664,426,453,459,295,2
207,291,374,647,545,521,832,490,543,243,99,482,282,349,318,292,427,340,249,331,357,0
349,155,146,400,303,213,412,505,688,452,751,578,473,358,425,367,141,60,165,269,80,1
278,159,197,250,299,20,296,272,297,479,476,404,579,596,596,582,426,304,260,269,217,2
350,243,259,32,211,150,248,269,411,100,304,447,514,555,712,633,552,632,551,411,138,2
442,357,150,374,363,211,230,241,111,469,260,468,506,514,789,456,485,483,166,362,364,2
370,102,273,500,257,435,539,604,612,308,296,411,188,165,158,255,169,150,173,386,226,1
283,105,290,450,665,565,501,315,421,371,187,104,348,245,582,569,344,338,407,304,210,0
344,507,345,388,497,675,723,693,470,397,321,286,167,215,63,283,521,353,310,247,323,0
210,291,277,261,118,49,256,156,233,172,293,416,577,601,695,741,753,435,324,265,303,2
257,476,212,177,21,273,208,275,315,328,452,384,508,308,598,590,583,472,389,346,305,2
369,415,319,201,329,295,238,365,531,557,683,352,564,385,460,499,388,273,220,185,399,2
234,250,86,195,227,313,103,289,314,332,350,430,592,682,582,545,520,512,501,150,161,2
233,116,367,479,606,525,592,518,672,351,286,301,267,298,181,272,179,73,315,187,358,1
1,363,319,537,501,584,624,446,555,318,156,326,313,324,235,463,390,244,302,191,424,0
410,356,333,391,276,291,514,357,467,582,619,374,562,364,347,434,144,186,268,211,162,1
209,217,330,155,259,205,324,441,317,404,609,512,481,346,708,221,478,599,368,316,274,2
303,367,472,361,439,419,657,780,325,269,202,222,336,163,254,326,79,387,260,355,220,0
341,150,424,255,269,400,79,233,211,278,126,349,727,670,641,628,494,647,513,337,142,2
404,254,276,148,163,161,266,286,499,518,676,516,460,433,581,252,316,573,373,335,144,2
392,318,307,328,242,674,538,732,562,527,399,187,297,333,361,125,210,144,201,236,106,1
316,154,17,22,143,168,95,202,229,242,260,282,415,601,595,714,586,429,363,267,363,2
124,117,253,293,524,491,398,463,373,404,567,438,389,180,332,146,366,300,325,260,384,1
175,271,501,424,452,557,650,659,511,342,306,26,29,261,149,99,299,130,391,163,193,0
224,299,265,283,511,367,448,515,295,268,11,166,315,430,464,298,364,178,343,386,204,0
332,285,413,348,395,376,590,526,611,644,326,600,284,612,327,359,129,264,291,495,231,1
233,511,216,422,487,413,468,537,621,386,386,589,300,319,230,184,411,224,111,107,317,1
290,161,278,190,361,206,248,253,207,90,371,331,547,607,692,672,525,597,424,101,323,2
99,366,361,321,562,601,543,532,363,169,118,337,408,301,430,623,211,428,133,255,326,0
134,375,232,355,421,352,303,398,367,247,128,279,406,459,587,405,580,272,502,268,151,0
109,287,314,205,245,129,214,391,702,378,724,705,606,563,472,255,300,232,275,84,280,2
229,253,486,325,378,624,684,496,406,491,311,212,225,182,259,216,298,321,276,199,237,1
363,376,238,152,67,113,294,360,149,222,394,419,627,520,748,617,667,440,363,306,52,2
109,393,338,530,602,622,853,710,563,550,367,156,307,127,318,201,171,280,209,349,280,1
304,269,197,421,413,513,588,471,544,420,337,130,203,313,334,185,218,358,132,243,140,1
383,256,271,101,283,301,286,561,406,579,457,513,557,342,310,102,61,314,211,289,149,1
149,187,314,196,302,160,255,97,145,231,150,425,486,526,707,626,632,514,262,120,295,2
379,118,363,106,307,189,252,258,480,522,530,524,560,442,384,575,336,257,69,311,294,2
320,310,431,438,597,646,631,547,501,283,411,222,146,212,15,266,124,318,222,193,333,1
302,436,335,290,335,305,252,139,183,152,411,409,374,575,722,756,450,390,349,521,179,2
239,136,237,329,345,233,150,335,218,242,341,107,466,799,668,509,345,424,303,187,175,0
104,323,177,195,400,2,6,163,192,145,333,248,522,609,745,574,642,578,426,101,147,0
221,103,252,169,325,384,400,347,343,50,439,432,499,625,641,713,521,517,238,321,227,0
282,124,460,211,375,300,588,682,707,675,567,673,418,509,294,227,73,384,202,97,302,1
260,155,307,480,313,402,380,699,621,633,595,496,331,379,278,242,64,267,355,94,101,1
286,217,458,333,105,400,149,354,460,303,520,329,614,476,396,318,477,343,75,250,196,2
