X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,class
318,337,526,526,49,15,16,209,80,33,15,1,0,4,1008,482,289,11,306,647,2,49,4,16,692,373,47,0,1,0,0,0,0,0
355,374,535,535,154,26,24,967,95,43,15,1,0,4,1132,762,504,57,385,572,2,154,11,23,599,1050,148,0,1,0,0,0,0,0
104,104,541,541,110,16,19,698,87,41,12,1,0,4,393,857,536,51,596,647,2,110,10,19,580,709,113,0,1,0,0,0,0,0
47,62,552,552,458,102,95,1426,67,35,15,1,0,4,186,614,243,117,86,427,2,458,20,68,719,223,384,0,1,0,0,0,0,0
49,53,559,559,125,19,26,384,31,5,15,1,0,4,196,863,324,37,392,647,2,125,8,26,678,21,129,0,1,0,0,0,0,0
303,320,573,573,346,56,49,1325,87,51,16,1,0,4,951,940,302,91,267,647,2,346,16,49,686,1001,326,0,1,0,0,0,0,0
456,483,578,578,98,21,16,559,77,28,15,1,0,4,1353,1022,714,71,577,552,2,98,13,15,448,337,113,0,1,0,0,0,0,0
307,321,590,590,57,13,9,423,103,52,16,1,0,4,961,215,620,43,671,516,0,57,9,8,337,1218,45,0,1,0,0,0,0,0
129,123,601,601,63,13,19,385,87,41,15,1,0,4,451,740,283,17,386,647,2,63,5,19,695,628,65,0,1,0,0,0,0,0
0,9,621,621,446,90,116,1353,42,13,16,1,0,4,0,964,76,64,42,647,2,446,12,109,866,51,386,0,1,0,0,0,0,0
10,34,636,636,568,161,183,1492,13,10,16,1,0,4,30,1080,115,169,48,623,2,568,30,179,834,4,387,0,1,0,0,0,0,0
10,26,652,652,469,102,100,1331,20,8,15,1,0,4,31,1050,173,117,86,544,2,469,20,91,783,14,387,0,1,0,0,0,0,0
8,25,675,675,375,59,66,1185,34,5,16,1,0,4,25,1250,300,122,325,565,2,375,21,63,687,26,383,0,1,0,0,0,0,0
189,219,682,682,465,110,92,1463,92,50,15,1,0,4,655,1229,444,178,243,463,2,465,32,74,640,1041,387,0,1,0,0,0,0,0
34,120,688,688,618,284,238,1611,72,61,14,1,0,4,115,1330,276,273,117,464,2,618,83,204,700,763,387,0,1,0,0,0,0,0
194,218,698,698,477,68,88,1465,85,50,14,1,0,4,671,944,200,123,288,601,2,477,21,85,758,781,387,0,1,0,0,0,0,0
159,172,707,707,397,98,55,1375,86,42,12,1,0,4,557,645,371,105,76,525,2,397,18,50,667,668,349,0,1,0,0,0,0,0
0,30,714,714,789,283,295,1650,34,25,12,1,0,4,0,909,55,189,6,440,2,783,35,211,885,95,387,0,1,0,0,0,0,0
2,22,728,728,482,93,99,1359,31,6,15,1,0,4,6,1038,221,133,197,493,2,482,23,85,737,24,387,0,1,0,0,0,0,0
150,171,745,745,526,87,96,1515,85,52,14,1,0,4,528,546,270,169,309,550,2,526,30,88,703,864,387,0,1,0,0,0,0,0
117,124,756,756,392,65,61,1350,80,43,14,1,0,4,421,914,285,105,253,530,2,392,18,56,694,532,361,0,1,0,0,0,0,0
62,89,772,772,567,165,155,1554,72,50,12,1,0,4,244,722,228,199,69,478,2,567,37,119,731,740,387,0,1,0,0,0,0,0
27,48,786,786,558,103,123,1513,35,20,14,1,0,4,89,278,177,155,220,575,2,558,27,111,779,72,387,0,1,0,0,0,0,0
208,238,797,797,425,82,54,1424,95,49,12,1,0,4,700,713,591,164,318,446,2,425,29,40,532,1063,374,0,1,0,0,0,0,0
136,142,803,803,496,83,92,1476,79,49,14,1,0,4,479,318,178,105,138,519,2,496,18,82,778,585,386,0,1,0,0,0,0,0
132,162,814,814,595,194,191,1569,68,41,16,1,0,4,458,1084,188,213,73,471,2,595,44,166,769,245,387,0,1,0,0,0,0,0
63,80,825,825,401,92,75,1376,80,34,15,1,0,4,247,869,518,140,222,373,2,401,24,45,590,459,368,0,1,0,0,0,0,0
154,159,836,836,382,67,69,1385,100,52,14,1,0,4,545,536,138,57,64,624,2,382,11,68,813,1187,325,0,1,0,0,0,0,0
154,179,842,842,419,58,52,1412,84,44,14,1,0,4,545,1157,554,174,449,577,2,419,31,50,565,797,386,0,1,0,0,0,0,0
146,145,853,853,53,13,12,398,103,55,12,1,0,4,518,711,630,37,596,535,2,53,8,11,509,1272,55,0,1,0,0,0,0,0
169,191,861,861,508,95,97,1481,71,35,15,1,0,4,589,717,196,133,186,587,2,508,23,92,761,210,387,0,1,0,0,0,0,0
58,68,868,868,240,45,39,1114,76,33,15,1,0,4,231,1078,471,85,314,499,2,240,15,34,621,363,251,0,1,0,0,0,0,0
160,171,880,880,124,28,15,871,104,56,15,1,0,4,560,625,624,85,466,499,0,124,15,13,338,1245,112,0,1,0,0,0,0,0
133,134,886,886,95,23,21,654,92,49,15,1,0,4,468,1213,531,57,419,647,2,95,11,21,582,969,137,0,1,0,0,0,0,0
157,157,894,894,60,17,19,369,88,36,14,1,0,4,553,822,283,17,317,647,2,60,5,19,695,683,65,0,1,0,0,0,0,0
331,383,900,900,791,303,266,1782,85,56,15,1,0,4,1063,1036,256,250,26,275,2,785,68,188,710,1161,387,0,1,0,0,0,0,0
131,136,906,906,167,29,14,949,86,35,14,1,0,4,455,402,607,97,524,647,0,167,17,14,327,582,136,0,1,0,0,0,0,0
14,26,911,911,229,53,35,956,43,14,15,1,0,4,42,919,552,92,286,453,2,229,16,27,567,65,224,0,1,0,0,0,0,0
185,199,918,918,48,12,13,257,88,41,14,1,0,4,648,1085,576,37,646,647,2,48,8,13,547,739,65,0,1,0,0,0,0,0
109,109,926,926,46,12,7,245,92,41,14,1,0,4,402,362,502,57,790,499,0,46,11,6,256,777,41,0,1,0,0,0,0,0
206,221,936,936,41,18,13,220,99,44,14,1,0,4,698,740,769,37,407,434,1,41,8,9,411,1059,46,0,1,0,0,0,0,0
37,55,942,942,219,43,34,767,33,9,15,1,0,4,135,889,593,133,453,318,0,219,23,18,317,31,214,0,1,0,0,0,0,0
102,103,948,948,40,16,6,187,92,41,14,1,0,4,386,568,502,57,659,647,0,40,11,6,256,869,41,0,1,0,0,0,0,0
114,109,956,956,114,20,29,808,101,55,15,1,0,4,412,731,211,24,315,582,2,114,6,28,747,1214,110,0,1,0,0,0,0,0
839,867,959,959,37,15,13,100,42,34,16,1,0,4,34,513,422,11,306,647,2,37,4,13,651,129,37,0,1,0,0,0,0,0
70,72,966,966,47,10,13,151,71,26,14,1,0,4,277,465,478,17,490,647,2,47,5,13,618,198,44,0,1,0,0,0,0,0
173,195,975,975,438,102,81,1428,86,43,15,1,0,4,605,896,268,123,103,467,2,438,21,66,705,677,384,0,1,0,0,0,0,0
332,358,982,982,363,54,37,1349,95,56,14,1,0,4,1066,524,572,129,359,512,2,363,22,33,550,1169,308,0,1,0,0,0,0,0
404,429,1002,1002,51,8,11,251,85,32,16,1,0,4,1287,370,620,30,779,529,2,51,7,10,515,483,45,0,1,0,0,0,0,0
191,209,1012,1012,124,26,20,758,83,35,16,1,0,4,661,851,586,64,407,520,2,124,12,18,537,627,128,0,1,0,0,0,0,0
193,213,1024,1024,71,21,15,407,83,28,16,1,0,4,668,1169,618,78,631,470,0,71,14,12,336,364,99,0,1,0,0,0,0,0
18,19,1029,1029,45,13,15,72,32,3,15,1,0,4,56,491,334,11,345,647,2,45,4,15,673,8,43,0,1,0,0,0,0,0
239,256,1040,1040,204,23,28,1098,94,42,16,1,0,4,787,680,478,64,459,580,2,204,12,27,618,968,185,0,1,0,0,0,0,0
74,83,1045,1045,59,18,10,389,93,43,15,1,0,4,288,660,478,78,733,439,0,59,14,7,243,891,59,0,1,0,0,0,0,0
340,369,1054,1054,258,52,32,1176,85,42,15,1,0,4,1083,1266,585,178,548,449,0,258,32,24,312,618,314,0,1,0,0,0,0,0
62,70,1060,1060,327,28,35,1257,70,35,16,1,0,4,243,206,413,70,407,647,2,327,13,35,656,320,237,0,1,0,0,0,0,0
152,154,1066,1066,38,15,12,136,85,28,16,1,0,4,536,1121,769,43,575,485,1,38,9,10,411,451,56,0,1,0,0,0,0,0
129,126,1073,1073,84,21,13,482,79,30,17,1,0,4,450,435,605,43,393,647,2,84,9,13,523,328,72,0,1,0,0,0,0,0
80,84,1081,1081,47,10,10,259,92,41,16,1,0,4,316,721,687,43,786,524,0,47,9,9,370,802,51,0,1,0,0,0,0,0
276,297,1085,1085,61,17,15,310,79,26,16,1,0,4,893,958,605,43,483,499,2,61,9,13,523,304,72,0,1,0,0,0,0,0
47,62,1092,1092,423,74,74,1377,63,34,16,1,0,4,185,1114,232,117,241,595,2,423,20,73,727,153,385,0,1,0,0,0,0,0
345,370,1107,1107,178,50,34,1040,94,44,17,1,0,4,1089,1220,545,154,455,273,0,178,27,17,287,933,232,0,1,0,0,0,0,0
103,103,1118,1118,50,14,12,296,92,41,15,1,0,4,388,961,692,50,690,485,0,50,10,10,372,832,61,0,1,0,0,0,0,0
277,298,1124,1124,116,24,24,683,80,34,16,1,0,4,894,1054,531,57,407,504,2,116,11,21,582,379,137,0,1,0,0,0,0,0
155,164,1131,1131,197,34,21,1078,93,42,15,1,0,4,547,534,615,85,389,564,2,197,15,20,519,875,169,0,1,0,0,0,0,0
36,40,1136,1136,162,23,27,930,82,33,15,1,0,4,129,632,372,43,371,647,2,162,9,27,666,564,147,0,1,0,0,0,0,0
111,108,1147,1147,141,22,26,838,86,37,15,1,0,4,406,643,324,37,355,647,2,141,8,26,678,650,129,0,1,0,0,0,0,0
0,12,1155,1155,484,70,90,1403,40,8,14,1,0,4,0,344,137,86,141,632,2,484,15,87,814,40,385,0,1,0,0,0,0,0
530,564,1164,1164,126,25,21,795,89,42,15,1,0,4,1142,1268,732,105,679,564,2,126,18,20,434,766,197,0,1,0,0,0,0,0
51,79,1172,1172,512,82,80,1486,60,35,15,1,0,4,204,843,483,193,378,518,2,512,36,73,614,159,387,0,1,0,0,0,0,0
211,229,1179,1179,55,18,18,336,90,36,15,1,0,4,708,1161,642,64,634,388,0,55,12,11,347,739,78,0,1,0,0,0,0,0
99,106,1188,1188,212,29,22,1166,107,58,15,1,0,4,379,511,729,105,572,478,0,212,18,18,390,1373,181,0,1,0,0,0,0,0
110,117,1197,1197,153,31,27,954,95,44,15,1,0,4,404,1209,769,110,558,447,1,153,19,20,411,986,203,0,1,0,0,0,0,0
31,42,1206,1206,347,70,54,1300,81,35,14,1,0,4,104,1046,329,97,204,539,2,347,17,50,674,480,337,0,1,0,0,0,0,0
192,211,1212,1212,223,35,32,1134,90,41,14,1,0,4,664,521,512,71,348,473,2,223,13,26,594,827,190,0,1,0,0,0,0,0
173,186,1220,1220,85,14,12,621,101,49,16,1,0,4,603,587,642,64,769,535,0,85,12,11,347,1177,78,0,1,0,0,0,0,0
136,133,1229,1229,41,17,16,188,94,42,16,1,0,4,477,1211,517,30,390,552,2,41,7,15,591,788,67,0,1,0,0,0,0,0
323,375,1236,1236,456,142,97,1459,96,50,16,1,0,4,1037,1307,546,244,354,190,0,456,66,44,288,1095,387,0,1,0,0,0,0,0
53,57,1244,1244,50,14,12,303,92,43,15,1,0,4,211,809,630,37,539,535,2,50,8,11,509,878,55,0,1,0,0,0,0,0
134,135,1250,1250,46,18,10,197,86,34,17,1,0,4,470,1035,599,57,576,524,0,46,11,9,322,508,60,0,1,0,0,0,0,0
47,66,1258,1258,106,29,17,666,80,42,15,1,0,4,186,1142,419,140,757,378,0,106,24,10,203,628,137,0,1,0,0,0,0,0
258,291,1263,1263,278,82,49,1256,100,55,15,1,0,4,843,1311,769,182,355,424,1,278,33,34,411,1192,371,0,1,0,0,0,0,0
183,201,1272,1272,47,15,10,305,102,49,15,1,0,4,640,1189,605,64,751,647,0,47,12,10,325,1118,72,0,1,0,0,0,0,0
30,50,1275,1275,230,48,25,1151,76,52,15,1,0,4,99,404,478,150,459,311,0,230,26,13,243,865,185,0,1,0,0,0,0,0
83,103,1280,1280,370,71,59,1318,70,33,16,1,0,4,329,749,685,169,368,233,0,370,30,28,368,287,331,0,1,0,0,0,0,0
41,47,1285,1285,154,23,20,834,74,33,15,1,0,4,160,380,555,57,419,562,2,154,11,19,564,289,125,0,1,0,0,0,0,0
52,67,1293,1294,64,20,9,386,85,34,15,1,0,4,209,581,210,117,817,375,0,64,20,5,60,579,61,0,1,0,0,0,0,0
29,32,1298,1299,63,15,12,262,66,26,15,1,0,4,95,572,599,37,495,647,2,63,8,12,528,141,60,0,1,0,0,0,0,0
158,166,1302,1303,69,16,11,539,106,55,15,1,0,4,555,913,584,71,756,529,0,69,13,10,311,1356,77,0,1,0,0,0,0,0
78,81,1307,1308,47,10,9,221,86,35,15,1,0,4,306,311,678,37,756,516,0,47,8,8,365,606,40,0,1,0,0,0,0,0
17,22,1310,1311,66,21,16,120,32,8,15,1,0,4,52,1011,530,37,364,647,2,66,8,16,583,30,80,0,1,0,0,0,0,0
93,92,1319,1320,37,13,9,141,89,41,15,1,0,4,359,883,769,37,596,647,1,37,8,9,411,692,46,0,1,0,0,0,0,0
165,182,1323,1324,44,20,6,279,101,52,15,1,0,4,578,728,181,110,800,434,0,44,19,4,55,1170,49,0,1,0,0,0,0,0
111,108,1327,1327,44,11,10,284,102,50,15,1,0,4,406,828,687,37,708,647,2,44,8,10,466,1188,51,0,1,0,0,0,0,0
161,175,1332,1333,116,36,24,820,105,55,15,1,0,4,565,832,564,97,407,283,0,116,17,12,297,1250,117,0,1,0,0,0,0,0
40,48,1338,1339,103,20,13,592,79,27,15,1,0,4,152,389,611,71,614,491,0,103,13,11,330,336,85,0,1,0,0,0,0,0
77,85,1343,1344,361,36,43,1323,76,35,14,1,0,4,300,229,328,78,357,600,2,361,14,42,675,473,278,0,1,0,0,0,0,0
68,80,1352,1353,279,34,32,1191,75,41,14,1,0,4,268,712,549,97,425,524,2,279,17,29,570,344,244,0,1,0,0,0,0,0
20,30,1361,1362,168,27,23,917,78,36,14,1,0,4,64,854,615,86,492,499,2,168,15,20,519,347,169,0,1,0,0,0,0,0
141,140,1366,1367,45,11,10,171,79,28,14,1,0,4,498,796,687,43,759,524,0,45,9,9,370,367,51,0,1,0,0,0,0,0
65,71,1371,1372,105,18,17,581,74,34,12,1,0,4,253,736,559,51,507,647,2,105,10,17,560,265,102,0,1,0,0,0,0,0
74,76,1375,1376,52,8,10,150,65,20,15,1,0,4,288,343,620,30,779,647,2,52,7,10,515,103,45,0,1,0,0,0,0,0
80,87,1382,1383,243,26,24,1110,74,35,15,1,0,4,317,192,568,78,473,532,2,243,14,22,552,300,175,0,1,0,0,0,0,0
69,79,1386,1387,85,27,16,605,99,51,14,1,0,4,273,614,530,86,492,361,0,85,15,9,274,1110,80,0,1,0,0,0,0,0
34,40,1390,1391,179,36,28,939,76,26,14,1,0,4,115,847,488,64,317,543,2,179,12,26,610,276,180,0,1,0,0,0,0,0
13,16,1395,1396,77,10,13,374,69,20,16,1,0,4,39,45,520,24,596,647,2,77,6,13,589,140,52,0,1,0,0,0,0,0
32,36,1402,1403,128,28,28,643,62,26,14,1,0,4,107,1100,438,51,345,543,2,128,10,26,645,123,154,0,1,0,0,0,0,0
76,78,1407,1408,46,11,10,186,81,34,15,1,0,4,296,516,620,30,626,647,2,46,7,10,515,403,45,0,1,0,0,0,0,0
22,25,1419,1420,46,13,12,143,71,22,14,1,0,4,72,868,567,30,507,647,2,46,7,12,553,190,54,0,1,0,0,0,0,0
233,254,1425,1426,135,25,16,783,83,28,14,1,0,4,766,558,389,134,789,361,0,135,23,9,176,418,119,0,1,0,0,0,0,0
102,103,1432,1433,89,17,12,642,102,49,15,1,0,4,385,506,769,57,615,647,1,89,11,12,411,1146,79,0,1,0,0,0,0,0
7,14,1442,1443,79,17,16,448,80,25,15,1,0,4,21,962,590,50,553,552,2,79,10,15,533,317,92,0,1,0,0,0,0,0
41,51,1469,1470,101,20,16,598,77,41,15,1,0,4,160,687,572,85,715,428,0,101,15,11,303,401,97,0,1,0,0,0,0,0
8,24,1497,1498,501,66,87,1448,39,20,14,1,0,4,25,409,179,110,266,647,2,501,19,86,777,77,387,0,1,0,0,0,0,0
8,13,1503,1504,95,20,19,565,80,33,15,1,0,4,25,761,478,37,379,647,2,95,8,19,618,462,96,0,1,0,0,0,0,0
31,42,1534,1535,509,108,138,1494,75,49,15,1,0,4,103,905,90,97,51,643,2,509,17,129,854,729,387,0,1,0,0,0,0,0
43,45,1541,1542,74,11,14,376,71,27,14,1,0,4,172,179,499,24,527,647,2,74,6,14,601,178,55,0,1,0,0,0,0,0
25,38,1552,1553,389,62,69,1369,79,49,15,1,0,4,83,1088,271,110,287,497,2,389,19,60,702,743,375,0,1,0,0,0,0,0
4,12,1554,1555,83,17,16,169,38,4,16,1,0,4,14,1099,597,57,615,647,2,83,11,16,529,29,104,0,1,0,0,0,0,0
27,29,1558,1559,131,17,25,774,81,34,15,1,0,4,88,333,334,30,390,535,2,131,7,23,673,453,102,0,1,0,0,0,0,0
26,33,1573,1574,187,22,20,1112,98,61,14,1,0,4,86,182,570,64,490,562,2,187,12,19,551,1368,135,0,1,0,0,0,0,0
2,6,1576,1577,46,10,9,84,39,4,16,1,0,4,6,343,678,30,690,647,2,46,7,9,473,28,40,0,1,0,0,0,0,0
24,31,1581,1582,157,20,22,861,75,28,15,1,0,4,79,698,550,64,558,569,2,157,12,21,569,312,147,0,1,0,0,0,0,0
9,20,1587,1588,57,17,11,265,74,28,15,1,0,4,28,941,517,78,758,447,0,57,14,8,265,271,67,0,1,0,0,0,0,0
51,71,1591,1592,395,71,67,1326,66,26,15,1,0,4,204,1118,528,150,333,428,2,395,26,47,585,161,377,0,1,0,0,0,0,0
13,18,1602,1603,39,11,8,131,80,26,14,1,0,4,39,589,678,37,708,647,0,39,8,8,365,330,40,0,1,0,0,0,0,0
46,53,1609,1610,139,23,20,849,80,42,12,1,0,4,182,703,544,57,419,647,2,139,11,20,575,745,131,0,1,0,0,0,0,0
17,27,1612,1613,64,26,16,447,95,49,12,1,0,4,52,956,546,78,473,361,0,64,14,9,288,1067,74,0,1,0,0,0,0,0
23,33,1616,1617,80,22,15,546,94,43,14,1,0,4,75,1039,572,86,642,447,0,80,15,11,303,956,97,0,1,0,0,0,0,0
27,34,1619,1620,317,38,42,1236,71,36,12,1,0,4,89,501,315,71,324,563,2,317,13,40,681,278,257,0,1,0,0,0,0,0
0,11,1627,1628,97,18,20,203,32,2,15,1,0,4,0,631,590,78,733,345,0,97,14,11,315,15,92,0,1,0,0,0,0,0
24,44,1639,1640,516,127,145,1499,71,43,12,1,0,4,80,1117,165,151,63,486,2,516,26,115,791,482,387,0,1,0,0,0,0,0
19,23,1644,1645,175,33,35,909,70,35,14,1,0,4,60,570,190,30,189,647,2,175,7,35,767,238,154,0,1,0,0,0,0,0
17,22,1648,1649,62,13,11,110,34,10,14,1,0,4,52,444,630,37,596,647,2,62,8,11,509,27,55,0,1,0,0,0,0,0
18,26,1652,1653,181,18,22,928,70,27,12,1,0,4,56,480,540,65,634,647,2,181,12,22,578,211,152,0,1,0,0,0,0,0
15,17,1657,1658,57,9,12,241,71,25,11,1,0,4,48,86,502,17,558,647,2,57,5,12,600,204,41,0,1,0,0,0,0,0
0,2,1672,1673,55,12,17,288,82,35,10,1,0,4,0,316,289,11,359,554,2,55,4,16,692,464,47,0,1,0,0,0,0,0
791,817,673,673,38,9,12,166,95,42,16,1,0,8,326,477,528,17,558,535,2,38,5,11,585,868,37,0,1,0,0,0,0,0
120,131,596,596,292,68,34,1279,109,52,17,0,1,0,429,401,633,133,310,375,0,292,23,20,344,1256,233,0,1,0,0,0,0,0
100,107,738,738,141,35,22,947,110,51,18,0,1,0,382,857,590,104,438,398,0,141,18,14,315,1252,143,0,1,0,0,0,0,0
114,150,787,787,403,104,58,1415,109,52,18,0,1,0,411,719,384,219,401,62,0,403,51,20,171,1285,359,0,1,0,0,0,0,0
98,105,934,934,128,23,14,888,109,50,18,0,1,0,375,464,548,96,702,464,0,128,17,11,289,1224,107,0,1,0,0,0,0,0
137,175,1036,1036,369,106,58,1381,110,57,18,0,1,0,480,1290,535,218,385,288,0,369,50,30,278,1329,385,0,1,0,0,0,0,0
182,207,1051,1051,143,43,29,977,112,55,18,0,1,0,635,1013,596,109,386,300,0,143,19,15,319,1340,159,0,1,0,0,0,0,0
178,210,1088,1088,142,47,16,971,112,55,17,0,1,0,627,1113,389,159,523,428,0,142,28,11,176,1360,170,0,1,0,0,0,0,0
163,207,1167,1167,276,71,47,1270,112,56,17,0,1,0,570,1317,496,216,602,315,0,276,47,25,252,1378,375,0,1,0,0,0,0,0
739,771,4,4,163,22,26,877,77,28,18,0,1,15,526,452,419,43,381,578,2,163,9,25,653,278,137,0,1,0,0,0,0,0
758,787,666,666,133,26,30,852,95,50,18,0,1,15,464,497,205,24,239,583,2,133,6,29,753,937,113,0,1,0,0,0,0,0
755,792,735,735,523,169,205,1508,83,50,18,0,1,15,446,1275,25,91,7,647,2,523,16,203,908,637,387,0,1,0,0,0,0,0
752,781,762,762,106,33,38,776,108,52,18,0,1,15,489,1064,133,16,77,596,2,106,5,37,818,1244,128,0,1,0,0,0,0,0
747,786,834,834,527,143,185,1518,91,52,17,0,1,15,466,1112,56,104,20,625,2,527,18,182,884,1088,387,0,1,0,0,0,0,0
740,771,888,888,110,24,20,737,97,43,19,0,1,15,530,474,478,36,335,562,2,110,8,19,618,963,96,0,1,0,0,0,0,0
749,782,925,925,105,22,19,702,96,44,19,0,1,15,492,969,564,56,440,559,2,105,11,18,556,926,117,0,1,0,0,0,0,0
687,714,954,954,116,19,25,782,99,43,17,0,1,15,695,633,302,30,359,576,2,116,7,24,686,1009,106,0,1,0,0,0,0,0
739,785,958,958,598,188,203,1580,68,44,18,0,1,15,472,988,63,154,27,594,2,598,27,200,877,392,387,0,1,0,0,0,0,0
745,777,988,988,267,40,55,1198,86,43,19,0,1,15,505,977,148,43,200,647,2,267,9,55,804,728,258,0,1,0,0,0,0,0
333,354,20,20,58,11,11,675,147,86,29,0,1,0,1051,378,687,35,708,529,2,58,8,10,466,1500,51,0,0,1,0,0,0,0
546,573,29,29,52,7,10,668,153,90,29,0,1,0,1145,143,582,23,773,647,2,52,6,10,541,1512,39,0,0,1,0,0,0,0
0,4,36,36,47,8,11,547,147,81,29,0,1,0,0,683,590,29,779,647,2,47,7,11,533,1495,50,0,0,1,0,0,0,0
525,550,39,39,61,6,10,718,138,89,29,0,1,0,1205,20,582,23,817,647,2,61,6,10,541,1508,39,0,0,1,0,0,0,0
532,563,49,49,345,54,59,1418,67,95,29,0,1,0,1178,1015,209,75,239,617,2,345,14,58,749,1498,333,0,0,1,0,0,0,0
655,682,144,144,62,8,8,788,158,93,29,0,1,0,825,24,678,35,817,647,0,62,8,8,365,1519,40,0,0,1,0,0,0,0
218,236,151,151,136,11,14,1149,149,92,29,0,1,0,714,103,648,55,817,647,2,136,11,14,495,1510,93,0,0,1,0,0,0,0
546,580,167,167,460,57,101,1506,58,96,29,0,1,0,1125,1040,136,94,281,607,2,460,17,97,815,1520,387,0,0,1,0,0,0,0
390,413,188,188,60,14,10,777,159,91,29,0,1,0,1218,751,536,68,795,473,0,60,13,8,279,1518,63,0,0,1,0,0,0,0
469,501,211,211,122,16,10,1125,157,90,29,0,1,0,1328,286,542,89,817,647,0,122,16,10,284,1516,95,0,0,1,0,0,0,0
672,703,225,225,94,14,16,1019,158,92,29,0,1,0,773,424,769,55,743,450,1,94,11,12,411,1517,79,0,0,1,0,0,0,0
756,786,240,240,60,10,11,674,144,80,29,0,1,0,534,101,559,23,596,647,2,60,6,11,560,1494,43,0,0,1,0,0,0,0
549,576,255,255,38,6,9,494,153,90,29,0,1,0,1139,389,611,23,817,647,2,38,6,9,521,1511,35,0,0,1,0,0,0,0
545,572,266,266,55,6,10,677,145,88,29,0,1,0,1148,77,582,23,817,647,2,55,6,10,541,1509,39,0,0,1,0,0,0,0
133,128,279,279,46,6,13,561,153,86,29,0,1,0,459,498,478,15,769,647,2,46,5,13,618,1506,44,0,0,1,0,0,0,0
460,484,294,294,54,6,10,656,152,83,29,0,1,0,1363,14,550,15,769,647,2,54,5,10,569,1504,33,0,0,1,0,0,0,0
762,791,311,311,56,6,8,563,129,74,29,0,1,0,509,1,670,23,817,647,2,56,6,8,478,1472,31,0,0,1,0,0,0,0
633,671,394,394,367,22,26,1398,39,81,29,0,1,0,852,92,670,126,817,647,2,367,22,26,478,1443,267,0,0,1,0,0,0,0
4,11,418,418,126,10,14,993,108,74,29,0,1,0,13,92,611,49,817,647,2,126,10,14,521,1462,85,0,0,1,0,0,0,0
554,582,443,443,94,9,12,865,113,77,29,0,1,0,1117,137,636,41,817,647,2,94,9,12,505,1470,66,0,0,1,0,0,0,0
801,828,458,458,82,7,12,740,118,69,29,0,1,0,352,37,567,29,817,647,2,82,7,12,553,1461,54,0,0,1,0,0,0,0
597,623,497,497,67,9,9,688,128,78,29,0,1,0,974,47,769,35,784,647,1,67,8,9,411,1474,46,0,0,1,0,0,0,0
593,620,513,512,71,10,9,721,127,77,29,0,1,0,982,99,687,41,786,647,0,71,9,9,370,1477,51,0,0,1,0,0,0,0
548,575,520,520,43,8,10,487,142,79,29,0,1,0,1140,67,670,23,733,473,2,43,6,8,478,1491,31,0,0,1,0,0,0,0
585,610,537,537,61,7,10,652,134,76,29,0,1,0,1025,130,620,29,817,647,2,61,7,10,515,1481,45,0,0,1,0,0,0,0
579,608,542,542,74,9,9,746,124,79,29,0,1,0,1035,57,687,41,817,647,0,74,9,9,370,1478,51,0,0,1,0,0,0,0
579,607,555,555,74,8,12,761,133,78,29,0,1,0,1039,42,590,29,779,535,2,74,7,11,533,1482,50,0,0,1,0,0,0,0
590,614,576,576,38,7,9,426,142,78,29,0,1,0,1012,157,570,15,718,647,2,38,5,9,551,1486,30,0,0,1,0,0,0,0
592,616,585,585,38,7,10,420,140,77,29,0,1,0,1005,71,506,10,596,647,2,38,4,10,597,1484,28,0,0,1,0,0,0,0
592,618,595,595,51,7,8,558,142,78,29,0,1,0,1001,9,670,23,773,647,2,51,6,8,478,1489,31,0,0,1,0,0,0,0
586,611,618,618,49,7,10,525,137,76,29,0,1,0,1024,435,620,29,817,647,2,49,7,10,515,1480,45,0,0,1,0,0,0,0
569,596,774,774,87,9,10,844,133,78,29,0,1,0,1070,7,687,35,784,647,2,87,8,10,466,1479,51,0,0,1,0,0,0,0
565,593,784,784,78,10,11,754,118,75,29,0,1,0,1076,263,692,41,786,647,2,78,9,11,462,1471,61,0,0,1,0,0,0,0
530,556,798,798,39,7,7,434,139,77,29,0,1,0,1195,30,769,23,773,647,1,39,6,7,411,1487,26,0,0,1,0,0,0,0
469,529,85,85,553,101,98,1524,40,41,29,0,1,0,1251,704,664,231,493,416,2,553,57,68,482,319,387,0,0,1,0,0,0,0
283,335,699,699,545,78,60,1502,2,36,29,0,1,0,896,248,516,243,785,411,0,545,67,40,264,93,387,0,0,1,0,0,0,0
338,360,7,7,209,12,17,999,27,44,24,0,1,0,1071,10,602,63,817,647,2,209,12,17,526,202,120,0,0,1,0,0,0,0
352,371,25,25,212,15,16,1014,24,44,24,0,1,0,1105,58,769,84,817,647,1,212,15,16,411,203,139,0,0,1,0,0,0,0
713,746,41,41,177,14,16,941,58,41,24,0,1,0,637,124,659,69,795,647,2,177,13,16,486,314,122,0,0,1,0,0,0,0
