 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ?), Operating Profit Per Share (Yuan ?), Per Share Net profit before tax (Yuan ?), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,BankruptClass
1326,1374,1281,3234,3238,2247,2385,2173,1295,2143,1627,1073,5208,0,1521,973,979,981,518,705,535,432,585,2668,3815,3583,3574,3766,1399,1521,1349,1658,5084,5163,1153,1917,1634,2573,2038,8,3,1825,1966,295,35,748,966,334,2437,54,2596,1660,5950,1749,392,148,349,5827,2893,60,3580,2208,4254,17,1588,115,0,4192,2969,3551,6129,5172,3486,3221,1020,4587,17,115,3,1608,1504,3306,1743,1059,0,2910,6093,3219,6208,2713,2609,1813,1715,0,4217,0
1584,1637,1410,1978,2000,1867,1877,1690,1139,1649,549,974,3530,837,2084,928,934,936,542,789,2185,547,661,3544,4148,2876,2878,2288,1427,1781,1268,2049,4530,4804,1899,2089,1762,2445,2417,575,3,2680,2530,3004,128,285,3198,609,352,197,3660,1662,4170,5282,5229,4277,4742,5483,4792,2591,4471,1886,2417,1753,5043,2637,0,3408,2802,5679,681,622,3946,3810,2934,4162,1753,2637,3,2906,2898,4442,2913,1633,0,3794,1679,4376,4140,3568,2835,4021,3923,0,3991,0
1983,1634,1882,3048,3052,2270,1937,1747,765,1867,1414,0,4012,646,2006,775,782,783,573,974,1781,604,640,2788,4150,3069,3066,3719,1398,1684,1211,2456,1245,1707,2925,3652,2815,1392,428,2623,380,3021,2383,2144,88,527,1594,148,11,174,567,1185,3345,1314,1714,1333,2555,1730,2593,3460,4771,5756,2446,1181,1353,3991,3418,3377,2323,6260,6144,5077,1217,3478,3879,6408,1181,3991,3397,3974,3841,5717,4041,5424,0,3305,2997,2101,5961,3583,4837,5420,5322,0,1989,0
1411,1401,1297,2128,2147,1654,1619,1519,1094,1590,904,0,1114,554,1778,933,939,941,507,435,1687,450,564,2268,1862,4782,4551,3240,1476,1529,1345,1017,538,1352,3520,5149,3883,324,402,4144,3,1981,1820,2438,48,353,2598,263,2434,146,1877,1170,5660,480,3807,2720,4089,1501,2703,6048,1264,334,667,2637,377,6366,2715,3793,2099,3379,4359,3640,439,860,360,5464,2637,6366,3695,504,1073,1089,200,6248,0,2093,6295,1347,4446,2439,6461,6020,5922,0,365,0
1651,1568,1469,1481,1486,1721,1528,1447,928,1460,117,1047,2197,693,1736,627,634,635,496,782,2521,539,574,2179,2657,2424,2419,1729,1355,1746,1246,2346,583,1255,3447,4867,3662,545,175,4030,3,2632,1896,4384,107,220,3914,243,71,300,3160,1407,5589,575,2997,2716,371,1150,176,5936,2874,127,1728,3001,515,6126,2654,2108,2256,4514,8,5196,641,2927,2403,6141,3001,6126,3437,2186,2408,3635,1938,6198,0,2431,1275,1238,3000,2854,6166,5987,5889,0,660,0
947,1005,987,2953,2964,1841,892,874,341,1078,1557,981,2391,574,0,337,344,345,432,641,333,378,450,4150,5819,4392,4393,4632,1395,1004,1720,1760,233,715,33,4057,3083,1124,1514,3225,1239,1394,1074,1001,31,302,3037,2318,2407,64,1082,1142,5461,429,316,179,659,585,1081,2229,2416,426,1473,373,411,3319,4006,878,1285,4387,350,5217,296,3390,2793,5107,373,3319,3576,2880,2889,2678,2870,6579,0,1233,5143,1359,5831,1170,5300,100,2,0,1526,0
1994,1601,1810,3328,3336,2478,2269,1934,852,2066,1625,1052,3969,690,2235,791,798,799,553,844,1033,536,631,2159,3555,2576,2567,2705,1396,1410,1251,2211,448,1276,2484,1820,1565,2642,551,1237,3,2613,2320,786,70,451,1952,958,2436,104,838,1317,4437,539,1096,438,1710,1343,2026,2982,5257,467,568,2905,577,2781,1439,4479,2538,5936,5972,5062,564,3403,3649,6284,2905,2781,663,3602,3756,5373,3490,6349,0,3489,2097,1963,6330,3248,2484,4808,4710,0,4342,0
1961,1661,1810,2025,2040,2246,2092,1864,948,1881,181,1108,3564,791,2034,773,780,781,529,706,1048,499,606,2146,2616,1777,1765,1749,1503,1964,846,2029,4195,3993,2286,717,668,3539,1629,807,3,2336,2134,1813,91,390,2324,2375,68,110,3062,1796,5507,3902,2722,2526,4427,4595,4890,1795,5223,3414,4686,5444,2984,1500,0,3333,3538,3823,964,5369,3886,3992,4289,5509,5444,1500,3,4342,5025,4013,4051,1996,0,3693,1316,5535,4232,3087,939,4525,4427,0,5887,0
1606,1567,1497,1362,1305,1477,2190,1948,1834,1985,160,1013,3176,736,1955,790,797,798,532,722,896,381,604,2446,4649,2614,2611,3575,1461,1906,1160,1944,3030,2315,2553,1904,1625,2582,2859,1190,684,1419,2113,2466,64,253,3524,1941,90,94,1792,1073,3720,2805,1513,2007,383,2364,589,2522,4055,5015,5126,2003,2506,2514,1200,3002,4004,1973,2319,5342,3699,3162,3149,3932,2003,2514,927,3125,3156,3827,3096,3295,0,3270,2324,2439,2703,3055,2593,4977,4879,0,4233,0
701,859,736,560,557,993,502,506,251,490,2830,0,1703,623,0,287,293,294,302,620,514,327,336,5239,4509,2804,2805,2905,1351,438,1302,1573,134,304,77,5260,3976,231,1297,4203,1579,967,574,1782,28,605,1328,2265,2336,90,3303,765,6497,215,274,253,187,289,199,3777,1860,444,1956,456,147,5742,4079,862,450,2024,1690,5203,122,3197,2784,5319,456,5742,4213,2883,2908,2031,2831,6681,0,852,6551,86,765,504,6573,151,53,0,253,1
997,1191,905,607,605,1139,1243,1202,1181,1116,2323,977,1398,458,0,138,146,147,364,581,2085,340,466,2011,4938,4516,4517,3969,1302,439,1524,1392,107,489,3728,5434,4130,77,360,4296,1826,1071,1177,4609,92,365,2505,544,236,420,4725,910,5904,29,1873,1455,1004,392,394,6634,1628,557,951,3585,24,6735,2120,563,1370,2925,6080,5035,181,3207,3010,4133,3585,6735,3318,3021,2991,1628,3118,6708,0,1405,5532,453,862,1123,6749,21,6163,0,77,1
2,2,2,1144,1159,502,265,253,144,235,1291,975,713,300,0,4,7,7,3,340,2377,57,4,4184,234,172,171,99,1478,2,2,85,316,877,993,5498,4202,5,54,2,1,67,4,2,195,518,1631,1234,743,664,4432,120,3954,91,5365,4347,5619,1007,3222,6801,773,545,535,2857,6810,3,2901,56,340,6809,6044,5145,422,3858,5404,3705,2857,3,1,6246,5125,263,4,6493,1,14,5236,1757,2154,6818,2,1174,1076,0,5,1
271,373,278,469,461,518,677,672,1035,616,638,0,965,482,0,195,203,204,102,417,2214,74,155,2645,1474,3316,3310,3186,1223,122,1446,655,147,412,472,5364,4062,145,62,4196,3,80,154,4439,99,462,1903,249,170,340,4581,113,6021,50,1534,1887,2491,340,1194,6597,997,447,1793,3995,42,6678,0,638,851,6464,6057,4878,255,3377,1557,5126,3995,6678,3,1252,1759,716,526,6667,0,328,2016,976,583,131,6679,509,411,0,147,1
1194,1290,1238,2854,2866,1495,1350,1326,973,1398,1612,1080,1815,605,0,272,279,280,466,645,1520,409,505,2519,4218,5014,5017,5050,1372,1517,1589,1676,309,988,3558,5174,3904,303,266,3819,1378,1653,1370,2469,79,663,1161,378,61,257,1664,1071,4432,306,1471,890,1547,813,1278,4886,2059,455,1061,1044,213,5997,3039,355,1683,6220,6069,5081,409,3330,2736,5493,1044,5997,3383,2717,2794,2364,2551,6500,0,1813,6165,1737,5694,1972,6488,6133,6035,0,338,0
1317,1395,1307,1003,1024,1435,1492,1435,1182,1496,2866,969,1936,257,1164,885,892,893,522,671,2866,468,580,2259,2869,1729,1719,1592,1387,496,1031,1241,1176,1220,2865,3637,2806,1401,2168,3174,958,1979,1841,3412,154,654,1181,410,511,274,3913,1272,4034,1427,1918,2506,766,1047,633,4936,2435,6186,3756,2983,1473,4959,2195,3016,2528,4318,5941,4793,1076,3028,3217,4219,2983,4959,2355,3447,3399,2613,3478,5508,0,2685,5960,1427,1801,2778,4815,5403,5305,0,2011,0
1082,1095,1081,1491,1496,1135,1381,1311,1383,1379,716,0,3211,309,2361,835,842,843,460,650,1132,339,506,2877,4732,1662,1653,1583,1369,1424,1200,1762,4793,4998,2263,481,459,3748,2724,8,3,1066,1388,1226,90,379,2398,779,175,109,1988,909,3472,3896,2858,1945,4072,5653,5202,861,4543,1999,3144,3588,2897,762,0,4536,1744,4706,60,5342,3707,3828,3092,4537,3588,762,3,3120,3317,2943,3055,1364,0,1785,1477,4202,3022,1711,608,4249,4151,0,6218,0
1309,890,1438,668,671,1247,1220,1210,1021,1425,2693,0,3250,377,0,524,531,532,500,737,3096,396,422,1573,1758,629,626,2457,1346,679,692,1893,4181,3485,250,2932,2338,1869,3037,2226,474,1550,922,3612,265,712,1049,907,913,439,3714,1033,1754,4981,4424,4252,1735,4722,1999,3061,3937,3187,4332,1395,5191,3336,2368,1452,1337,5757,5817,4794,1958,3102,3281,3821,1395,3336,2884,3917,3896,4267,3908,2012,0,1160,4982,4279,989,1158,3948,371,273,0,2878,0
940,1354,893,2154,2175,1307,1749,1684,1586,1082,1198,1091,3311,334,733,712,719,720,412,650,767,358,542,2110,5725,1657,1652,3675,1356,1184,1042,1440,1293,1439,3118,2692,2179,2028,3743,2570,1746,1217,1655,571,50,808,858,523,113,85,2679,1030,4838,944,188,98,55,1485,276,405,2625,5916,3168,76,931,772,4096,2391,2268,4650,5812,4746,1045,2778,3033,3570,76,772,3740,3001,3002,2623,2999,5360,0,2473,6677,2111,4497,2406,3649,5640,5542,0,3177,0
1195,1444,1303,2926,2933,1876,1546,1641,794,1570,1508,1032,1695,494,0,467,474,475,480,605,837,424,522,3744,5583,5428,5437,5312,778,1628,1766,1528,955,1291,3265,4001,3040,1167,2864,3425,675,1770,1500,1728,57,447,1971,61,99,117,2086,1313,4393,968,1300,842,2136,1580,2405,3002,1896,6196,1969,686,1011,3854,3796,1800,2088,5456,673,5350,1062,3597,3724,3930,686,3854,3790,3539,3451,1951,3633,5773,0,2457,5724,2000,5792,2583,5242,5992,5894,0,1584,0
856,999,877,1643,1646,1311,1175,1119,880,1159,700,0,1285,254,0,592,599,600,413,563,1188,367,459,2367,2199,2899,2899,2948,919,1114,1249,1324,915,1190,71,4206,3178,1029,1240,3291,1043,1273,1133,2617,64,370,2467,2361,47,136,3593,1092,5960,974,1328,1233,2008,1116,1957,3752,1513,6385,2925,1075,1029,4561,3066,1520,1358,4098,817,5225,1018,3499,1265,5077,1075,4561,3021,1365,1635,1488,1189,5822,0,1342,5680,1533,3396,1268,5469,109,11,0,1357,0
1070,1223,1099,1003,1021,1249,1427,1390,1307,1412,76,1042,2428,281,647,666,673,674,467,629,1414,361,517,2301,2120,4273,4273,3253,1407,1359,1310,1553,4835,4517,2973,2124,1786,2421,1908,1531,935,1233,1465,2133,99,569,1432,116,143,151,3706,1034,5465,4516,2659,2737,3910,5160,4837,1211,2517,3428,5603,493,4241,1563,2300,2265,2206,2865,506,5218,4043,3728,4702,5042,493,1563,2175,4938,4953,2392,4819,1320,0,2121,5055,4660,1797,2031,2879,5588,5490,0,3947,0
1023,833,1084,389,382,844,968,964,1051,970,2799,0,1535,329,0,633,640,641,394,590,736,301,430,382,213,936,928,972,1389,999,1040,1432,2779,2784,384,1643,1434,2773,1216,1776,3,787,959,1522,61,313,2925,135,2443,86,2944,648,5970,2495,2053,1709,3175,3265,3647,2429,1831,4195,3466,2362,2115,2330,1641,1333,613,1186,1804,737,3278,3841,5084,5730,2362,2330,1142,4811,4994,1760,4614,3582,0,1107,4382,1328,445,1168,2245,452,354,0,4581,0
1610,1463,1512,3016,3022,2122,1914,1719,913,1853,1474,1076,3632,132,2080,715,722,723,539,719,1286,505,598,2269,2527,4031,4038,3586,1404,1413,1380,1824,3901,2978,2250,2580,2108,2099,3090,2237,851,2378,2061,2366,81,419,2141,2287,171,134,3562,1855,5149,2948,1262,1412,135,3512,354,1251,3633,4479,5489,367,2872,1749,3654,2068,2328,5972,6257,5003,3145,2817,2664,4180,367,1749,3511,2636,2601,3707,2661,2313,0,3073,5608,2599,5916,3002,3503,4543,4445,0,3323,0
1116,1318,1126,1424,1431,1438,2724,2752,2185,2649,338,1076,1508,215,0,949,955,957,492,585,145,348,535,3922,5864,4484,4486,4011,1380,1462,1345,1317,1514,1562,2588,1063,972,3235,4765,1447,203,1135,1602,237,14,499,1719,2220,2433,19,2271,1087,5795,1066,292,163,117,1874,527,548,1721,5514,2809,589,966,628,3776,4486,4603,257,4221,2962,2828,3260,226,2308,589,628,1984,1225,877,1680,1450,5088,0,2535,6189,1423,2862,2265,1436,5265,5167,0,5390,0
1471,1375,1404,2354,2361,1745,1634,1500,1015,1564,1060,971,3280,283,2215,967,973,975,513,775,2047,500,585,3577,4605,2372,2362,2294,1524,1418,1344,1913,3544,1978,3002,3583,2767,1440,3162,3061,1515,2345,1968,2267,97,720,1034,11,313,174,826,1082,1439,3084,1955,1938,1857,3634,2617,1956,3266,4208,4732,399,3453,2822,3670,4220,2055,5741,115,5122,2997,3345,3831,3948,399,2822,3868,3942,3822,3704,4007,2703,0,2475,4587,2813,4854,2531,4745,5445,5347,0,2081,0
2369,2056,2162,990,1008,1785,1898,1745,1247,1814,2533,972,4077,240,1673,888,895,896,670,910,2958,634,773,2592,3226,3059,3056,3230,1364,2113,1258,2178,2070,1169,1919,2198,1840,2367,985,2144,3,3179,3186,2395,199,1157,394,489,261,327,5312,2622,6436,2024,1117,1758,1369,1291,1625,3096,5226,5683,4926,2310,1878,3047,2571,4650,5529,2233,5770,4461,1199,3139,2365,5964,2310,3047,2157,1736,1667,5600,1840,4419,0,5230,4692,1109,1769,5069,2980,4139,4041,0,3846,0
1924,1749,1719,3578,3587,2145,2241,1981,1238,2047,1974,0,4154,340,2038,713,720,721,573,797,1304,513,658,2913,4076,3971,3979,2633,1404,1360,1481,2204,3268,2682,1298,1538,1355,2852,936,379,3,2397,2463,1933,96,567,1437,2183,70,135,424,1120,2135,2888,1684,1888,3626,3053,4139,2167,5293,4618,4933,2189,2460,2095,0,4020,2279,6675,6207,5007,2693,3679,2859,5909,2189,2095,3,2842,2772,5165,2859,3024,0,4365,2907,2401,6608,3920,2104,2635,2537,0,4722,0
1323,1327,1262,3219,3219,1823,2442,2153,1804,2136,1749,1098,5157,0,2007,972,978,980,510,749,460,389,579,2319,1994,3757,3758,3780,1406,1509,1358,1831,4539,4829,1209,2047,1733,2474,2383,8,3,1482,1928,267,31,640,1221,431,2435,48,2587,1369,5935,1739,501,192,163,5438,1452,121,4015,2092,2851,29,1603,228,0,4062,2700,3764,509,324,3846,3173,3456,4210,29,228,3,3183,3236,3889,3153,1624,0,2721,6175,3267,6188,2555,2775,2227,2129,0,4051,0
2155,1937,1913,1978,2000,2063,2148,1922,1230,2066,346,1066,3493,214,1898,1071,1077,1079,682,784,2371,632,769,2373,3213,2817,2821,4036,1443,1741,1245,1801,5067,5149,1329,1915,1633,2574,3235,688,3,3115,3119,2947,134,318,2887,538,524,198,4000,1983,3815,6092,5888,5268,5823,5880,5716,2321,4383,1920,3556,1711,5989,2380,0,4623,3820,5068,1412,1239,4652,593,4324,3431,1711,2380,3,4830,4923,4225,4685,1077,0,4922,1986,5029,4138,4617,2607,2749,2651,0,4219,0
2020,1689,1947,2946,2954,2009,2048,1903,1178,1992,1458,0,3516,349,1289,800,807,808,592,903,1674,525,656,3172,3735,4949,4949,4042,1399,2119,1543,2349,896,1579,2302,3179,2500,1707,354,2064,3,2535,2490,1836,88,541,1531,276,18,165,586,1117,3164,994,2121,1580,2458,1588,2200,4295,4703,6265,1801,2599,994,4319,1786,3607,2686,5978,6216,5183,936,2828,3911,6224,2599,4319,1478,4017,3936,5370,4016,5845,0,3891,3075,1990,5821,4010,4254,4765,4667,0,2572,0
1336,1343,1228,1827,1848,1542,1539,1427,1123,1506,696,0,1132,454,2253,1017,1023,1025,497,481,1994,443,556,2327,1917,2259,2251,2244,1411,1657,1220,1174,1496,1876,3545,5085,3831,376,1034,4137,748,1915,1763,3153,55,383,2372,2347,4,166,2613,1184,5782,1793,3063,2774,4694,2079,3867,4838,1375,5326,2374,1095,2758,5873,3475,3900,1986,3406,3852,2758,2563,1049,926,5370,1095,5873,4103,1205,1616,1252,683,5109,0,1961,6334,2074,3808,2198,6395,6034,5936,0,431,0
1782,1660,1644,1402,1408,1749,1696,1630,1075,1699,2962,0,1722,418,870,702,709,710,585,668,2622,562,643,1796,2379,3048,3045,3095,1453,2121,1287,1702,482,1021,3025,4803,3618,589,128,3956,3,2764,2398,4288,115,283,3218,302,74,304,3444,1497,5738,419,2622,2592,1086,861,630,6084,2149,192,1983,3563,353,6162,2274,2867,3260,3607,6218,5100,551,3199,2665,6198,3563,6162,2937,2525,2648,2428,2358,6309,0,3242,1741,971,2802,4167,6101,5604,5506,0,725,0
1189,1338,1232,2910,2917,984,1676,1665,1835,1760,1787,1172,1597,575,0,495,502,503,479,597,386,328,517,1904,643,3105,3103,5028,1377,939,1294,1470,180,534,3439,4137,3136,1071,1592,3235,1248,995,1433,990,28,285,3204,2320,2405,60,915,858,5345,357,247,160,321,435,504,2433,1786,457,1595,416,354,3533,4001,2009,2013,4118,488,5171,217,3254,1971,4941,416,3533,3521,2497,2576,1825,2411,6634,0,2071,5229,1357,5775,2160,5387,6040,5942,0,1439,0
2290,1965,2053,3292,3298,2539,2722,2403,1354,2437,1553,1037,3762,330,1894,955,961,963,644,860,1272,591,757,2669,3647,3740,3739,3664,1392,1393,1410,2047,1401,2594,1493,1750,1509,2698,645,933,3,2824,2983,884,75,549,1500,1131,4,111,1040,1400,4404,1435,2515,1325,2363,2924,2511,3288,5202,2787,555,3765,1296,2971,0,5501,3529,5694,154,319,1436,3505,3764,6124,3765,2971,3,3780,3943,5245,3645,5227,0,5036,2319,2585,6284,4682,2395,3245,3147,0,4431,0
1982,1630,1843,1783,1803,2084,2062,1848,1113,2015,96,1090,5330,450,1976,763,770,771,550,858,1081,476,605,1745,2330,2110,2100,2389,1381,1974,1053,2719,5569,5356,1958,444,427,3780,2041,644,3,2179,2122,1502,92,437,2038,2375,98,114,2549,1533,4852,5268,3213,2982,5362,6133,6171,498,6513,2692,5952,2034,4038,460,1123,3439,3881,3250,1041,144,4814,701,5921,5367,2034,460,849,6131,6505,6057,5802,563,0,3818,1681,6102,3720,3100,562,4154,4056,0,6264,0
1656,1636,1522,1269,1256,1227,2603,2319,2209,2352,363,1020,4101,388,1837,856,863,864,551,714,652,349,625,1980,1169,4554,4553,4461,1456,1884,1470,1911,4614,3574,1723,1235,1122,3085,2846,656,518,1139,2274,1838,51,225,3859,2191,58,69,1650,952,4436,3374,1067,1433,1147,4105,2661,756,4558,4382,6027,674,2799,858,1427,3479,4451,2047,2695,5364,4985,3393,4094,4229,674,858,899,3778,4083,3814,3595,1549,0,3797,2466,3939,2474,3338,1680,3751,3653,0,5146,0
452,589,484,1416,1423,757,957,934,1194,951,1085,0,330,487,0,319,325,326,283,179,2166,189,319,4322,3919,3561,3552,3573,1439,420,1518,140,998,1425,380,4875,3668,539,4185,3715,317,303,509,4375,131,375,2436,526,1170,309,3972,410,1383,1371,4851,4406,131,1791,26,6323,281,5963,1599,4351,1700,6306,289,837,1109,6268,705,168,1109,2738,2905,1504,4351,6306,643,2866,2887,112,2834,5722,0,674,1266,2058,2839,461,6175,428,330,0,651,1
1163,529,1206,2835,2846,1646,812,790,341,1442,1542,1083,3760,215,0,224,231,232,475,825,1568,442,305,2577,5158,140,139,5471,851,785,468,2421,757,1403,642,5118,3857,350,540,3647,1497,1905,461,2791,88,663,1161,374,69,275,1942,1172,4698,802,976,665,1739,1233,2099,2897,3628,6535,2198,289,835,4988,3884,222,1199,6602,5895,4846,778,3318,2677,5803,289,4988,4084,2597,2724,4998,2394,5999,0,594,5955,2043,5666,346,6429,723,625,0,397,0
1152,1240,1206,664,666,1238,1354,1336,1242,1434,2696,973,2649,122,0,825,832,833,501,780,3029,389,523,1953,2977,1577,1569,1804,1343,1261,1120,2203,1335,1444,3103,3543,2741,1466,2342,3140,1391,1440,1486,3339,176,751,961,434,583,343,4148,1054,3856,1590,2023,2433,662,1292,584,4661,3509,5993,3697,2653,1649,4742,2336,2750,2111,3710,5843,4751,1098,2923,2920,4120,2653,4742,2447,2869,2871,3988,2863,5312,0,2149,5815,1496,978,2172,4693,5784,5686,0,2133,0
1046,1118,1081,1566,1574,1197,1367,1338,1301,1401,737,0,3834,606,563,851,858,859,464,698,1230,350,505,2132,1411,5036,5038,4920,1414,1453,1303,1989,4990,5166,1485,649,610,3597,2658,8,3,1148,1378,1552,95,292,3133,797,205,116,2229,946,3659,4568,3657,2649,4975,5830,5647,1017,5135,1840,3131,2987,3527,918,0,4654,1820,4719,631,537,4184,296,4354,4517,2987,918,3,4501,5270,3759,4178,1159,0,1891,1273,4423,3208,1790,840,3394,3296,0,5986,0
862,965,955,493,486,1099,1250,1235,1233,1286,2628,0,1045,187,0,472,479,480,418,510,3241,316,442,1135,683,41,41,79,1444,976,1078,1085,2340,1789,147,3835,2930,1277,2533,3166,766,884,1026,4287,287,871,743,637,1076,512,4146,854,1943,3598,3921,4913,293,2072,166,5586,1102,5205,4352,4104,4175,5452,737,1493,1355,4610,5842,4754,1437,2593,2986,3496,4104,5452,1146,3036,3022,1036,3040,4101,0,1306,4930,2109,627,1243,5051,269,171,0,1775,0
1333,1429,1299,1677,1688,1113,1926,1887,1902,1877,914,1090,3920,65,338,731,738,739,521,701,941,337,574,2040,436,2530,2523,2488,1406,1228,1224,1642,1084,1288,2295,3219,2528,1679,3732,2959,1711,1043,1889,634,55,845,791,573,145,99,3089,890,5041,889,184,100,128,1242,623,477,3023,6198,3108,68,882,1016,4105,2687,3022,3556,5798,4724,918,2621,2101,3550,68,1016,3925,2282,2332,3231,2275,5619,0,2991,6664,1996,3473,3048,4302,4728,4630,0,2524,0
1104,1242,1163,2983,3001,1576,1381,1387,926,1457,1681,1056,1570,310,0,510,517,518,468,606,897,393,503,2162,1727,1348,1340,1274,1457,1355,1133,1535,318,654,3479,4257,3210,997,2519,3655,1314,1520,1364,1994,55,530,1580,1949,117,117,2372,1179,4632,318,928,912,2880,544,2295,4903,1857,303,2174,2101,316,5257,3242,1972,1770,5398,1079,5226,337,3850,4398,3746,2101,5257,3060,4063,3829,1927,4222,6491,0,1862,5708,1406,5870,1930,5525,6093,5995,0,1301,0
842,1163,876,1106,1128,1017,1360,1325,1494,1208,443,0,2134,138,1113,629,636,637,421,644,1434,316,505,1503,331,1640,1631,375,1388,1152,1226,1632,1955,2126,3461,4300,3242,965,1843,3438,1007,897,1372,2425,71,388,2344,159,85,156,3841,764,5887,1662,1361,1000,2006,2426,2645,2208,2163,4917,3008,330,1935,3457,3767,1548,1795,3357,6227,5139,1845,3450,2158,4824,330,3457,3855,2196,2359,2346,2074,4551,0,1783,5604,2404,2061,1815,5572,6024,5926,0,1254,0
928,1034,983,784,785,1134,1261,1238,1214,1332,2919,966,2595,126,0,748,755,756,453,658,1728,339,477,1881,811,622,619,951,1412,1726,1149,1664,4636,4533,79,2560,2096,2111,1930,1800,902,1062,1213,2168,105,609,1317,201,180,173,3932,904,5431,4779,3483,3302,4263,5149,4759,1780,2774,3119,4997,646,4769,2225,1919,1748,1478,3166,822,5356,4110,3025,4938,4791,646,2225,1997,5249,5139,2751,5215,1527,0,1483,5212,5128,1258,1477,3478,189,91,0,3348,0
1086,801,1147,235,235,689,1046,1037,1513,1096,2741,0,1391,166,0,465,472,473,406,580,976,253,434,1992,2608,4182,4179,4139,1384,974,1685,1392,2378,2598,539,1833,1574,2633,1413,1832,3,532,985,2377,89,285,3205,451,79,128,3599,406,5643,2569,3046,2494,2766,3211,2730,3590,1618,3931,2397,4219,2237,3224,0,1252,663,1534,744,165,2508,3515,4068,5269,4219,3224,3,4166,4350,1623,4034,4058,0,1076,3855,1129,245,1139,2497,628,530,0,4329,0
1955,1856,1787,3020,3027,2357,2315,2096,1053,2122,1324,1066,4466,32,1630,782,789,790,606,859,1521,589,699,2947,3968,4661,4662,5002,1409,1648,1623,2479,3687,2863,1441,2257,1881,2326,3483,1756,984,2912,2769,2470,94,432,2059,2286,286,149,3705,2134,4587,3054,1458,1770,240,3258,515,1694,5048,4584,5392,759,2865,2027,3301,3275,3089,6008,6200,4967,2896,2883,3065,3664,759,2027,3063,3090,3110,5384,3067,2546,0,4701,5449,2544,5921,4519,3079,3118,3020,0,3747,0
1642,1630,1689,1259,1266,1310,3594,3453,2447,3558,289,1113,3462,170,36,1030,1036,1038,609,663,166,345,601,2751,6087,3137,4552,5510,1387,1454,1514,1554,1848,1767,1884,897,827,3380,5417,1223,108,1114,2069,301,15,357,2567,2220,36,20,1928,1000,4518,1191,297,188,286,1953,1086,534,3851,5361,3591,780,1054,587,3529,5645,4832,1508,4165,2643,3464,3399,4283,1496,780,587,1629,3295,3588,2887,3216,4684,0,3833,6112,1663,2445,3261,1197,4318,4220,0,5629,0
1319,1265,1342,2071,2093,1499,1476,1432,1101,1513,974,1090,4103,145,836,940,946,948,500,909,2058,436,542,1622,2211,1844,1837,1971,1338,1149,1136,2431,3166,2112,2886,3046,2412,1795,2931,2510,1192,1853,1660,2749,97,618,1288,2356,263,175,986,1023,1504,2898,1338,2027,1855,2149,2412,2399,4648,5113,5435,805,2966,2888,3336,4469,1964,5777,6188,4500,2584,3313,4173,4082,805,2888,3416,4379,4302,5228,4406,3139,0,2293,4152,2284,4336,2267,4092,5473,5375,0,2734,0
