Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
2530,2193,968,7405,347,347,2539,2530,10397,12619,13263,13202,5975,13207,13202,12968,5
2532,2896,1416,6465,890,890,2611,2532,6062,3768,10411,12624,7007,12835,12624,7836,5
2535,2308,1468,6298,986,986,2552,2535,7710,11882,12906,12556,7107,12789,12556,10959,5
2536,2711,1012,7364,374,374,2593,2536,7606,6089,11405,13151,6072,13178,13151,9995,5
2536,2612,888,7642,261,261,2578,2536,9568,7906,11777,13282,5767,13268,13282,12104,5
2537,2961,2613,4433,2218,2218,2636,2537,4617,2272,10047,11356,8984,11215,11356,12459,5
2539,2338,1717,5811,1299,1299,2578,2539,7768,8097,12832,12256,7558,12498,12256,12421,5
2540,2726,748,8017,144,144,2574,2540,9265,8991,11358,13402,5359,13362,13402,13167,5
2540,2629,1271,6803,665,665,2571,2540,7049,9754,11741,12864,6628,13000,12864,9448,5
2544,2713,1259,6773,667,667,2590,2544,9570,7449,11449,12887,6573,13015,12887,13261,5
2545,2738,1149,7017,546,546,2588,2545,10223,7753,11308,13009,6329,13101,13009,13264,5
2545,2413,1424,6414,921,921,2567,2545,12736,10873,12556,12622,6977,12830,12622,11677,5
2548,2396,1204,6943,598,598,2579,2548,9792,9886,12651,12946,6446,13056,12946,12553,5
2549,2606,1332,6656,760,760,2572,2549,10829,11108,11895,12784,6735,12942,12784,12109,5
2551,2030,918,7590,281,281,2546,2551,9962,13382,13529,13262,5789,13244,13262,13295,5
2553,2330,1903,5517,1502,1502,2576,2553,9257,10683,12911,12060,7862,12284,12060,13179,5
2554,2572,1438,6389,934,934,2574,2554,5843,11058,12069,12617,6973,12824,12617,12795,5
2555,2004,764,8009,152,152,2540,2555,11512,13498,13536,13390,5392,13351,13390,12271,5
2558,2437,2380,4809,1958,1958,2566,2558,9586,12376,12496,11607,8586,11600,11607,13291,5
2560,2497,1878,5578,1465,1465,2591,2560,9553,9845,12342,12097,7794,12325,12097,13408,5
2563,2165,1069,7304,426,426,2570,2563,10070,12688,13425,13121,6087,13148,13121,12942,5
2564,2252,1292,6747,707,707,2573,2564,10010,12417,13183,12849,6597,12982,12849,13369,5
2568,3455,804,7941,168,168,2660,2568,8329,2990,6932,13372,5442,13335,13372,12757,5
2569,2417,1558,6192,1103,1103,2586,2569,11237,11591,12637,12462,7170,12716,12462,13514,5
2577,2349,1250,7001,604,604,2601,2577,7615,11438,12935,12924,6426,13036,12924,9287,5
2581,2200,1715,5961,1241,1241,2581,2581,7086,13212,13376,12314,7375,12537,12314,13310,5
2582,2185,1162,7210,487,487,2602,2582,7511,11928,13409,13045,6206,13105,13045,10310,5
2585,2253,1388,6660,807,807,2587,2585,8952,13186,13276,12742,6724,12911,12742,12405,5
2590,2532,2003,5476,1565,1565,2619,2590,9392,10252,12344,11997,7883,12197,11997,13522,5
2591,2504,1487,6474,942,942,2622,2591,6678,10007,12429,12608,6916,12804,12608,12101,5
2595,2673,707,8358,96,96,2645,2595,7872,6561,11807,13446,5063,13395,13446,12289,5
2597,2322,1475,6491,928,928,2614,2597,6016,11801,13091,12619,6887,12814,12619,13038,5
2599,2508,1234,7028,591,591,2626,2599,9229,10570,12442,12957,6314,13053,12957,13364,5
2599,2513,1052,7482,369,369,2630,2599,8531,9648,12423,13173,5911,13174,13173,12483,5
2600,2280,1844,5886,1349,1349,2596,2600,10244,13369,13224,12185,7547,12390,12185,8958,5
2604,2451,629,8550,63,63,2616,2604,9077,12193,12652,13479,4891,13423,13479,12190,5
2606,2328,611,8596,55,55,2629,2606,10495,10911,13111,13489,4834,13440,13489,13033,5
2607,2286,1278,6986,626,626,2624,2607,11189,11735,13220,12918,6392,13022,12918,12319,5
2611,2617,1808,5894,1330,1330,2631,2611,7562,10921,12102,12235,7446,12442,12235,13323,5
2612,2363,1576,6336,1053,1053,2632,2612,9446,10817,12990,12499,7040,12726,12499,12417,5
2613,2655,1446,6665,845,845,2675,2613,10551,6084,11978,12685,6774,12848,12685,9510,5
2614,2849,1322,6937,670,670,2678,2614,8375,6222,11203,12874,6469,12985,12874,11878,5
2616,2518,1763,5995,1272,1272,2630,2616,6840,11711,12469,12289,7344,12502,12289,13333,5
2619,2517,1295,6988,643,643,2643,2619,6951,10479,12476,12901,6408,13006,12901,10918,5
2623,2507,1448,6658,852,852,2635,2623,5564,11562,12536,12696,6747,12852,12696,11520,5
2624,2295,959,7749,276,276,2644,2624,7341,11194,13245,13267,5641,13236,13267,13296,5
2625,2425,852,8029,176,176,2642,2625,10260,11330,12787,13365,5365,13326,13365,12374,5
2626,2326,951,7817,260,260,2640,2626,7271,11448,13163,13277,5617,13242,13277,10853,5
2627,3009,1425,6739,810,810,2701,2627,7070,4847,10440,12729,6665,12888,12729,11044,5
2631,2567,1179,7309,479,479,2685,2631,6311,7350,12367,13069,6093,13109,13069,12362,5
2633,2704,1491,6608,894,894,2669,2633,6212,9322,11858,12644,6785,12825,12644,11659,5
2633,2443,1716,6150,1190,1190,2639,2633,7727,12022,12751,12358,7216,12566,12358,12876,5
2637,2535,537,8888,32,32,2686,2637,10859,7912,12472,13510,4564,13460,13510,11446,5
2640,2454,1644,6286,1113,1113,2653,2640,7979,11867,12753,12437,7077,12661,12437,13255,5
2641,2705,1773,6052,1257,1257,2662,2641,9487,11173,11885,12303,7288,12507,12303,13324,5
2644,2384,1557,6497,988,988,2655,2644,5656,11971,13012,12562,6893,12754,12562,12419,5
2645,2462,1138,7466,425,425,2654,2645,8646,12577,12776,13123,5924,13136,13123,12564,5
2646,2345,1397,6868,736,736,2663,2646,7972,12111,13175,12817,6506,12930,12817,12402,5
2648,2573,2191,5425,1670,1670,2687,2648,4581,10141,12418,11871,7997,11971,11871,10937,5
2649,3384,930,7898,237,237,2754,2649,7412,2152,7966,13312,5488,13276,13312,13134,5
2651,2215,891,8004,203,203,2653,2651,11303,12914,13464,13343,5380,13305,13343,12926,5
2652,2433,1700,6257,1156,1156,2670,2652,7282,11944,12872,12392,7133,12604,12392,12492,5
2655,2450,1373,6954,698,698,2684,2655,10643,11602,12850,12853,6422,12952,12853,12636,5
2657,2621,898,8075,194,194,2699,2657,9429,9625,12271,13345,5351,13307,13345,10761,5
2658,2344,1324,7062,636,636,2669,2658,11025,12757,13219,12912,6311,13008,12912,12701,5
2658,2303,1432,6799,791,791,2668,2658,7590,12790,13328,12766,6545,12904,12766,13293,5
2660,3154,1671,6411,1095,1095,2776,2660,4182,1962,9576,12434,7039,12640,12434,8995,5
2660,2438,942,7924,238,238,2694,2660,10774,10550,12882,13302,5487,13269,13302,11439,5
2662,2434,1560,6561,972,972,2679,2662,8574,12591,12918,12592,6812,12766,12592,13109,5
2665,2294,1543,6613,924,924,2679,2665,9450,12696,13353,12621,6758,12797,12621,12807,5
2669,2545,814,8282,135,135,2710,2669,7506,9048,12593,13408,5148,13352,13408,11945,5
2671,2681,2099,5620,1573,1573,2721,2671,10750,7759,12107,11976,7776,12122,11976,11812,5
2674,2368,1777,6198,1212,1212,2683,2674,10439,13077,13186,12339,7182,12534,12339,12846,5
2681,2735,927,8018,215,215,2724,2681,8105,8481,11956,13331,5368,13293,13331,12736,5
2685,2487,1904,5958,1363,1363,2708,2685,9481,11507,12843,12194,7384,12374,12194,13279,5
2687,2287,832,8295,137,137,2695,2687,8145,12745,13415,13403,5137,13350,13403,11951,5
2688,3277,637,9072,35,35,2977,2688,6683,118,8937,13493,4704,13439,13493,869,5
2690,2359,1304,7190,595,595,2722,2690,8100,9834,13265,12951,6173,13031,12951,13278,5
2691,2258,1148,7565,401,401,2705,2691,10784,12783,13475,13153,5803,13142,13153,13399,5
2692,2577,1147,7607,385,385,2730,2692,8862,8577,12576,13157,5800,13143,13157,12055,5
2694,2837,2734,4872,2098,2098,2716,2694,13404,12012,11646,11409,8663,11200,11409,4863,5
2695,2536,1244,7385,496,496,2735,2695,9807,7600,12723,13059,5988,13092,13059,13194,5
2699,3084,1813,6229,1216,1216,2761,2699,6387,4838,10310,12331,7157,12515,12331,12346,5
2701,2510,842,8304,138,138,2731,2701,11954,10216,12824,13406,5109,13348,13406,13201,5
2708,2714,1499,6901,802,802,2745,2708,9241,8556,12172,12749,6482,12871,12749,12513,5
2710,2991,2552,5122,1929,1929,2775,2710,6146,5610,11089,11604,8360,11502,11604,6971,5
2711,2733,2064,5834,1476,1476,2733,2711,9349,11083,12129,12079,7532,12221,12079,12375,5
2712,3004,2572,5006,1970,1970,2743,2712,5183,9932,11049,11597,8377,11477,11597,13349,5
2713,2763,2038,5908,1439,1439,2754,2713,9762,8497,11991,12114,7469,12265,12114,11766,5
2714,2672,1066,7854,296,296,2755,2714,10484,8258,12317,13253,5540,13211,13253,13183,5
2715,2343,1431,7087,694,694,2725,2715,6443,13007,13379,12839,6328,12931,12839,10034,5
2717,2910,1307,7436,536,536,2756,2717,5249,8506,11506,12980,6044,13046,12980,7774,5
2723,2631,1504,6951,785,785,2757,2723,9777,9485,12491,12760,6438,12877,12760,12181,5
2726,2546,1363,7241,615,615,2752,2726,8057,10784,12830,12938,6119,13011,12938,13428,5
2726,2392,1595,6735,926,926,2732,2726,7315,12968,13302,12625,6621,12781,12625,13233,5
2728,2417,855,8380,133,133,2755,2728,11669,10603,13225,13410,5045,13349,13410,12218,5
2734,2836,2142,5749,1549,1549,2790,2734,9134,7627,11862,12006,7595,12133,12006,13240,5
2736,2781,1581,6827,881,881,2803,2736,7707,5817,12030,12661,6537,12801,12661,12494,5
2737,2638,1127,7830,330,330,2750,2737,12222,12152,12532,13212,5592,13182,13212,11704,5
2738,3198,1704,6690,1012,1012,2828,2738,10236,3717,9962,12508,6778,12679,12508,8064,5
2739,2342,1753,6518,1112,1112,2736,2739,7735,13179,13437,12431,6881,12611,12431,12010,5
2741,3163,1559,6879,859,859,2804,2741,6244,6328,10233,12699,6491,12821,12699,12947,5
2741,2848,1830,6346,1191,1191,2783,2741,6050,9663,11815,12359,7009,12533,12359,13289,5
2742,2404,1008,8045,249,249,2754,2742,9167,12367,13312,13294,5337,13243,13294,13078,5
2743,2979,1650,6768,952,952,2797,2743,6627,7687,11366,12585,6654,12734,12585,9963,5
2744,2766,1357,7334,586,586,2787,2744,9739,9877,12121,12960,6034,13023,12960,13252,5
2745,2588,1539,6920,829,829,2765,2745,7346,11648,12757,12736,6417,12847,12736,13531,5
2745,2317,1056,7949,272,272,2749,2745,9964,12900,13477,13270,5422,13224,13270,13121,5
2746,2548,2105,5848,1504,1504,2753,2746,7457,12764,12902,12064,7475,12200,12064,13447,5
2752,2603,1653,6734,968,968,2788,2752,8590,10431,12715,12587,6640,12736,12587,12748,5
2752,2634,2081,5950,1445,1445,2763,2752,11033,12374,12596,12106,7407,12236,12106,12424,5
2754,2591,1506,7111,732,732,2779,2754,7395,11595,12769,12795,6322,12898,12795,9330,5
2755,3121,2223,5699,1605,1605,2811,2755,10071,7363,10547,11949,7666,12046,11949,13023,5
2757,3207,2998,4631,2338,2338,2791,2757,7476,10592,10035,11215,8839,10891,11215,8184,5
2758,2568,1537,6994,795,795,2774,2758,5860,12261,12865,12757,6377,12859,12757,12558,5
2759,2562,1553,6984,813,813,2792,2759,6081,10544,12877,12730,6406,12842,12730,11562,5
2760,2582,1769,6624,1087,1087,2778,2760,11688,12107,12828,12436,6844,12605,12436,7987,5
2767,2492,1923,6284,1275,1275,2777,2767,5466,12748,13130,12274,7131,12417,12274,10863,5
2768,2822,1666,6820,944,944,2817,2768,10718,8242,12027,12593,6592,12732,12593,9762,5
2770,2192,527,9174,22,22,2768,2770,8446,13200,13538,13520,4256,13476,13520,13502,5
2772,2940,2562,5201,1914,1914,2810,2772,5517,9755,11609,11653,8160,11544,11653,13096,5
2774,2630,485,9316,16,16,2825,2774,11458,8131,12684,13526,4160,13484,13526,10970,5
2776,2725,2013,6144,1364,1364,2799,2776,8613,11643,12371,12190,7223,12339,12190,13072,5
2778,2604,1364,7435,574,574,2813,2778,8782,10322,12796,12974,5945,13030,12974,13082,5
2781,3020,3026,4581,2362,2362,2829,2781,10826,8329,11329,11211,8812,10867,11211,12552,5
2781,2599,864,8508,120,120,2805,2781,7653,11576,12834,13426,4925,13355,13426,12455,5
2784,2552,1641,6884,913,913,2794,2784,9944,12726,13003,12639,6496,12765,12639,12267,5
2786,2464,1289,7611,455,455,2793,2786,7323,12897,13274,13091,5784,13093,13091,12933,5
2788,2866,1530,7191,722,722,2832,2788,5793,9084,11949,12811,6244,12891,12811,9147,5
2793,2712,1754,6695,1051,1051,2830,2793,10676,10438,12468,12501,6693,12647,12501,12437,5
2794,2769,1538,7127,753,753,2831,2794,10425,10440,12273,12801,6242,12886,12801,12685,5
2794,2566,2171,5955,1514,1514,2808,2794,9675,12701,12998,12037,7428,12141,12037,10625,5
2796,2386,1231,7768,400,400,2806,2796,8083,12903,13443,13154,5611,13128,13154,13401,5
2797,2561,985,8318,188,188,2823,2797,6929,11772,13038,13348,5138,13291,13348,10210,5
2798,2352,1135,7986,291,291,2824,2798,10742,11942,13498,13251,5402,13193,13251,12226,5
2802,2452,1166,7966,312,312,2818,2802,10166,12678,13333,13222,5462,13179,13222,10051,5
2805,2565,1273,7736,427,427,2834,2805,7869,11064,13042,13119,5658,13113,13119,12931,5
2815,2640,1669,6960,903,903,2840,2815,7380,11793,12812,12641,6424,12758,12641,12085,5
2815,2595,1788,6714,1069,1069,2835,2815,8962,12089,12986,12482,6660,12628,12482,12389,5
2820,2602,1855,6611,1139,1139,2838,2820,11715,12333,12965,12413,6766,12553,12413,12614,5
2822,2590,1043,8256,218,218,2846,2822,8026,12055,13031,13326,5168,13250,13326,12463,5
2824,2741,2253,5891,1570,1570,2852,2824,5205,11139,12488,11986,7450,12069,11986,13355,5
2828,3596,3253,4454,2540,2540,2882,2828,11154,6773,7967,11039,8929,10621,11039,13415,5
2829,2538,2261,5907,1571,1571,2843,2829,5277,13068,13215,11982,7439,12062,11982,13009,5
2829,2953,3449,4257,2842,2842,2855,2829,8726,11186,11848,10719,9181,10297,10719,9751,5
2830,2571,1176,8007,311,311,2839,2830,10054,13357,13145,13240,5360,13186,13240,13378,5
2832,3388,534,9387,17,17,2950,2832,12823,2299,9387,13523,4138,13481,13523,6659,5
2833,2635,1353,7661,483,483,2868,2833,6965,10076,12917,13074,5704,13066,13074,13337,5
2834,2602,1526,7355,675,675,2859,2834,7607,11520,13040,12868,6045,12921,12868,11749,5
2836,3287,2751,5161,2003,2003,2880,2836,6468,8448,10088,11559,8219,11345,11559,12873,5
2837,2701,2359,5792,1640,1640,2857,2837,5570,11983,12711,11907,7596,11918,11907,11298,5
2841,2662,1525,7335,682,682,2861,2841,9090,12082,12853,12880,6012,12926,12880,13527,5
2843,2858,507,9439,14,14,2901,2843,9139,5682,12232,13527,4080,13486,13527,9615,5
2846,2930,993,8407,169,169,2921,2846,8189,4475,12001,13376,4988,13300,13376,13525,5
2849,2904,3193,4577,2456,2456,2866,2849,8734,12148,12100,11117,8803,10718,11117,12994,5
2853,2541,2030,6426,1291,1291,2863,2853,10894,12523,13290,12268,6954,12378,12268,12139,5
2855,2737,1858,6787,1084,1084,2880,2855,8516,11135,12638,12458,6613,12590,12458,10739,5
2856,4862,1864,6767,1101,1101,3002,2856,8120,1279,2878,12441,6638,12569,12441,11106,5
2859,2460,1597,7282,752,752,2854,2859,9320,13414,13445,12796,6124,12855,12796,11949,5
2860,2845,1362,7755,462,462,2883,2860,10515,11222,12324,13086,5643,13073,13086,12900,5
2862,2886,1694,7099,863,863,2893,2862,10788,10397,12223,12695,6266,12782,12695,12976,5
2868,3300,1800,6926,999,999,2935,2868,6359,5869,10269,12545,6466,12658,12545,12518,5
2869,2960,2357,5985,1593,1593,2896,2869,6687,10745,11997,11940,7464,11952,11940,7891,5
2870,2553,1410,7671,529,529,2891,2870,10038,11745,13313,13032,5695,13040,13032,13366,5
2871,2786,1719,7092,879,879,2892,2871,6371,11667,12550,12665,6285,12752,12665,12480,5
2873,2827,1609,7314,746,746,2898,2873,7854,11201,12437,12807,6083,12853,12807,12682,5
2876,2466,1661,7220,806,806,2873,2876,7886,13417,13469,12748,6160,12813,12748,12787,5
2877,3135,2839,5187,2037,2037,2904,2877,6372,10706,11287,11523,8198,11267,11523,12217,5
2878,3714,2816,5209,2017,2017,2987,2878,5204,2684,7634,11544,8157,11299,11544,13025,5
2879,2840,1677,7240,814,814,2908,2879,8094,10712,12422,12724,6180,12802,12724,10987,5
2879,3519,1464,7677,567,567,2947,2879,7759,6169,8862,12965,5788,12993,12965,8669,5
2881,4139,723,9131,41,41,3001,2881,10868,2170,5499,13501,4387,13441,13501,8044,5
2882,2720,894,8709,102,102,2910,2882,9767,10857,12821,13440,4713,13363,13440,13071,5
2885,2527,1014,8501,161,161,2899,2885,7159,12086,13382,13381,4930,13298,13381,12663,5
2885,2505,744,9052,47,47,2915,2885,6868,10722,13423,13496,4420,13422,13496,12365,5
2888,2809,2187,6281,1404,1404,2911,2888,8747,11394,12535,12142,7126,12214,12142,11143,5
2892,3640,1447,7659,564,564,2985,2892,8593,3353,8205,12986,5720,13014,12986,12919,5
2893,3331,2046,6542,1262,1262,2942,2893,9383,8031,10238,12296,6840,12386,12296,12944,5
2894,2928,1631,7341,750,750,2916,2894,7249,11541,12206,12798,6062,12844,12798,11918,5
2896,2833,549,9396,18,18,2953,2896,9650,7233,12487,13525,4084,13480,13525,12923,5
2897,3594,2169,6373,1374,1374,2991,2897,10049,3341,8494,12163,7060,12247,12163,9550,5
2898,2982,2940,5063,2127,2127,2960,2898,6968,6689,12048,11441,8314,11130,11441,13260,5
2899,2389,1482,7627,581,581,2884,2899,9778,13500,13526,12962,5768,12986,12962,12541,5
2899,2860,1226,8167,300,300,2923,2899,9101,11145,12402,13243,5265,13168,13243,11533,5
2900,2682,1870,6922,1056,1056,2908,2900,7085,12451,12981,12483,6490,12597,12483,10893,5
2900,2555,1883,6867,1081,1081,2888,2900,9286,13430,13361,12469,6508,12583,12469,12293,5
2904,2576,1846,6965,1011,1011,2907,2904,10209,12756,13330,12531,6418,12630,12531,12038,5
2904,2942,806,8968,65,65,2949,2904,8573,8965,12185,13475,4501,13398,13475,10699,5
2906,2619,1834,6971,1000,1000,2902,2906,10767,12988,13188,12549,6395,12643,12549,12905,5
2913,2623,1686,7361,773,773,2918,2913,11370,12649,13202,12753,6095,12809,12753,8875,5
2921,2819,1611,7433,708,708,2956,2921,6925,10523,12623,12848,5933,12884,12848,13385,5
2928,3782,1476,7730,556,556,2999,2928,8667,5084,7543,12994,5653,13010,12994,13153,5
2931,3247,1742,7276,838,838,2986,2931,5424,7101,10957,12705,6122,12772,12705,12186,5
2932,2585,1845,7020,990,990,2951,2932,10230,12293,13372,12569,6318,12652,12569,13389,5
2933,3140,1094,8511,187,187,3007,2933,10323,4769,11523,13353,4932,13265,13353,11759,5
2933,2472,1721,7327,809,809,2922,2933,9508,13479,13513,12737,6073,12794,12737,11950,5
2934,2812,511,9524,8,8,2976,2934,10405,9292,12690,13534,3957,13491,13534,13145,5
2935,3242,1267,8216,305,305,2997,2935,7496,7061,11054,13238,5209,13159,13238,11467,5
2937,2569,2089,6626,1259,1259,2931,2937,5832,13428,13414,12290,6762,12372,12290,12092,5
2941,4192,2288,6299,1458,1458,3010,2941,9319,5251,5537,12083,7128,12119,12083,9864,5
2942,2792,2673,5649,1829,1829,2959,2942,5494,12554,12770,11719,7782,11566,11719,10097,5
2948,2968,2378,6133,1569,1569,2980,2948,4865,10897,12283,11984,7241,12000,11984,12911,5
2950,3747,1177,8439,228,228,3027,2950,7649,4296,7928,13301,5030,13221,13301,9589,5
2951,2760,2009,6801,1166,1166,2964,2951,9628,12761,12924,12390,6533,12483,12390,13458,5
2955,2826,2640,5763,1781,1781,2972,2955,4907,12674,12747,11762,7649,11655,11762,9725,5
2956,2918,1495,7824,533,533,2996,2956,9719,10773,12456,13016,5579,13016,13016,12945,5
2957,2636,1796,7263,882,882,2968,2957,7206,13146,13325,12663,6123,12729,12663,12790,5
2958,2559,1562,7778,585,585,2966,2958,12160,13251,13471,12944,5692,12946,12944,8577,5
2959,3100,2348,6397,1461,1461,3011,2959,10064,8666,11781,12042,7142,12070,12042,5328,5
2960,2498,1121,8535,190,190,2969,2960,9759,13261,13517,13357,4899,13257,13357,12571,5
2962,2668,778,9148,46,46,2978,2962,5046,12739,13244,13494,4342,13413,13494,9288,5
2964,2600,1467,7896,478,478,2988,2964,10500,12422,13416,13070,5503,13038,13070,12403,5
2966,2804,1895,7090,1005,1005,2993,2966,9784,12202,12846,12542,6282,12617,12542,12576,5
2967,2780,1668,7528,711,711,3003,2967,7711,11050,12927,12847,5841,12861,12847,13351,5
2968,2793,2453,6107,1607,1607,2996,2968,9727,12328,12900,11944,7268,11912,11944,11880,5
2970,2770,1931,7043,1044,1044,3015,2970,6295,10230,12970,12511,6317,12584,12511,12749,5
2972,2480,1380,8091,388,388,2981,2972,9594,13329,13525,13164,5301,13104,13164,13141,5
2973,2789,1201,8477,230,230,3026,2973,11632,8987,12939,13306,4976,13216,13306,10854,5
2975,2880,1632,7653,649,649,3012,2975,11180,11631,12671,12897,5752,12905,12897,11813,5
2977,3065,1706,7526,724,724,3035,2977,7938,7650,12014,12825,5858,12836,12825,13085,5
2979,2694,1859,7249,925,925,3000,2979,10612,12985,13257,12628,6125,12688,12628,13189,5
2979,2898,1861,7256,923,923,3022,2979,11176,10714,12656,12626,6129,12686,12626,13004,5
2981,3051,2201,6606,1329,1329,3023,2981,5177,10808,12128,12233,6761,12296,12233,12970,5
2984,2764,1720,7538,730,730,3010,2984,11705,12730,13063,12819,5846,12828,12819,12789,5
2987,3352,1013,8805,118,118,3039,2987,7608,8731,10821,13423,4650,13330,13423,11370,5
2990,2716,1963,7059,1067,1067,3004,2990,6612,13321,13233,12493,6294,12559,12493,13321,5
2994,2975,2258,6657,1344,1344,3032,2994,6676,11219,12454,12178,6821,12222,12178,7537,5
2994,3022,1944,7140,1024,1024,3043,2994,8637,9300,12298,12522,6248,12587,12522,11721,5
2995,3031,1953,7112,1037,1037,3034,2995,9981,10735,12279,12514,6264,12572,12514,12479,5
2997,2891,2076,6936,1165,1165,3019,2997,7377,12736,12732,12376,6463,12450,12376,12193,5
2998,2843,1279,8368,277,277,3049,2998,9963,9253,12883,13266,5035,13180,13266,13383,5
2999,2797,1382,8191,362,362,3033,2999,8087,11272,13007,13183,5214,13114,13183,12678,5
3000,2767,1100,8695,153,153,3024,3000,9402,12662,13105,13389,4755,13292,13389,11444,5
3002,3157,351,9871,0,0,3072,3002,8085,6849,11818,13542,3623,13501,13542,12880,5
3007,2854,1291,8366,284,284,3047,3007,11903,11521,12905,13264,5024,13163,13264,13521,5
3009,2882,1340,8340,308,308,3045,3009,11425,11708,12805,13233,5098,13140,13233,11698,5
